credit_card_id,customer_id,issue_date,credit_limit,current_balance,interest_rate,card_status
11122,1492,2024-07-09,500000,196239.18,38.032,Active
11123,1291,2024-10-15,50000,10504.22,20.838,Active
11124,18466,2024-06-17,1000000,355104.54,21.606,Active
11125,3873,2024-01-07,500000,45896.81,26.855,Closed
11126,1206,2023-07-03,50000,16281.36,33.199,Active
11127,21650,2024-05-19,500000,138497.43,27.855,Active
11128,20023,2023-10-08,100000,55414.08,41.586,Active
11129,20047,2023-09-17,200000,30882.55,35.326,Active
11130,2095,2022-01-06,1000000,158917.06,26.442,Active
11131,17605,2023-08-14,500000,108293.48,26.425,Active
11132,12334,2024-12-31,50000,14128.98,31.794,Active
11133,19371,2022-01-23,500000,160443.21,18.926,Active
11134,17853,2024-03-30,500000,268775.94,26.236,Active
11135,8216,2022-05-10,50000,23229.35,36.499,Active
11136,3509,2024-10-13,50000,1484.02,33.965,Active
11137,17208,2022-07-20,50000,15424.02,37.255,Active
11138,7063,2023-08-09,50000,21976.36,33.914,Active
11139,6449,2023-07-22,50000,12052.21,19.816,Active
11140,17540,2024-10-12,100000,20202.82,31.166,Active
11141,10153,2024-01-03,1000000,170423.85,23.643,Active
11142,13393,2023-05-23,100000,25140.68,36.497,Active
11143,8288,2022-02-15,500000,28769.85,29.212,Active
11144,3874,2022-08-03,500000,262535.92,20.388,Active
11145,5942,2023-10-09,50000,15465.88,32.447,Active
11146,2418,2024-09-30,1000000,214230.14,24.732,Active
11147,12136,2024-04-12,50000,6630.77,36.171,Active
11148,2547,2022-08-15,500000,236079.09,36.108,Active
11149,2411,2024-06-24,100000,12215.11,23.466,Active
11150,17156,2022-08-18,1000000,342355.32,35.355,Active
11151,9282,2022-10-19,100000,21156.12,40.414,Active
11152,22913,2024-11-10,100000,21308.37,30.421,Active
11153,1660,2024-03-27,50000,29738.64,38.44,Active
11154,2858,2024-09-09,50000,14448.19,31.529,Active
11155,24141,2024-01-22,200000,21996.86,35.164,Closed
11156,2165,2024-10-30,1000000,94273.0,23.729,Active
11157,1909,2023-03-13,500000,207401.96,29.753,Active
11158,16651,2022-04-29,50000,9240.01,39.304,Active
11159,5031,2024-02-19,1000000,316428.46,23.127,Active
11160,8398,2023-10-31,1000000,437616.05,36.459,Active
11161,8780,2023-06-04,1000000,341975.18,25.51,Active
11162,4202,2023-01-29,100000,33619.11,27.292,Active
11163,9022,2024-05-05,100000,38691.27,26.353,Active
11164,13559,2023-09-10,200000,136484.39,21.267,Active
11165,12299,2022-06-19,200000,108515.2,32.41,Active
11166,21037,2023-07-12,200000,95223.76,34.219,Active
11167,10420,2022-02-28,500000,75721.55,31.313,Blocked
11168,14787,2022-01-22,1000000,185819.46,41.753,Active
11169,11231,2022-12-06,200000,81460.57,40.725,Active
11170,9418,2023-07-23,1000000,420273.9,39.025,Active
11171,6683,2023-06-17,1000000,273507.88,32.128,Active
11172,15335,2024-07-22,1000000,280825.75,30.631,Active
11173,2778,2022-03-24,500000,102222.86,19.922,Closed
11174,10599,2022-04-08,1000000,173373.62,21.017,Active
11175,7842,2022-10-04,100000,31886.33,20.128,Active
11176,8002,2023-06-28,500000,46870.57,22.32,Active
11177,13686,2022-07-03,100000,9080.65,32.856,Active
11178,12304,2023-07-06,500000,99222.64,33.938,Active
11179,20903,2024-10-17,500000,38920.18,29.278,Active
11180,1848,2024-02-14,200000,100957.02,33.879,Active
11181,5884,2023-08-19,100000,37673.42,37.433,Active
11182,6823,2024-05-02,500000,105992.46,23.149,Active
11183,99,2023-08-01,1000000,629392.59,32.785,Active
11184,12628,2024-11-29,200000,98876.01,19.528,Active
11185,16704,2022-04-26,1000000,99156.85,36.005,Active
11186,14029,2022-10-27,100000,10743.62,26.04,Active
11187,21499,2023-06-21,500000,228360.76,30.086,Active
11188,6802,2024-03-20,50000,25528.84,22.463,Active
11189,7579,2022-08-12,1000000,457232.83,31.428,Active
11190,11321,2024-05-13,1000000,512549.63,31.308,Active
11191,11677,2022-03-25,200000,46693.37,36.766,Active
11192,13130,2023-10-17,1000000,568048.93,28.555,Blocked
11193,12769,2023-02-18,200000,10489.76,31.715,Active
11194,2374,2023-09-25,1000000,71434.13,35.58,Active
11195,11286,2024-10-21,100000,33783.19,23.248,Active
11196,14377,2023-11-07,200000,36689.95,22.998,Active
11197,2156,2024-06-12,200000,76348.12,37.889,Active
11198,21734,2022-04-07,200000,60841.93,18.804,Active
11199,14192,2023-07-16,100000,63823.46,27.618,Closed
11200,7312,2022-05-13,100000,42790.35,28.554,Active
11201,2225,2022-09-08,50000,1748.77,38.243,Blocked
11202,9617,2023-04-02,200000,30535.32,35.269,Active
11203,19328,2023-02-01,1000000,450265.19,28.823,Active
11204,23152,2024-02-10,1000000,203745.11,37.456,Active
11205,19886,2024-10-10,50000,11898.3,35.305,Active
11206,1177,2022-12-07,100000,6690.35,35.341,Active
11207,2614,2022-09-07,1000000,317553.56,38.19,Active
11208,24008,2024-02-27,100000,13147.69,21.189,Active
11209,15413,2024-08-10,50000,19335.35,39.122,Active
11210,17532,2024-09-20,200000,63558.77,36.889,Active
11211,5991,2023-06-22,50000,19055.24,36.029,Active
11212,20661,2022-12-22,1000000,267178.87,26.913,Active
11213,20867,2022-07-19,1000000,460436.03,39.727,Active
11214,21980,2023-01-09,500000,139137.51,25.667,Blocked
11215,20255,2022-04-11,500000,98353.67,29.894,Active
11216,7162,2024-03-08,1000000,226047.23,40.736,Active
11217,10386,2023-01-01,100000,11351.96,29.623,Active
11218,23922,2023-07-16,200000,47335.16,36.879,Active
11219,675,2023-07-10,500000,98565.92,31.25,Active
11220,6938,2023-03-26,200000,93712.18,32.804,Active
11221,4757,2024-04-09,500000,43029.19,19.718,Active
11222,1269,2023-04-19,500000,188626.51,26.033,Active
11223,18023,2024-03-01,1000000,178268.66,39.388,Active
11224,17132,2022-01-14,50000,31665.01,31.034,Active
11225,15345,2022-03-08,1000000,45753.35,26.902,Active
11226,23575,2023-06-06,1000000,465010.02,26.81,Active
11227,8332,2024-07-23,1000000,321319.04,35.072,Active
11228,3344,2023-03-29,100000,46649.31,22.413,Active
11229,23764,2024-04-01,200000,29674.04,40.034,Blocked
11230,926,2022-04-08,1000000,315759.32,25.456,Active
11231,3706,2024-09-14,200000,40271.32,31.754,Active
11232,23520,2024-07-29,100000,13597.82,37.071,Active
11233,14976,2022-03-14,50000,8200.1,27.222,Active
11234,1050,2022-01-31,1000000,357172.59,20.395,Active
11235,653,2023-10-03,50000,28854.23,29.894,Active
11236,12809,2022-06-19,500000,67850.0,21.753,Active
11237,18793,2022-05-10,200000,49883.12,20.704,Active
11238,17914,2023-06-29,100000,7235.58,29.967,Closed
11239,22681,2023-10-14,100000,7978.47,38.177,Active
11240,742,2023-04-06,1000000,163176.01,40.082,Active
11241,21345,2023-07-07,50000,17296.26,38.748,Active
11242,1614,2023-11-18,1000000,172133.14,19.632,Active
11243,3034,2022-08-15,500000,87133.3,29.0,Active
11244,15931,2024-12-13,200000,121093.7,19.717,Active
11245,10784,2023-04-13,50000,9954.22,41.256,Active
11246,24006,2024-01-09,100000,24902.76,30.492,Active
11247,3348,2022-01-21,500000,37141.93,41.827,Closed
11248,2850,2024-12-22,500000,184272.17,30.97,Active
11249,11832,2024-06-06,100000,57906.55,18.199,Closed
11250,13376,2023-01-31,100000,34622.21,22.088,Blocked
11251,8610,2022-10-15,100000,11948.62,19.818,Active
11252,19107,2023-11-27,200000,118216.75,20.826,Active
11253,13653,2022-03-23,500000,91743.2,40.476,Active
11254,7117,2022-09-27,100000,29308.82,19.385,Active
11255,24366,2022-02-04,1000000,409985.22,34.743,Active
11256,19718,2023-05-29,100000,46038.7,36.235,Active
11257,16534,2024-10-31,1000000,366755.38,31.801,Active
11258,16005,2024-03-07,50000,11505.69,35.453,Active
11259,17747,2024-04-10,1000000,458738.72,19.331,Blocked
11260,19135,2023-02-24,50000,13852.67,19.24,Active
11261,11462,2024-03-20,200000,56890.98,38.158,Active
11262,18772,2022-06-11,50000,14328.16,18.651,Active
11263,22107,2023-11-07,500000,265457.72,40.444,Active
11264,18051,2023-01-30,500000,134962.63,19.98,Blocked
11265,15253,2024-03-08,1000000,384631.18,35.134,Active
11266,20369,2023-05-22,200000,112795.67,33.564,Active
11267,5713,2024-09-13,200000,55435.45,21.404,Active
11268,21908,2022-08-31,1000000,303975.69,26.728,Active
11269,13174,2023-11-25,200000,31342.52,33.528,Active
11270,4908,2024-08-27,100000,34182.79,31.418,Active
11271,19189,2024-02-29,50000,35582.48,33.285,Active
11272,5402,2022-03-10,1000000,393235.61,35.425,Active
11273,18081,2022-08-13,500000,134473.95,28.248,Active
11274,10137,2023-06-22,500000,139876.76,36.59,Active
11275,5243,2023-08-03,50000,3616.26,19.715,Closed
11276,24625,2024-03-22,1000000,442085.37,21.166,Active
11277,4493,2022-04-23,100000,33875.27,18.69,Closed
11278,9936,2024-05-31,100000,35916.54,19.035,Closed
11279,21146,2022-09-28,1000000,198121.0,23.81,Active
11280,22701,2024-11-04,100000,26695.49,23.48,Active
11281,10821,2023-12-30,100000,18569.29,21.296,Active
11282,6067,2024-08-13,1000000,309445.25,35.38,Active
11283,15190,2022-03-02,500000,84560.66,25.958,Active
11284,17659,2023-06-09,100000,14949.52,23.546,Active
11285,3898,2024-12-27,200000,81420.12,32.364,Active
11286,23715,2023-04-17,200000,61914.2,30.654,Active
11287,17800,2024-04-30,50000,20092.98,25.708,Active
11288,4727,2023-12-16,100000,29997.29,32.189,Active
11289,13351,2024-04-11,50000,1339.64,29.277,Active
11290,15969,2024-02-23,500000,109937.11,23.048,Active
11291,9585,2022-04-21,200000,87406.98,25.266,Active
11292,10027,2024-01-20,100000,43135.47,31.454,Active
11293,17433,2024-05-12,50000,22053.4,24.681,Active
11294,23458,2022-11-23,200000,100005.25,34.126,Active
11295,17304,2024-04-16,100000,42874.33,19.153,Active
11296,15550,2023-12-02,50000,23430.18,30.709,Active
11297,10194,2023-12-17,100000,7881.98,37.617,Active
11298,6637,2024-04-07,200000,101705.93,21.637,Closed
11299,5900,2023-07-12,50000,33368.08,41.648,Active
11300,9844,2024-11-20,1000000,600118.19,34.875,Active
11301,10192,2024-07-24,200000,43175.93,33.927,Active
11302,18285,2022-08-09,200000,66797.42,26.099,Active
11303,3672,2024-06-03,100000,34341.82,22.703,Active
11304,9772,2023-04-22,500000,20354.8,29.117,Active
11305,15310,2022-12-21,200000,86651.06,33.234,Active
11306,3330,2022-07-06,1000000,309155.25,33.923,Active
11307,10349,2024-05-25,100000,11614.53,21.865,Active
11308,14751,2023-06-22,1000000,266903.31,33.919,Active
11309,8086,2023-05-01,200000,54207.48,38.95,Active
11310,5803,2024-05-08,1000000,395294.97,32.908,Active
11311,8148,2022-05-19,50000,17166.91,38.591,Active
11312,11083,2024-01-13,200000,38345.18,22.185,Blocked
11313,23602,2023-03-06,200000,54895.28,29.019,Active
11314,13294,2023-12-14,200000,33608.94,31.501,Active
11315,1381,2023-10-19,200000,39768.64,32.136,Active
11316,18674,2024-11-27,200000,14812.07,29.968,Active
11317,17346,2022-06-01,50000,11352.6,31.663,Active
11318,16580,2024-08-29,500000,311571.63,19.971,Active
11319,7748,2024-05-15,500000,80411.95,21.625,Blocked
11320,1425,2022-06-25,100000,72330.62,21.241,Active
11321,9558,2024-10-09,1000000,171216.1,31.589,Active
11322,7930,2022-03-19,100000,7742.61,38.614,Active
11323,894,2024-03-24,200000,119239.53,35.833,Active
11324,18870,2022-09-09,500000,78473.76,18.265,Active
11325,23978,2022-01-04,100000,11061.45,18.716,Active
11326,12006,2024-09-28,100000,15359.54,19.049,Active
11327,7709,2024-03-27,100000,7724.74,18.724,Active
11328,22136,2024-02-09,1000000,393775.49,22.945,Active
11329,2374,2022-03-22,50000,19927.11,18.761,Active
11330,4792,2024-06-06,1000000,117735.39,37.309,Active
11331,5654,2024-01-05,1000000,24171.28,34.931,Active
11332,22650,2024-04-18,200000,143577.94,30.378,Active
11333,24132,2022-09-26,100000,30455.38,35.428,Active
11334,15452,2022-04-15,200000,19250.47,21.805,Active
11335,749,2022-05-02,500000,199481.69,38.368,Active
11336,23372,2022-06-10,1000000,38797.06,27.818,Active
11337,15434,2024-10-01,500000,46859.2,27.032,Active
11338,14109,2023-08-24,50000,14961.01,22.78,Active
11339,2501,2022-10-19,100000,14271.52,20.073,Active
11340,12139,2023-01-28,100000,16198.23,34.339,Active
11341,11035,2023-09-24,100000,27314.02,20.654,Active
11342,4202,2023-03-14,1000000,112278.14,27.852,Active
11343,17596,2024-10-20,200000,63161.04,23.696,Active
11344,12206,2024-04-28,50000,5168.08,28.435,Active
11345,3453,2024-04-09,500000,276858.41,18.765,Active
11346,17235,2024-03-12,100000,16794.79,37.202,Active
11347,15696,2023-04-15,100000,10882.34,34.61,Active
11348,5819,2023-08-13,500000,190544.71,33.818,Active
11349,21538,2024-01-13,500000,129205.41,21.461,Active
11350,14980,2024-04-26,500000,135652.82,34.546,Active
11351,24716,2023-07-16,500000,151088.43,21.505,Closed
11352,17722,2024-08-16,100000,75806.05,32.525,Active
11353,19162,2022-12-11,100000,12307.04,30.654,Active
11354,24138,2024-03-04,200000,63230.9,31.968,Active
11355,12215,2022-10-29,100000,15591.32,27.379,Active
11356,17733,2022-12-14,100000,11070.41,35.024,Active
11357,22407,2022-06-05,50000,15881.24,33.244,Active
11358,5060,2022-12-29,50000,15338.77,41.977,Active
11359,3395,2022-02-24,50000,9553.36,20.52,Active
11360,23876,2024-05-23,1000000,109701.39,25.494,Active
11361,24043,2023-07-08,1000000,167097.98,33.342,Active
11362,5020,2024-12-04,50000,21756.91,24.229,Active
11363,11791,2023-07-11,50000,19174.39,39.844,Active
11364,23779,2022-11-14,50000,22386.43,24.215,Active
11365,19346,2022-06-25,500000,63738.19,38.378,Active
11366,6756,2024-03-12,1000000,243958.32,19.3,Active
11367,21835,2024-06-23,100000,50895.97,27.443,Active
11368,6256,2023-03-23,1000000,9627.06,26.223,Active
11369,885,2024-06-24,100000,19716.67,28.007,Active
11370,18898,2024-02-23,200000,42925.9,40.772,Active
11371,3040,2022-07-25,500000,259494.66,39.778,Closed
11372,3511,2023-05-28,500000,66433.76,29.673,Active
11373,21814,2023-08-10,100000,20032.65,22.083,Active
11374,15003,2023-08-09,500000,139101.67,36.386,Active
11375,21077,2022-07-27,200000,69914.4,24.348,Active
11376,22459,2024-06-22,1000000,43216.0,24.786,Active
11377,15494,2024-10-17,50000,3599.19,30.568,Active
11378,17257,2023-09-04,1000000,159879.53,26.287,Blocked
11379,7352,2022-08-13,100000,27939.82,22.38,Active
11380,23867,2022-03-30,200000,16116.81,26.49,Active
11381,13586,2023-04-20,100000,7088.22,40.669,Closed
11382,13735,2023-03-29,1000000,339953.15,32.701,Active
11383,716,2023-05-14,50000,14302.49,32.836,Active
11384,9752,2022-11-05,200000,107135.63,31.46,Active
11385,23702,2023-01-17,200000,16100.28,20.468,Active
11386,4776,2023-04-29,50000,7593.48,28.235,Active
11387,21383,2022-04-23,50000,11416.75,18.911,Active
11388,11860,2023-06-13,200000,49005.22,29.402,Active
11389,17271,2023-10-07,200000,30592.49,18.172,Closed
11390,14939,2023-07-10,100000,42984.02,19.499,Active
11391,20215,2024-04-25,50000,11112.57,23.725,Active
11392,54,2024-06-10,50000,11231.78,34.852,Active
11393,12564,2023-02-06,100000,24775.8,37.598,Active
11394,13463,2022-08-27,500000,231285.17,27.729,Active
11395,14046,2024-11-07,50000,3423.58,29.011,Active
11396,8593,2024-08-03,50000,15075.8,32.177,Active
11397,8347,2022-06-22,1000000,112041.55,19.958,Active
11398,15904,2023-02-04,50000,23585.04,27.758,Active
11399,13147,2024-06-07,100000,14644.38,26.419,Active
11400,23433,2024-11-23,1000000,346763.66,26.657,Active
11401,8230,2024-03-20,100000,33994.85,41.807,Active
11402,24112,2022-08-20,200000,122996.52,40.863,Active
11403,5771,2022-07-17,200000,54531.25,39.355,Active
11404,19144,2023-02-27,1000000,184078.34,34.335,Active
11405,20931,2022-07-21,200000,44024.78,31.532,Active
11406,24686,2023-08-29,100000,50863.2,23.62,Active
11407,16898,2023-11-24,50000,32288.15,40.482,Active
11408,20262,2022-07-03,200000,12437.26,32.765,Active
11409,1287,2024-12-31,1000000,393488.58,28.331,Active
11410,22586,2022-09-14,500000,160063.41,32.12,Active
11411,20985,2023-11-09,200000,120344.65,26.456,Active
11412,18279,2022-09-01,100000,38924.96,24.153,Active
11413,16575,2024-12-21,500000,150156.61,38.776,Blocked
11414,19623,2022-01-30,500000,315093.74,27.111,Active
11415,24514,2024-02-26,200000,15852.3,34.147,Closed
11416,47,2023-12-21,500000,124976.96,37.515,Active
11417,15959,2024-12-16,100000,21396.3,34.746,Active
11418,13946,2024-06-10,1000000,269017.81,25.302,Active
11419,3003,2022-10-31,1000000,305146.04,41.853,Active
11420,16180,2023-03-29,1000000,322379.29,31.215,Active
11421,9712,2024-04-27,50000,6348.47,33.362,Active
11422,24778,2024-09-23,1000000,68246.71,34.411,Active
11423,3911,2024-12-24,500000,202361.3,36.378,Active
11424,11733,2022-08-11,1000000,47990.16,35.536,Active
11425,9095,2022-07-13,50000,1906.59,27.619,Active
11426,24518,2022-02-01,200000,34375.33,33.057,Active
11427,18727,2023-04-20,1000000,145126.16,22.797,Active
11428,11107,2022-11-28,500000,202409.52,31.357,Active
11429,2274,2022-02-28,500000,62513.01,25.436,Active
11430,15675,2024-01-08,200000,5559.57,22.81,Active
11431,4746,2023-07-20,1000000,142684.76,27.795,Active
11432,3842,2022-10-14,500000,111473.9,33.806,Active
11433,17929,2024-12-04,500000,97479.49,29.542,Active
11434,18800,2024-09-14,50000,9822.62,41.619,Active
11435,6462,2023-06-29,1000000,231227.72,37.405,Active
11436,17350,2024-04-06,100000,38561.13,18.056,Active
11437,9607,2024-10-01,1000000,113182.44,32.292,Active
11438,14026,2022-12-31,500000,96180.39,37.933,Active
11439,15433,2024-12-16,1000000,476777.46,23.538,Active
11440,14650,2022-05-21,200000,137599.85,41.077,Active
11441,4646,2022-07-28,1000000,285807.26,39.761,Active
11442,10066,2022-09-02,50000,16336.35,27.26,Active
11443,13850,2024-05-30,1000000,284076.94,32.435,Active
11444,19136,2024-03-09,200000,52560.36,20.688,Active
11445,13427,2022-03-05,1000000,175104.19,40.993,Active
11446,20189,2024-09-10,1000000,92947.09,29.811,Active
11447,11358,2023-09-22,100000,47023.86,36.113,Active
11448,894,2023-04-04,200000,124380.7,33.365,Active
11449,21385,2022-11-23,200000,48252.02,30.307,Active
11450,24681,2023-09-02,200000,14375.94,31.881,Active
11451,19274,2024-07-06,500000,12353.4,26.934,Active
11452,13546,2023-03-26,100000,15770.71,33.56,Active
11453,10730,2024-03-02,50000,18013.99,34.204,Closed
11454,17415,2022-03-10,200000,57634.25,29.232,Active
11455,14294,2023-02-03,50000,9616.61,34.325,Active
11456,10655,2024-06-16,500000,125000.89,20.877,Closed
11457,16755,2023-09-25,200000,26518.59,36.442,Active
11458,21294,2023-06-03,1000000,557114.92,18.005,Active
11459,24139,2023-04-15,200000,68730.39,41.941,Active
11460,18793,2022-02-16,1000000,201837.07,38.242,Active
11461,16632,2022-03-28,500000,67886.17,19.876,Active
11462,23728,2022-10-03,200000,67475.01,26.786,Active
11463,14437,2023-05-19,500000,74343.82,41.961,Active
11464,2233,2022-05-27,1000000,172200.99,39.324,Active
11465,4180,2024-01-02,1000000,662261.89,32.784,Active
11466,6127,2023-06-27,1000000,287643.01,31.686,Active
11467,10282,2024-12-02,1000000,423078.15,33.933,Active
11468,6779,2023-10-11,50000,18585.17,21.532,Active
11469,22500,2022-04-22,100000,65181.98,41.736,Active
11470,15284,2024-09-10,100000,7603.79,32.952,Active
11471,398,2022-10-27,100000,45533.48,18.836,Active
11472,12755,2022-03-30,200000,25545.72,33.71,Active
11473,17545,2024-10-06,100000,24973.27,36.755,Active
11474,1990,2022-03-15,200000,18974.89,29.419,Active
11475,9934,2022-03-19,50000,12271.57,22.317,Active
11476,3106,2022-05-29,1000000,251511.3,34.529,Active
11477,12519,2022-01-07,50000,30257.89,24.051,Active
11478,23266,2022-01-09,1000000,80975.88,19.679,Active
11479,9823,2023-12-26,50000,7019.71,29.252,Active
11480,15925,2024-01-31,200000,38431.61,22.954,Active
11481,1774,2023-03-08,200000,18116.88,34.55,Active
11482,9325,2024-07-29,500000,104040.61,22.413,Active
11483,2633,2022-11-15,100000,41001.76,23.555,Active
11484,3219,2024-08-04,200000,70997.33,34.554,Active
11485,4630,2022-04-08,200000,47766.88,29.898,Active
11486,17044,2022-02-26,50000,9421.49,30.922,Blocked
11487,14850,2023-10-10,100000,21434.25,18.01,Active
11488,14794,2024-02-26,500000,59242.11,25.255,Active
11489,24559,2024-09-04,500000,54107.0,20.645,Active
11490,16180,2024-07-20,50000,9700.73,28.738,Active
11491,2689,2024-03-25,200000,114859.23,34.955,Active
11492,14570,2023-12-18,50000,21340.88,40.867,Active
11493,23573,2023-06-15,200000,108119.39,24.088,Active
11494,12932,2024-09-30,500000,53101.92,38.951,Active
11495,20822,2022-10-17,200000,16188.12,27.113,Active
11496,22586,2023-08-29,1000000,106136.07,41.737,Active
11497,200,2022-08-04,200000,42182.05,28.908,Active
11498,9384,2023-04-25,200000,38470.17,40.51,Active
11499,22448,2024-12-15,500000,241684.85,22.657,Blocked
11500,23470,2024-09-17,200000,36557.36,19.585,Active
11501,15678,2024-07-03,1000000,287695.96,21.637,Active
11502,18493,2022-09-30,50000,3211.5,18.334,Active
11503,24868,2022-04-21,1000000,396127.54,20.602,Active
11504,22968,2024-01-12,200000,21166.84,37.389,Active
11505,12223,2023-05-04,100000,8809.22,34.2,Active
11506,14749,2023-06-05,50000,16136.35,40.227,Active
11507,19009,2023-11-27,1000000,361646.18,35.317,Active
11508,7477,2024-10-26,50000,20871.4,25.663,Active
11509,5281,2024-05-24,500000,75466.87,19.158,Active
11510,19230,2023-07-30,100000,54717.49,21.909,Active
11511,4545,2022-02-21,100000,44050.25,37.629,Active
11512,23334,2024-08-07,1000000,644344.87,21.464,Active
11513,3076,2024-12-23,200000,72658.01,36.479,Active
11514,8435,2024-06-11,100000,28616.76,25.869,Active
11515,3210,2023-02-16,500000,217638.2,33.543,Active
11516,13129,2022-11-20,1000000,129974.73,33.426,Active
11517,23533,2024-11-07,200000,84129.0,24.478,Closed
11518,10192,2022-06-14,200000,48701.92,25.087,Active
11519,21543,2024-09-15,100000,26871.95,26.188,Active
11520,1908,2023-08-13,500000,100001.49,20.852,Active
11521,19891,2023-10-23,500000,53601.88,30.526,Active
11522,15575,2023-03-15,1000000,402353.09,40.708,Closed
11523,10927,2024-07-24,500000,28630.79,24.413,Active
11524,14389,2024-09-22,500000,67405.46,27.663,Active
11525,7582,2022-07-14,500000,180440.23,22.547,Active
11526,5103,2024-10-10,1000000,842888.43,21.874,Active
11527,22117,2024-07-12,1000000,360771.84,41.869,Active
11528,24802,2024-07-25,1000000,621934.94,35.846,Active
11529,19915,2022-07-17,500000,186968.99,38.039,Active
11530,8375,2022-02-20,1000000,683253.87,34.118,Active
11531,7926,2022-07-07,1000000,54306.51,28.28,Active
11532,15560,2022-03-13,1000000,74582.68,22.9,Active
11533,17623,2022-04-09,200000,100054.89,33.507,Active
11534,19550,2024-05-29,50000,24084.72,23.628,Active
11535,21952,2023-10-22,100000,10539.34,27.992,Active
11536,1449,2022-11-05,50000,30741.34,25.29,Active
11537,722,2023-09-17,100000,24817.39,27.288,Active
11538,9973,2022-09-19,100000,13321.56,40.939,Active
11539,23924,2024-05-31,50000,14524.37,19.645,Active
11540,20317,2024-03-03,50000,19343.75,30.839,Active
11541,9719,2023-03-16,500000,152899.08,33.704,Blocked
11542,21566,2024-04-19,100000,35341.29,21.784,Active
11543,21376,2024-05-14,1000000,246663.26,25.869,Active
11544,3475,2022-05-31,100000,14524.37,18.649,Closed
11545,12363,2024-03-12,1000000,185421.6,23.091,Active
11546,4810,2022-03-24,100000,26825.46,26.412,Active
11547,19506,2023-10-20,50000,14637.71,36.419,Active
11548,4872,2023-02-12,100000,45319.84,30.627,Active
11549,1100,2024-06-20,500000,77181.8,39.593,Active
11550,8232,2022-01-23,500000,115323.22,33.375,Active
11551,1564,2023-10-22,100000,32885.21,39.6,Active
11552,11968,2023-07-16,1000000,243715.94,34.711,Closed
11553,8205,2024-07-15,100000,61156.97,29.001,Active
11554,23812,2024-09-29,500000,158703.95,36.417,Active
11555,22276,2022-03-06,50000,16079.68,26.654,Active
11556,22306,2024-09-22,500000,234902.58,38.321,Active
11557,10591,2022-09-07,1000000,247087.85,30.546,Active
11558,5566,2022-06-26,1000000,520844.1,33.332,Active
11559,22369,2022-08-07,200000,132864.52,20.83,Active
11560,24792,2022-12-28,50000,12153.23,33.654,Active
11561,5048,2024-08-26,500000,90457.97,19.562,Active
11562,24907,2023-04-24,50000,19302.93,30.554,Active
11563,8256,2023-10-05,100000,22801.67,39.058,Blocked
11564,9115,2024-12-26,500000,51327.39,31.333,Active
11565,11769,2022-06-30,100000,30606.63,41.524,Active
11566,8059,2024-01-26,1000000,368576.04,40.065,Blocked
11567,2233,2024-12-07,50000,7129.11,41.969,Active
11568,17538,2024-07-27,1000000,147379.38,26.837,Active
11569,9897,2022-05-24,50000,16271.56,28.412,Active
11570,16259,2022-12-18,50000,12171.01,35.726,Active
11571,21078,2022-12-27,200000,14249.58,40.659,Active
11572,11631,2023-12-13,50000,18846.03,27.048,Active
11573,3612,2023-05-03,500000,175480.88,31.766,Blocked
11574,23435,2023-06-06,500000,143322.0,31.123,Active
11575,24067,2023-06-30,50000,17177.01,22.395,Active
11576,9483,2023-06-28,100000,12203.18,19.999,Active
11577,7200,2024-01-28,500000,177247.52,41.263,Active
11578,21942,2022-01-27,50000,10432.7,39.475,Active
11579,24152,2024-02-13,500000,104211.34,38.394,Active
11580,5671,2023-07-31,100000,3870.75,27.761,Active
11581,16933,2024-04-19,50000,24606.55,25.377,Active
11582,23589,2023-03-26,100000,39152.79,39.434,Active
11583,3313,2022-03-25,100000,55716.24,32.034,Active
11584,19672,2023-04-14,100000,11094.67,18.4,Active
11585,2851,2024-05-31,100000,45369.59,35.086,Active
11586,9898,2022-10-30,100000,18836.88,34.85,Blocked
11587,7943,2023-01-13,1000000,526003.99,36.449,Active
11588,14006,2024-09-26,500000,152176.91,36.651,Active
11589,12760,2023-02-17,200000,74755.42,34.279,Active
11590,14200,2023-05-30,500000,83326.99,36.36,Active
11591,9956,2022-12-29,50000,21829.65,37.235,Active
11592,2670,2022-11-15,500000,51915.66,30.679,Active
11593,22084,2023-11-22,100000,6826.72,23.303,Active
11594,24480,2022-03-27,200000,35441.24,31.329,Active
11595,1000,2022-06-19,200000,59849.3,34.3,Active
11596,9410,2022-01-08,50000,8879.36,32.382,Active
11597,7659,2022-01-26,500000,169681.39,40.209,Active
11598,15703,2024-07-23,1000000,389586.93,29.958,Active
11599,12726,2024-04-29,1000000,372114.86,35.926,Active
11600,14787,2024-02-02,500000,75242.61,31.63,Active
11601,11507,2024-05-02,200000,32397.12,29.42,Active
11602,19674,2023-12-06,100000,23808.47,40.064,Active
11603,22363,2022-03-04,500000,246021.53,36.948,Active
11604,16301,2023-09-08,50000,7108.69,32.744,Active
11605,8394,2024-07-18,200000,96042.88,33.144,Active
11606,1073,2023-06-12,200000,94184.76,41.14,Active
11607,21540,2022-05-07,50000,12354.52,22.582,Active
11608,19446,2022-03-07,1000000,350167.12,35.164,Closed
11609,19297,2023-01-31,100000,38231.74,28.786,Active
11610,11869,2022-03-09,100000,35191.2,34.324,Active
11611,6847,2024-03-11,200000,65271.79,33.109,Active
11612,4237,2022-03-18,50000,4963.79,40.193,Active
11613,8927,2022-07-20,100000,23962.15,34.858,Active
11614,19201,2024-11-20,1000000,117767.72,32.507,Active
