mortgage_id,customer_id,branch_id,property_value,loan_amount,interest_rate,term_years,start_date,outstanding_balance,mortgage_status
3940,12481,3,2008379.16,1502988.47,9.963,15,2022-10-26,595711.14,Active
3941,15384,82,1953722.98,1407873.21,7.662,15,2023-06-01,1115681.7,Active
3942,3659,11,2249454.62,1667460.31,7.17,30,2024-12-27,548977.24,Active
3943,20392,62,1635405.12,1235962.85,6.639,10,2024-04-18,648150.3,Active
3944,1169,84,3313387.16,2514095.78,9.019,25,2022-06-10,1532795.86,Active
3945,21189,33,2502459.32,1475483.94,9.829,20,2023-06-29,1381789.79,Active
3946,8377,96,1185985.32,898286.02,8.678,30,2023-08-01,279970.23,Active
3947,10828,58,4531213.88,2249361.49,9.101,30,2024-07-24,1605171.45,Active
3948,8010,47,3063473.75,1990835.82,8.528,15,2024-08-28,1078026.76,Active
3949,2218,61,2241468.41,1104443.85,7.439,25,2022-05-19,618181.8,Active
3950,15352,60,4670232.97,2764204.32,7.447,15,2024-01-10,1433959.96,Active
3951,15262,82,9146716.8,6166668.86,6.825,15,2022-02-08,3630733.33,Active
3952,24426,61,9670274.65,4979746.72,6.521,10,2023-12-15,1631718.65,Active
3953,23410,98,1462343.44,1055027.55,8.814,25,2022-08-14,720702.35,Active
3954,1884,72,3143673.65,1723925.34,7.243,15,2023-09-23,1500070.82,Active
3955,11133,53,3687979.09,1638237.57,9.098,20,2023-03-11,1244342.34,Active
3956,18566,62,2347843.28,973803.17,7.69,15,2023-03-01,889326.51,Active
3957,1659,63,1451535.57,905760.61,8.829,15,2023-05-27,478956.93,Closed
3958,3913,1,2684524.68,1202988.64,6.797,20,2024-03-06,488152.81,Active
3959,8244,6,3792636.63,2121134.21,7.135,25,2022-11-26,1110242.84,Active
3960,5419,77,3568308.56,1863039.18,9.301,15,2022-12-24,1370875.44,Defaulted
3961,14434,65,3188043.97,2369791.75,6.526,20,2024-04-20,1739820.79,Active
3962,7172,68,2851931.16,1651887.65,8.888,20,2023-07-10,854329.23,Active
3963,3488,46,7530840.31,5023972.59,10.024,30,2023-09-30,1886450.94,Active
3964,17778,58,2013046.85,1003297.02,10.057,20,2024-05-05,361979.68,Active
3965,20927,96,2489061.28,1241967.24,8.792,15,2023-06-06,831656.66,Closed
3966,1859,23,9321521.11,6104166.69,10.642,10,2024-05-14,5201195.97,Active
3967,4232,77,4235110.48,2472522.23,10.407,10,2022-03-18,1920367.75,Active
3968,16958,13,4053466.43,2757053.46,6.707,15,2022-06-11,2048400.06,Active
3969,10276,8,1816218.45,1004528.95,10.456,10,2023-08-28,605117.08,Active
3970,3795,32,1544048.21,1146746.37,9.603,20,2022-06-28,897716.12,Active
3971,279,32,2377546.71,1156777.65,8.303,20,2022-12-21,600288.99,Active
3972,13339,31,5539344.23,3928822.76,9.263,30,2023-11-30,2131529.98,Active
3973,22401,56,2881887.32,1378593.65,8.179,15,2024-09-18,883295.62,Active
3974,17569,30,5890738.83,3374189.21,6.94,10,2022-09-23,1940735.72,Active
3975,21964,91,1820290.42,1098738.98,11.158,25,2022-03-27,629519.25,Closed
3976,3763,99,4635812.65,2445345.15,8.084,15,2024-01-22,1436707.88,Active
3977,6572,18,3761112.95,2712377.97,7.1,25,2022-02-17,2104584.45,Active
3978,13793,77,5351831.79,2579253.2,8.669,10,2023-03-02,1335575.49,Active
3979,18078,78,4107858.95,2777193.22,10.376,10,2022-03-13,1855688.94,Active
3980,21747,99,2242507.42,1093230.18,6.693,25,2022-06-02,846821.18,Active
3981,6142,15,8362545.32,4357631.8,8.217,20,2024-03-11,1770062.08,Active
3982,9327,7,4083650.32,2448180.14,10.244,25,2022-12-20,1523321.82,Active
3983,8093,50,3251154.21,1895307.07,11.479,10,2023-11-19,1621735.51,Active
3984,23587,41,1701536.79,1277028.04,8.327,20,2024-06-27,704064.46,Active
3985,420,13,1000000.0,452546.27,9.738,10,2024-05-16,412616.88,Active
3986,8005,31,1512852.91,676464.01,9.614,10,2022-07-14,255400.64,Active
3987,12592,87,3643006.36,1468137.67,11.275,15,2024-01-15,889700.6,Active
3988,23197,74,3167050.8,1367222.84,9.538,15,2023-11-15,568313.77,Active
3989,19434,36,1478387.76,1136582.2,8.236,20,2024-06-11,797261.17,Active
3990,10730,6,2314392.85,1180787.65,6.957,25,2022-12-11,746389.15,Active
3991,5041,73,3309454.34,1603213.71,10.376,20,2023-08-27,1457522.66,Active
3992,9618,94,1365387.31,903375.43,10.366,25,2022-06-29,566227.49,Active
3993,6532,98,5761299.71,2498953.52,7.799,30,2024-12-26,2170625.18,Active
3994,23046,18,2584591.33,1609150.4,9.312,10,2024-04-04,1434992.75,Active
3995,9144,73,18384879.43,13105240.62,7.407,10,2022-09-20,10759611.53,Active
3996,11471,44,1993957.06,1452820.23,7.993,20,2024-06-19,632029.62,Active
3997,10890,7,3465628.19,1520636.48,7.277,15,2023-04-01,1029440.05,Active
3998,24316,62,1914449.97,934917.53,7.12,30,2024-05-17,481719.54,Active
3999,23837,5,4410427.9,2905685.26,11.316,25,2023-02-22,2097599.39,Defaulted
4000,22290,89,3480534.65,1916017.23,11.458,30,2022-05-08,1030313.29,Closed
4001,8323,86,3921641.28,1853155.41,7.968,30,2022-07-03,1531600.36,Active
4002,5355,3,2969257.67,1199655.4,10.132,20,2023-01-15,701753.8,Active
4003,2733,78,3777133.33,2093611.8,9.201,25,2022-02-09,1054266.35,Active
4004,3608,97,2468441.59,1091820.99,10.23,20,2024-11-21,396554.49,Active
4005,22081,59,4292628.49,2838399.29,7.679,30,2024-09-11,1324692.3,Active
4006,1202,68,3133910.2,1681620.03,8.216,30,2022-08-18,1223153.7,Active
4007,20288,14,2083049.96,1139079.68,10.823,10,2024-03-19,872966.5,Active
4008,21633,2,6587874.6,2929185.43,7.396,30,2023-02-15,1929290.51,Active
4009,19820,83,4444816.15,2688065.0,8.467,25,2023-03-28,1973809.6,Active
4010,19218,70,3460195.52,2001585.79,9.422,15,2024-06-13,1387761.24,Active
4011,18338,43,2746371.68,1544065.93,10.261,25,2023-06-12,1101568.29,Active
4012,6100,97,1000000.0,733680.16,6.689,20,2024-02-20,311510.68,Active
4013,9644,76,2337084.92,1481513.67,9.298,30,2022-08-10,938675.82,Defaulted
4014,2193,58,2799925.08,2101744.42,7.984,15,2024-02-20,1048052.15,Closed
4015,8394,10,1597244.22,732154.29,8.133,15,2022-07-09,249931.08,Active
4016,6465,17,2421709.79,1529229.09,8.618,10,2023-09-25,1109677.99,Active
4017,22970,40,1632046.33,1281776.5,9.87,20,2024-07-15,437483.31,Active
4018,20171,46,6170254.08,3934182.37,10.851,30,2024-07-05,2908025.7,Active
4019,744,43,3651794.62,2270784.92,9.191,25,2022-10-04,1044573.78,Active
4020,24794,92,2648598.55,2084804.94,10.62,30,2024-02-07,744313.94,Active
4021,16908,97,1381325.42,1021437.68,7.005,15,2022-08-30,786550.69,Active
4022,5431,41,4332438.7,2279012.58,10.992,20,2024-05-31,922257.53,Active
4023,5904,88,3709549.88,2410517.58,9.184,15,2024-07-23,1570449.39,Active
4024,3162,29,3482680.08,1583687.76,6.587,20,2024-03-19,699827.1,Active
4025,23675,74,5008555.69,3092172.74,7.849,30,2022-01-06,1990964.98,Active
4026,2052,37,2583511.42,1999750.47,8.918,25,2023-12-23,1572596.65,Active
4027,5874,5,8922261.71,6637568.42,11.464,15,2024-10-07,4913590.67,Active
4028,21560,4,4728295.45,2102467.91,9.322,15,2023-12-03,1678412.28,Defaulted
4029,12051,15,4700219.62,2198351.52,10.788,30,2022-10-03,1477799.09,Active
4030,8952,4,2492207.17,1413807.35,11.492,10,2024-02-01,800847.28,Active
4031,14338,1,4980778.12,3947243.45,7.202,20,2022-06-13,1999765.46,Active
4032,13533,43,2513381.09,1472311.69,9.118,10,2024-12-30,746184.88,Active
4033,24641,18,2495617.37,1374124.08,11.276,10,2022-02-11,669176.25,Active
4034,1451,95,5349386.77,3189396.74,8.704,20,2023-03-18,2286149.99,Active
4035,5199,74,5353091.05,3018195.75,9.17,25,2024-12-04,2515253.41,Active
4036,10335,57,3161415.65,1511424.09,11.46,10,2022-11-14,1156151.78,Closed
4037,21067,78,8369285.51,6612976.39,9.593,25,2023-11-22,3361227.25,Active
4038,22501,3,2811814.18,2239418.17,10.455,15,2022-07-06,1082160.45,Closed
4039,15219,2,1000000.0,651667.89,6.853,10,2024-08-10,417608.93,Active
4040,7366,27,2572758.62,1648102.51,9.024,10,2022-06-01,1034037.41,Active
4041,3424,33,2662258.72,1450171.9,10.773,10,2022-10-14,903021.26,Active
4042,24494,52,1791139.62,752582.47,10.227,30,2022-10-04,284543.45,Active
4043,23358,29,8519109.48,5548290.65,9.073,15,2023-05-19,4313572.05,Active
4044,22249,95,2102045.52,1501748.71,7.977,30,2023-01-12,958411.28,Active
4045,17453,60,3459329.95,1902961.33,7.247,10,2022-12-09,746287.56,Active
4046,5317,81,1918905.11,1498260.2,10.942,15,2024-02-17,653374.93,Active
4047,4445,80,10367756.87,7674954.66,7.956,30,2022-12-21,4345602.98,Active
4048,21062,57,1921953.31,1509570.29,9.113,20,2023-08-26,651407.6,Active
4049,11476,90,5173962.72,2153832.05,10.929,25,2022-02-24,896627.38,Active
4050,17026,26,2871705.22,2070745.38,9.036,30,2022-03-03,697168.74,Active
4051,2496,86,2655202.5,1265955.04,9.892,15,2022-01-10,851593.45,Active
4052,14222,10,1737420.7,1138074.46,7.258,10,2023-12-17,903452.38,Active
4053,2125,55,12219232.66,7331910.04,8.639,15,2022-06-06,3160098.15,Active
4054,1703,2,8796412.43,6568812.02,11.164,25,2022-03-05,5803359.33,Active
4055,5455,20,6054108.98,4602217.92,6.625,15,2023-02-11,2953664.73,Active
4056,16020,65,3235354.87,1992773.64,9.148,20,2023-10-24,1282232.18,Active
4057,21309,52,2333110.63,967353.3,9.693,10,2022-01-22,774955.51,Active
4058,3601,46,4450711.41,3167825.62,8.99,30,2023-07-05,1128448.95,Active
4059,20388,68,4006773.97,1899033.27,8.984,10,2024-08-24,814442.53,Active
4060,19340,90,4513492.13,2520633.55,9.969,30,2023-01-14,860125.28,Closed
4061,1940,87,2807249.58,1216493.06,8.152,30,2022-08-24,842204.16,Active
4062,2756,88,3471651.1,1414685.55,10.942,25,2023-07-05,1310143.06,Active
4063,10523,61,2543273.08,1753712.9,9.183,15,2023-08-17,571547.54,Active
4064,5988,73,1203896.79,621152.04,11.481,15,2024-12-07,335450.19,Active
4065,479,31,2446618.3,1207441.46,10.003,30,2022-04-06,655695.55,Active
4066,24572,64,5416449.61,2696998.34,10.178,30,2022-02-08,820908.48,Active
4067,20227,61,11608481.17,7223815.9,11.106,30,2024-06-16,2516498.34,Active
4068,16954,83,8354124.1,5791206.52,10.391,30,2024-09-27,5497656.8,Active
4069,19002,25,2142280.63,859793.63,10.449,10,2022-04-25,514423.79,Active
4070,9744,19,5219154.42,2841857.05,8.938,15,2024-09-15,1394383.83,Active
4071,1143,78,6303034.24,2742719.91,10.607,20,2022-01-27,1786649.84,Active
4072,8300,55,6315597.07,4620141.74,11.177,10,2022-10-28,3008051.45,Active
4073,24038,36,6937579.39,4660023.76,8.618,20,2024-03-11,3708696.54,Active
4074,2555,49,6126124.17,2919767.13,9.004,25,2023-05-26,942319.31,Active
4075,10658,91,3576814.83,2666467.4,10.671,20,2023-11-19,1336272.18,Active
4076,578,16,2033658.17,889860.05,9.476,10,2024-03-29,543736.75,Active
4077,16454,3,1755779.12,778099.18,7.772,15,2022-09-02,523009.33,Active
4078,11965,17,5271294.41,3761084.56,9.175,25,2022-04-18,2644868.21,Active
4079,14214,94,2223294.14,1402036.05,7.66,30,2024-08-11,776114.8,Active
4080,4456,12,2059596.03,1530526.33,9.69,30,2024-05-10,1389448.82,Active
4081,4297,98,1497356.21,1100155.43,9.473,15,2024-04-18,856883.48,Active
4082,16840,94,2399094.37,1258767.46,9.443,15,2022-03-03,1182117.84,Active
4083,22458,20,6744931.78,3837315.31,7.699,20,2022-10-31,1926409.25,Active
4084,20269,85,5274097.78,3522865.98,7.302,20,2024-06-05,3314212.42,Active
4085,330,76,2954493.5,1859979.52,10.088,15,2022-05-07,1674110.62,Active
4086,16826,53,3946163.93,3095838.26,10.164,15,2024-10-23,2066187.71,Active
4087,15096,8,2309546.22,1830486.65,11.085,30,2022-03-11,751525.06,Active
4088,117,1,3762279.64,1883078.4,7.633,30,2023-03-04,1415678.26,Active
4089,21526,83,2280046.41,1798675.47,7.074,30,2022-05-09,1175813.66,Active
4090,6798,70,2569489.16,1313243.66,6.507,30,2022-03-13,522985.08,Active
4091,23174,16,4391931.61,2662512.99,7.124,30,2022-08-09,2271280.54,Closed
4092,12314,98,1000000.0,446274.01,6.949,25,2023-03-09,344378.99,Active
4093,22580,60,2507717.43,1430236.59,8.871,25,2023-02-13,533299.86,Active
4094,14007,98,3499534.74,2793716.54,7.261,25,2022-01-28,1022216.18,Active
4095,5517,43,3998424.4,3187720.72,6.965,15,2022-08-26,1366646.22,Active
4096,19175,99,2204537.15,1639347.8,8.163,30,2023-03-13,815582.98,Active
4097,21732,31,2259983.32,1068726.03,7.342,15,2022-11-21,423848.22,Active
4098,14787,47,4232779.72,2926010.46,8.07,10,2024-09-20,1955209.68,Active
4099,18889,3,3379433.13,2337594.22,7.33,20,2022-12-09,1385096.65,Active
4100,1249,44,3036268.91,1237474.05,11.285,20,2022-06-11,978123.39,Active
4101,22503,27,2426074.57,1661435.62,9.601,10,2023-07-23,1126923.01,Active
4102,3908,17,6407909.12,3849317.12,9.032,25,2024-10-15,1227129.55,Active
4103,6228,27,3267743.51,1748517.15,10.87,30,2024-08-19,1004019.22,Active
4104,17430,76,4727031.6,3309202.03,10.021,10,2022-12-30,1795033.8,Active
4105,18134,76,3988569.48,1760784.19,7.463,20,2022-06-13,751777.93,Closed
4106,10350,10,9106138.06,6536136.16,6.515,30,2023-03-19,4174695.94,Closed
4107,5774,22,3003485.22,1952215.19,8.363,15,2022-10-09,1281789.25,Active
4108,11413,20,3069673.91,2228347.66,11.316,25,2023-09-21,1967868.21,Active
4109,3732,28,1749977.77,1097478.09,8.587,10,2023-01-26,539975.91,Active
4110,11499,10,5855108.37,4484750.75,11.403,10,2022-07-07,1362539.45,Active
4111,15977,1,1081069.83,783801.04,7.703,15,2024-07-31,555540.22,Active
4112,7421,45,4867066.52,3739771.5,11.32,15,2023-05-22,2737959.75,Active
4113,23148,44,2623721.34,1391606.79,9.473,20,2023-12-23,798906.71,Closed
4114,5830,19,4016293.36,3007992.52,7.48,10,2024-11-19,2270278.23,Active
4115,13450,22,1766239.9,1032328.79,6.859,20,2022-12-03,938730.99,Active
4116,23027,63,3278777.01,2307515.05,9.884,10,2023-04-12,1212876.65,Active
4117,1851,45,2230147.44,1032070.38,8.452,20,2022-10-19,774839.64,Active
4118,7834,100,4570602.01,2184687.99,8.352,20,2022-09-10,2016420.57,Active
4119,10692,40,3078533.43,1289904.16,8.427,10,2024-12-25,968461.91,Active
4120,4494,85,5596510.93,2851898.96,7.654,10,2024-07-29,2623152.2,Active
4121,15036,74,1971403.33,846856.18,9.296,20,2022-04-10,683215.36,Active
4122,2058,46,5088322.78,2329528.99,7.209,25,2024-03-16,1125648.78,Active
4123,23548,82,3694064.12,2829397.15,7.556,15,2022-08-16,892126.96,Active
4124,5410,26,3639147.77,1946623.94,7.157,10,2023-07-17,748404.78,Active
4125,11021,94,2917673.44,1946435.94,8.987,25,2023-11-30,1016211.06,Active
4126,17245,41,3226446.04,1771911.18,10.05,10,2023-01-28,1095559.14,Active
4127,16821,66,1363099.9,1023741.62,8.738,25,2022-03-27,521708.02,Active
4128,16906,38,3377737.68,1587663.57,10.081,20,2024-05-27,923474.63,Active
4129,2572,87,2871909.75,1840138.04,9.764,20,2023-06-06,1337321.1,Active
4130,10937,99,2243257.54,1185270.44,8.321,15,2022-08-31,855007.2,Active
4131,2169,61,6248787.93,3236133.33,10.625,15,2023-03-26,2005810.82,Active
4132,24268,42,2993546.96,1845464.76,10.09,15,2022-09-04,1102411.16,Active
4133,3530,49,12893856.67,5785077.91,7.448,10,2022-08-30,4377307.35,Active
4134,20260,53,4666060.4,2608378.13,10.625,25,2024-05-07,1795670.82,Active
4135,18128,34,3471671.82,2168110.26,6.772,10,2022-07-18,1428018.48,Active
4136,22098,21,5428396.7,2177072.92,8.915,10,2024-11-16,943074.54,Active
4137,7871,40,1372417.42,814677.21,9.957,15,2023-10-30,555116.3,Active
4138,7066,14,3504710.99,2447003.42,8.701,25,2024-02-10,1684721.85,Active
4139,12426,82,1723695.22,1038367.26,8.563,10,2024-09-01,731160.45,Active
4140,8275,47,8176772.46,4007032.67,10.111,15,2023-05-28,1350758.24,Active
4141,14093,42,4143786.65,3308285.17,10.745,30,2024-04-25,1626355.89,Active
4142,5037,56,5031219.86,3397934.03,7.024,25,2023-09-25,1525725.62,Active
4143,7533,8,3230979.15,1329327.81,7.882,20,2022-05-10,744815.44,Active
4144,208,91,3173459.12,2248597.63,7.289,20,2022-05-04,1920239.14,Active
4145,24517,4,1774631.53,938923.38,8.443,10,2023-07-22,756027.17,Active
4146,7499,48,1176740.61,757626.37,10.594,25,2022-06-18,590328.92,Active
4147,2003,41,3297359.61,1969654.54,7.192,20,2022-11-12,1751650.8,Active
4148,24932,12,5674068.8,3657500.35,8.45,15,2022-04-13,2475006.1,Active
4149,4114,24,2762462.75,1414367.74,9.29,10,2023-07-03,1107529.69,Active
4150,22066,92,3938617.26,2497853.36,10.823,15,2023-04-30,1766197.76,Active
4151,11936,7,1240374.71,920517.69,10.821,25,2023-12-25,416263.43,Active
4152,21818,53,4400098.52,2967180.87,9.775,15,2023-08-25,1475874.44,Active
4153,20142,3,2602977.5,1956495.02,8.995,15,2022-12-20,1317337.1,Active
4154,2996,13,2452013.18,1453302.41,8.883,30,2022-10-03,1346734.82,Closed
4155,17236,44,7032155.04,4657512.81,7.983,10,2023-08-07,3153065.67,Closed
4156,24141,26,2687962.37,1924620.1,10.956,15,2022-04-13,993821.51,Active
4157,14538,28,8688563.13,4818913.33,11.303,15,2023-04-07,2875854.42,Active
4158,1340,71,4733009.08,1939150.83,10.16,30,2024-06-22,1681295.71,Active
4159,327,8,2709225.79,1977326.03,11.288,25,2024-07-12,711695.58,Active
4160,13802,37,6117826.33,2692208.55,8.199,25,2023-12-27,1839793.36,Active
4161,2802,29,3615903.82,2445728.85,9.072,15,2024-04-05,1032706.76,Closed
4162,20837,84,3321822.68,2415284.9,7.843,30,2022-06-27,2084610.2,Active
4163,15191,93,6456456.55,4489813.38,8.179,10,2023-04-16,4146556.73,Active
4164,2365,54,4755983.24,3638377.6,10.472,15,2023-05-05,3300516.58,Active
4165,21672,19,2157363.65,1342601.84,6.862,15,2024-10-03,503490.92,Active
4166,5023,37,2237080.47,1222455.31,7.492,25,2024-08-11,470565.68,Active
4167,10817,12,6079756.54,3726535.65,10.688,15,2023-03-07,2888390.44,Active
4168,18322,29,5810585.5,4423191.77,11.383,20,2023-06-10,3983406.84,Active
4169,7890,11,1756622.97,1236511.58,10.437,10,2022-06-20,731197.63,Active
4170,13285,69,4125656.1,2341743.22,10.664,25,2024-11-01,2154180.08,Active
4171,11058,53,9104368.32,6902500.96,7.044,30,2024-12-03,5846551.99,Defaulted
4172,947,76,2887178.48,2072859.61,11.464,25,2023-01-29,1755700.43,Active
4173,3498,78,2371212.53,1619238.37,10.716,25,2022-10-07,715620.29,Active
4174,12474,37,3574975.33,2172247.13,10.885,10,2023-06-19,1338706.26,Active
4175,20518,99,1818531.89,1421588.14,10.54,10,2024-01-25,1174322.59,Active
4176,6463,39,2000006.02,1202832.37,8.39,30,2022-03-24,1057797.15,Defaulted
4177,3669,80,3570443.58,2044758.76,6.505,15,2022-01-15,1285912.75,Active
4178,18715,96,4108740.01,2239256.7,10.295,30,2023-03-04,1754871.4,Active
4179,5442,49,4332094.66,2468552.51,10.789,20,2023-08-13,2291004.0,Defaulted
4180,9325,9,2991144.62,1921686.61,10.716,30,2022-11-08,1368635.99,Active
4181,139,93,7730522.09,5654287.22,8.731,25,2023-04-23,3493878.38,Active
4182,21828,4,2379685.03,1653412.32,10.71,10,2022-06-24,998789.35,Active
4183,18565,85,4781826.23,2915505.44,9.615,10,2023-10-18,1906536.06,Active
4184,9007,23,1000000.0,765377.9,10.15,30,2023-03-15,508864.64,Active
4185,11885,84,3441353.79,1834910.33,11.43,25,2022-03-12,1255481.3,Active
4186,21068,11,2943443.45,1322676.76,11.031,15,2024-08-25,496191.94,Active
4187,13635,84,2671397.78,1389802.37,10.216,25,2023-04-17,1206577.23,Active
4188,8846,52,1038620.52,752555.3,9.802,25,2022-11-11,272610.17,Active
4189,9300,100,3431056.73,1806855.6,6.73,20,2023-01-22,1439305.7,Active
4190,13719,76,2747374.09,1361718.32,7.964,20,2024-05-14,431266.74,Active
4191,14861,29,2192903.35,949573.89,8.86,15,2024-01-06,358651.31,Active
4192,16226,50,2039964.89,1372858.94,6.515,10,2022-04-03,1225047.16,Active
4193,2952,19,4295726.83,2362412.1,6.984,20,2023-01-13,850253.33,Active
4194,16171,95,1917067.92,1056363.73,8.961,30,2023-08-06,886145.75,Active
4195,11806,52,2652776.47,1298375.16,7.957,30,2023-03-13,1149427.63,Active
4196,7818,94,4562342.93,3451946.91,10.581,20,2022-10-03,2309587.38,Active
4197,24837,64,2059108.55,1594053.96,10.876,10,2024-04-14,1222895.78,Active
4198,2346,16,1047599.24,590068.99,9.56,25,2024-01-14,464583.0,Active
4199,20894,11,1000000.0,622590.34,10.208,15,2024-02-16,408936.23,Active
4200,15395,13,7552973.92,5872844.81,11.247,30,2022-07-12,5372271.14,Active
4201,24274,29,3103298.83,1826012.41,8.454,15,2023-05-07,694893.16,Active
4202,19895,37,11629055.93,5487120.29,11.33,10,2022-06-29,3466147.33,Active
4203,19921,69,3323611.12,1781240.71,10.998,15,2022-08-07,1256083.05,Active
4204,22650,65,9809237.46,6209112.85,8.656,30,2024-06-13,4425174.17,Active
4205,24689,33,1710981.92,1167803.72,10.553,25,2022-11-12,697270.19,Active
4206,20072,42,1622850.54,1053795.39,9.643,20,2023-01-25,740429.27,Active
4207,13999,72,3624462.91,2159964.12,7.918,10,2023-12-09,1629821.05,Active
4208,12301,39,6407008.82,4977719.78,8.966,10,2024-08-25,2075965.97,Active
4209,20827,41,6984107.97,4254218.5,7.949,10,2022-01-12,3184916.76,Active
4210,23200,93,5179321.08,2529249.71,8.67,20,2023-08-05,899930.78,Active
4211,16158,73,8376718.1,5842154.84,9.883,25,2023-10-31,4718516.64,Active
4212,14899,42,2936911.71,1720937.71,11.324,15,2024-01-18,1336581.24,Active
4213,5307,54,7399257.32,4047250.98,11.326,25,2023-04-15,3504327.86,Active
4214,16152,51,1925448.22,1050041.36,9.715,10,2023-01-14,438600.88,Active
4215,19608,13,3872043.71,1852013.85,8.918,20,2024-03-17,1351595.78,Active
4216,4747,49,3256205.89,1736583.59,8.818,25,2023-07-23,1613146.16,Active
4217,1417,71,2551417.05,1645419.41,10.052,15,2022-03-07,1501682.17,Active
4218,4147,72,3466995.1,2025495.22,6.711,20,2023-11-01,896177.1,Active
4219,5356,67,9215434.93,5785681.32,8.807,10,2024-02-06,2725536.24,Active
4220,24943,2,4780005.59,3250384.05,11.417,30,2022-12-30,2841351.64,Active
4221,21661,94,1987188.04,1274681.39,8.701,15,2022-10-07,647868.95,Active
4222,2130,44,2601259.64,1252523.44,11.042,25,2022-03-01,491494.02,Active
4223,11882,98,1640581.81,710684.02,7.066,10,2022-12-14,275773.35,Active
4224,5011,23,2443169.32,1842619.31,7.096,20,2022-01-08,1037881.07,Active
4225,8556,24,1332889.64,925495.7,6.9,15,2023-05-30,359779.2,Active
4226,11649,92,1000000.0,413338.75,7.249,15,2024-02-11,205348.53,Active
4227,13409,13,1000000.0,490715.95,8.319,15,2023-02-13,379528.61,Active
4228,20578,62,1284591.97,600152.12,8.423,20,2022-07-10,287100.37,Active
4229,12286,63,2931459.59,2336255.93,9.767,10,2022-03-15,1781972.16,Active
4230,7959,78,1471693.02,770706.26,9.198,25,2022-02-13,572171.04,Active
4231,72,60,1583624.04,809930.56,6.876,10,2023-12-08,336421.69,Active
4232,16414,27,5260518.75,2656022.33,6.865,20,2023-10-06,2222975.57,Active
4233,23598,6,4746691.65,3132823.29,10.863,30,2023-08-24,1707920.31,Active
4234,2486,39,2697065.67,2047891.03,7.921,20,2022-04-24,705215.59,Active
4235,21025,21,5354792.67,2280537.88,9.058,15,2024-10-17,1844385.37,Active
4236,8022,52,4967353.92,3375396.89,8.994,10,2022-12-09,1986803.98,Active
4237,10995,22,2259054.83,1198756.31,9.451,25,2024-08-24,855954.68,Active
4238,16559,33,2191314.6,1633627.53,7.595,30,2022-09-11,1328918.63,Active
4239,7010,96,1780770.28,1284497.59,10.358,10,2023-05-26,391455.17,Active
4240,13848,9,3726406.64,2194563.41,10.528,10,2023-03-16,1790812.97,Active
4241,17510,45,1573693.31,1036643.11,7.062,30,2024-03-12,633789.61,Active
4242,4284,8,1984211.62,1078869.57,7.056,20,2022-09-02,517895.11,Defaulted
4243,8629,95,3369482.4,2385184.82,10.707,10,2023-07-30,2222790.7,Active
4244,1955,77,1000000.0,560546.16,11.147,15,2024-01-09,394586.3,Active
4245,17254,15,1695526.72,894706.03,8.687,25,2024-07-24,754612.01,Active
4246,205,65,3675409.42,1729763.78,8.464,30,2023-01-13,614564.79,Active
4247,20411,55,4434893.44,2774842.52,8.513,10,2024-11-04,852904.42,Active
4248,17076,51,2869300.97,1686236.53,9.622,10,2024-04-13,713818.43,Active
4249,22245,93,2344314.78,1166901.98,10.34,15,2022-08-09,521784.61,Active
4250,1193,81,2563564.94,1097411.71,9.304,25,2022-03-14,780755.92,Active
4251,7649,56,1450056.37,953547.45,7.503,20,2024-07-12,665433.01,Active
4252,16316,23,5476221.66,3809785.41,6.629,25,2023-04-25,3382651.58,Active
4253,15226,24,2510162.23,1139238.47,10.458,10,2024-04-18,851511.24,Defaulted
4254,11045,34,1672601.35,1114207.58,9.442,10,2024-08-10,356353.45,Active
4255,12252,50,5207683.22,2861477.24,6.581,30,2024-07-02,1266441.15,Active
4256,23089,98,2241914.53,1441861.15,8.272,10,2022-09-12,1088023.34,Active
4257,9015,73,4507830.77,2733848.56,7.477,30,2024-01-10,2260561.7,Active
4258,6130,11,1704831.21,1113744.78,10.658,15,2024-08-10,561960.51,Active
4259,7306,53,6722335.15,3191925.31,10.752,20,2023-08-07,2559459.05,Active
4260,8788,28,5082476.72,3054569.01,10.046,20,2022-12-30,1128442.07,Active
4261,13471,24,3845045.26,2674393.45,8.433,10,2024-08-25,1618414.55,Active
4262,3131,96,5001849.14,3995075.99,10.263,20,2023-06-18,1280212.27,Active
4263,21290,52,12608584.41,9522024.97,8.0,10,2023-10-17,5400723.42,Active
4264,888,69,1801120.8,1166036.8,11.083,10,2022-07-30,957803.07,Active
4265,18886,8,3107796.44,1734883.78,6.734,15,2022-05-12,715449.87,Active
4266,20441,70,1587657.06,921883.25,9.055,25,2022-08-08,544157.42,Active
4267,8449,61,4204116.19,2638804.75,7.657,15,2023-03-21,2489550.73,Active
4268,8829,67,7285625.32,4495764.89,8.765,25,2022-05-15,1847175.29,Active
4269,12150,81,4966357.36,3873129.75,10.642,15,2024-06-26,3001447.25,Closed
4270,4090,100,3590369.73,2191466.2,9.953,20,2024-03-07,996372.69,Active
4271,23934,99,8445756.25,5023308.96,8.19,10,2023-03-13,2640798.23,Active
4272,6772,8,3983141.94,3146394.92,9.691,15,2023-01-08,2621154.53,Active
4273,7736,85,3038546.28,1885417.93,8.084,20,2022-06-25,1364586.65,Defaulted
4274,479,8,4813937.89,2918810.76,7.378,25,2023-05-18,2131394.85,Active
