investment_id,customer_id,investment_type,asset_name,investment_date,quantity,purchase_price,current_value,risk_level
18000,21211,Equity,Technology Fund,2022-03-12,542.492151,142.04,72370.72,High
18001,8906,Equity,Technology Fund,2024-11-24,419.867709,764.93,297098.73,High
18002,601,Bond,Large Cap Fund,2024-11-01,536.404916,4818.65,2915349.61,Low
18003,16171,Bond,Technology Fund,2023-10-09,332.018646,910.12,336508.97,Low
18004,1232,Mutual Fund,Government Bond,2025-08-26,296.001911,3674.66,980862.23,Low
18005,19171,Mutual Fund,Healthcare Fund,2024-02-22,627.814905,1482.14,824392.09,Low
18006,19842,Mutual Fund,Technology Fund,2025-01-08,431.632178,883.36,426870.45,High
18007,11582,Fixed Deposit,Corporate Bond Fund,2022-05-19,195.314066,1002.97,242006.6,Low
18008,17621,Mutual Fund,Corporate Bond Fund,2023-01-12,189.175584,2190.25,339420.83,Low
18009,22475,Equity,Large Cap Fund,2025-10-28,587.794117,4674.92,2182554.47,High
18010,10165,ETF,Healthcare Fund,2023-10-27,604.065076,1979.28,934045.79,Medium
18011,3519,Bond,Large Cap Fund,2023-04-29,333.188054,1469.98,640983.61,Low
18012,12272,Bond,Corporate Bond Fund,2025-07-22,311.886294,2734.69,844218.51,Low
18013,7205,Bond,Government Bond,2024-07-18,13.67284,3267.29,34336.39,Low
18014,23312,Equity,Energy Fund,2024-08-30,111.306819,2796.74,387059.69,High
18015,5171,Equity,Government Bond,2023-12-19,632.340783,221.85,159086.39,High
18016,22602,Equity,NIFTY 50 ETF,2022-04-23,345.962087,597.25,221725.23,High
18017,3901,Equity,Mid Cap Fund,2022-08-07,553.748216,3471.25,2538857.57,High
18018,12621,Fixed Deposit,Corporate Bond Fund,2023-09-07,143.301457,740.85,111049.15,Low
18019,2873,ETF,SENSEX ETF,2025-11-24,684.371823,742.36,674082.99,Medium
18020,8675,Mutual Fund,Government Bond,2022-09-06,671.440304,3604.26,3018142.53,Medium
18021,2245,Mutual Fund,NIFTY 50 ETF,2024-04-26,184.112873,2319.7,343368.7,High
18022,4186,Equity,NIFTY 50 ETF,2024-08-21,804.503456,3619.52,3736277.71,High
18023,2565,Mutual Fund,Technology Fund,2023-04-17,187.580399,4897.26,727682.33,Low
18024,19371,Bond,Corporate Bond Fund,2022-05-10,847.379792,3953.44,3255986.26,Low
18025,23645,Mutual Fund,Energy Fund,2024-04-06,446.228181,1859.31,690911.13,High
18026,10149,Mutual Fund,Banking ETF,2023-10-17,173.326306,2684.79,536542.72,Medium
18027,6430,Equity,Government Bond,2024-09-17,138.570322,3750.34,535172.18,High
18028,19333,Equity,Healthcare Fund,2025-06-16,672.537422,1045.2,855202.11,High
18029,20197,Fixed Deposit,Healthcare Fund,2024-01-08,471.990198,2090.68,1210992.39,Low
18030,1428,Equity,Mid Cap Fund,2025-09-24,156.400023,1982.87,292292.62,High
18031,13778,Equity,Energy Fund,2022-09-24,350.13711,275.21,116206.02,High
18032,18548,Fixed Deposit,Government Bond,2024-02-14,951.450151,559.26,577217.67,Low
18033,21484,Mutual Fund,Energy Fund,2024-09-02,260.403573,1388.12,316991.33,Medium
18034,13283,Equity,Mid Cap Fund,2025-08-01,88.354546,2180.08,171248.55,High
18035,8901,ETF,SENSEX ETF,2025-07-09,619.438721,1217.06,910096.1,Low
18036,2266,Mutual Fund,Large Cap Fund,2023-12-09,632.292835,4980.94,3135145.9,Low
18037,23694,Bond,NIFTY 50 ETF,2023-08-13,253.088858,208.61,64196.55,Low
18038,2574,Mutual Fund,Mid Cap Fund,2023-10-26,574.856795,809.6,584897.17,Medium
18039,21877,ETF,Energy Fund,2023-11-13,336.638267,438.69,175929.89,High
18040,19297,Fixed Deposit,Large Cap Fund,2025-11-03,885.365028,1144.26,1156468.6,Low
18041,23376,Equity,Healthcare Fund,2025-10-31,158.826001,2791.05,447381.84,High
18042,18548,ETF,NIFTY 50 ETF,2022-05-22,16.993122,1103.59,23132.33,Medium
18043,22655,Bond,Large Cap Fund,2025-10-26,349.945227,3501.61,1623121.51,Low
18044,9207,Bond,Corporate Bond Fund,2022-10-29,876.520959,1985.29,1378857.29,Low
18045,23494,ETF,Healthcare Fund,2025-08-03,809.880649,2680.48,2049811.29,Medium
18046,18805,Fixed Deposit,SENSEX ETF,2022-01-12,921.666412,1589.27,1945291.32,Low
18047,2047,ETF,NIFTY 50 ETF,2022-06-03,371.175867,435.57,193008.83,Medium
18048,10295,Fixed Deposit,NIFTY 50 ETF,2024-03-01,300.707735,1456.82,449592.21,Low
18049,10250,Equity,Government Bond,2023-11-29,757.187375,1500.51,1106447.62,High
18050,1154,Bond,Energy Fund,2022-05-10,356.193807,1152.12,510965.41,Low
18051,9279,Bond,SENSEX ETF,2025-08-14,742.188333,1269.31,1258323.54,Low
18052,13118,ETF,Energy Fund,2024-01-12,175.157372,2236.97,324677.45,Low
18053,20196,Mutual Fund,Corporate Bond Fund,2024-05-24,355.718046,544.66,170668.89,Low
18054,11205,Mutual Fund,Large Cap Fund,2023-02-16,312.197622,2497.46,621843.43,Low
18055,10560,Mutual Fund,Technology Fund,2023-04-25,569.508546,1556.95,748366.59,High
18056,19739,Fixed Deposit,Technology Fund,2025-08-30,154.427072,4445.91,761475.65,Low
18057,21714,ETF,Energy Fund,2024-02-24,330.822478,3012.83,900979.09,Low
18058,486,Mutual Fund,SENSEX ETF,2022-12-02,690.11864,2310.3,1779814.52,Medium
18059,5457,ETF,Mid Cap Fund,2025-10-11,937.370449,782.92,806772.08,Medium
18060,23642,Equity,Energy Fund,2023-11-03,802.708241,2422.18,2209360.34,High
18061,18278,Bond,Technology Fund,2023-09-15,894.003153,702.31,590161.81,Low
18062,15191,Mutual Fund,Large Cap Fund,2022-03-02,428.294799,2440.69,873115.52,Low
18063,12562,Bond,NIFTY 50 ETF,2025-10-27,651.168153,2570.84,1516873.68,Low
18064,6215,ETF,Large Cap Fund,2025-02-09,131.396679,649.88,74894.7,Medium
18065,12611,Fixed Deposit,Corporate Bond Fund,2022-06-19,300.041324,2276.15,763732.13,Low
18066,4768,Fixed Deposit,Energy Fund,2022-10-10,627.776235,3953.32,1895810.55,Low
18067,24838,Bond,Government Bond,2024-09-03,454.113037,800.37,433374.4,Low
18068,13860,Fixed Deposit,Large Cap Fund,2024-11-20,732.134282,4957.02,2991257.38,Low
18069,9130,ETF,Mid Cap Fund,2022-08-31,844.436905,1926.77,1235455.77,Low
18070,9347,Mutual Fund,Corporate Bond Fund,2022-05-10,48.377374,488.14,25640.37,Low
18071,9274,Equity,Large Cap Fund,2024-01-05,943.043546,3961.07,2921359.87,High
18072,9223,Bond,Energy Fund,2024-05-20,799.999766,317.78,276641.38,Low
18073,12767,Fixed Deposit,Energy Fund,2022-11-14,931.432083,2035.08,1733892.68,Low
18074,8919,Fixed Deposit,Healthcare Fund,2022-12-26,785.913628,3596.35,2624582.05,Low
18075,22876,Bond,Government Bond,2022-05-27,924.448482,1224.79,1153755.13,Low
18076,13518,Fixed Deposit,Large Cap Fund,2023-09-21,891.037258,241.23,200361.19,Low
18077,2966,Fixed Deposit,Government Bond,2022-06-14,688.39389,2174.32,1595358.02,Low
18078,4945,Equity,NIFTY 50 ETF,2024-02-24,608.15236,3858.02,2114005.28,High
18079,1287,Fixed Deposit,NIFTY 50 ETF,2024-10-18,649.852807,1147.91,745482.86,Low
18080,20810,Bond,Mid Cap Fund,2025-07-15,122.632202,3053.28,419716.44,Low
18081,20186,Mutual Fund,Technology Fund,2023-10-16,849.838129,1253.53,1122871.7,High
18082,8844,Equity,Banking ETF,2024-11-28,850.30129,3876.38,4200080.82,High
18083,5266,Mutual Fund,Banking ETF,2022-11-04,990.056124,569.27,730574.77,High
18084,12647,Fixed Deposit,Energy Fund,2023-05-25,644.442763,4686.46,3236474.91,Low
18085,16670,Mutual Fund,Banking ETF,2024-06-08,473.303895,3863.94,2160390.65,Low
18086,5846,Equity,Energy Fund,2022-11-27,546.69797,1942.55,1321780.76,High
18087,19992,ETF,Corporate Bond Fund,2022-12-20,474.413837,3303.07,1887955.01,Low
18088,8445,Bond,Energy Fund,2025-05-27,951.667009,1583.72,1864984.99,Low
18089,16808,Fixed Deposit,Energy Fund,2024-09-17,292.404239,2998.5,1161422.87,Low
18090,1162,Bond,Mid Cap Fund,2023-06-24,663.929428,4398.43,2829555.49,Low
18091,7180,Mutual Fund,Healthcare Fund,2024-10-04,819.513364,4854.77,3690736.63,Medium
18092,1191,Bond,NIFTY 50 ETF,2022-07-27,477.250193,1454.47,578595.99,Low
18093,14132,Bond,Large Cap Fund,2022-10-21,22.960607,4680.13,128097.48,Low
18094,15643,Bond,Large Cap Fund,2025-07-13,456.222735,3407.01,1559278.95,Low
18095,19256,Fixed Deposit,Large Cap Fund,2023-03-24,867.267868,4569.63,3921282.61,Low
18096,2552,Equity,NIFTY 50 ETF,2024-03-07,802.270107,2111.26,2069226.79,High
18097,22181,Fixed Deposit,Technology Fund,2025-01-19,595.083273,1713.47,835228.45,Low
18098,1306,Fixed Deposit,Mid Cap Fund,2022-09-23,262.556288,1757.67,434373.16,Low
18099,18716,Fixed Deposit,Energy Fund,2024-11-17,626.201678,2562.49,1933643.62,Low
18100,19134,Fixed Deposit,SENSEX ETF,2025-04-12,623.573107,4956.4,3597114.34,Low
18101,13729,Bond,Technology Fund,2023-09-07,792.840811,4207.4,2684969.91,Low
18102,20591,Equity,Large Cap Fund,2022-03-14,222.675611,215.08,36515.4,High
18103,16655,ETF,Government Bond,2022-07-21,688.412743,532.37,392311.82,Medium
18104,16579,ETF,Large Cap Fund,2025-10-25,571.518808,3638.7,1589661.25,High
18105,13937,Fixed Deposit,Healthcare Fund,2023-06-04,854.326046,3900.36,2812034.21,Low
18106,19589,Bond,Healthcare Fund,2023-07-07,413.905794,3443.4,1809720.07,Low
18107,22535,Bond,Banking ETF,2023-02-06,804.092789,2082.37,1314154.92,Low
18108,4604,Mutual Fund,NIFTY 50 ETF,2022-10-06,989.940466,1077.16,984705.19,Low
18109,23888,Mutual Fund,Mid Cap Fund,2022-10-28,604.536123,3487.32,2822397.54,Medium
18110,4349,ETF,Banking ETF,2023-08-21,773.218149,3788.43,2273687.93,Medium
18111,15532,Equity,Healthcare Fund,2024-06-06,869.340339,1080.29,1212069.58,High
18112,14496,Bond,Healthcare Fund,2024-01-24,711.197952,1713.54,1637522.59,Low
18113,1199,Mutual Fund,Technology Fund,2024-02-12,378.418563,4456.21,1694518.52,High
18114,5361,Mutual Fund,Technology Fund,2022-09-04,389.135619,1109.01,542441.22,Low
18115,22875,Bond,Corporate Bond Fund,2024-09-14,577.348888,4906.21,2825462.99,Low
18116,10731,ETF,Corporate Bond Fund,2025-07-26,703.216836,1975.34,1859437.22,Low
18117,18210,ETF,NIFTY 50 ETF,2024-04-08,756.144831,3196.79,2608806.58,Medium
18118,22493,Equity,SENSEX ETF,2023-01-13,566.975029,2773.6,1577893.86,High
18119,1416,Equity,Technology Fund,2023-11-27,296.529091,2458.48,971971.94,High
18120,3851,Equity,Government Bond,2022-04-26,835.606214,2677.36,1924859.49,High
18121,23482,Bond,Banking ETF,2024-04-22,791.333945,4375.11,2931674.12,Low
18122,22248,Mutual Fund,SENSEX ETF,2022-03-14,936.714768,1308.49,1556473.04,High
18123,20821,Fixed Deposit,Healthcare Fund,2025-05-15,817.618461,4040.46,4160496.19,Low
18124,16806,Bond,NIFTY 50 ETF,2023-04-12,73.050831,1411.91,130758.04,Low
18125,1824,Bond,Banking ETF,2025-01-13,523.901168,3725.67,1667386.28,Low
18126,13241,Mutual Fund,Corporate Bond Fund,2023-02-26,319.36266,4001.26,1372620.68,Low
18127,21863,Fixed Deposit,Government Bond,2023-02-15,424.541655,1756.02,965160.24,Low
18128,3172,ETF,Mid Cap Fund,2024-01-11,605.389658,3587.84,1688226.4,High
18129,5829,Equity,NIFTY 50 ETF,2023-10-29,354.013253,2977.39,989168.09,High
18130,9099,Bond,SENSEX ETF,2024-11-05,295.39056,3464.88,955315.84,Low
18131,10494,Bond,Energy Fund,2022-08-26,31.626437,3650.33,124218.7,Low
18132,3500,Fixed Deposit,Corporate Bond Fund,2022-04-16,809.288025,744.93,554515.88,Low
18133,12465,ETF,Large Cap Fund,2022-04-23,905.330227,1920.29,1400764.09,High
18134,53,Equity,NIFTY 50 ETF,2023-08-18,113.613841,1571.66,175997.37,High
18135,6084,Bond,Large Cap Fund,2022-09-01,183.13502,4203.47,727859.52,Low
18136,21321,Equity,Large Cap Fund,2024-08-04,23.546458,2253.02,69256.59,High
18137,21378,Fixed Deposit,Technology Fund,2022-12-30,44.934266,1922.83,67852.34,Low
18138,5245,Fixed Deposit,Large Cap Fund,2025-09-09,818.351513,4041.63,2529996.95,Low
18139,16329,Equity,NIFTY 50 ETF,2025-02-03,351.360092,4395.79,2078056.55,High
18140,20502,Mutual Fund,Government Bond,2023-09-10,275.212634,3699.82,940534.12,Low
18141,15727,Fixed Deposit,NIFTY 50 ETF,2024-12-28,109.955137,977.42,128420.96,Low
18142,6571,ETF,Large Cap Fund,2025-05-11,891.527548,863.48,937247.67,High
18143,22489,ETF,Large Cap Fund,2024-12-01,670.060133,1965.05,1756810.09,High
18144,4575,ETF,Healthcare Fund,2025-11-22,748.683036,1549.95,1102546.83,Medium
18145,15508,Bond,Mid Cap Fund,2022-04-16,317.117391,1715.77,555838.52,Low
18146,16382,ETF,Technology Fund,2023-10-16,975.866384,4860.82,6042331.96,Medium
18147,2033,Fixed Deposit,SENSEX ETF,2022-08-10,779.753093,4263.83,4088402.91,Low
18148,5071,Mutual Fund,Banking ETF,2025-11-24,769.020749,3270.64,3277390.43,High
18149,14035,Equity,Government Bond,2023-03-19,351.247886,329.73,153708.33,High
18150,11951,ETF,Mid Cap Fund,2023-07-17,518.353614,2550.07,1124129.99,High
18151,5876,Fixed Deposit,Corporate Bond Fund,2022-05-21,497.599504,1693.36,1122692.08,Low
18152,21064,Mutual Fund,Healthcare Fund,2025-04-05,324.333091,1626.95,432415.58,Low
18153,18516,ETF,Healthcare Fund,2024-10-01,282.260837,1605.65,374255.3,Low
18154,7093,ETF,Energy Fund,2025-11-18,141.020638,2849.8,530638.6,Low
18155,22078,Fixed Deposit,Healthcare Fund,2024-03-16,932.221449,2513.33,2628871.61,Low
18156,24998,Bond,NIFTY 50 ETF,2023-11-16,186.467742,1495.0,227015.34,Low
18157,7044,ETF,Energy Fund,2022-09-21,396.450801,278.03,140705.78,Low
18158,21681,Bond,Mid Cap Fund,2022-10-16,812.418741,3949.66,4216964.46,Low
18159,24360,Bond,Technology Fund,2023-05-07,888.415818,2745.93,2873441.34,Low
18160,16774,Fixed Deposit,NIFTY 50 ETF,2024-03-10,41.018708,3907.2,127008.94,Low
18161,13364,Fixed Deposit,Corporate Bond Fund,2023-04-25,564.91334,668.72,286555.27,Low
18162,17265,Fixed Deposit,Corporate Bond Fund,2023-07-13,670.513166,988.42,703669.44,Low
18163,24163,Fixed Deposit,Healthcare Fund,2022-12-17,863.853238,888.61,775153.49,Low
18164,17012,ETF,SENSEX ETF,2024-10-21,756.508813,1940.79,1956881.15,Low
18165,5548,Equity,Corporate Bond Fund,2025-06-19,665.403361,3125.99,2433893.94,High
18166,13874,Equity,Mid Cap Fund,2023-01-30,58.629313,1072.16,80365.33,High
18167,5013,Equity,Energy Fund,2023-11-15,721.377176,4423.2,4251971.33,High
18168,22000,Equity,Healthcare Fund,2022-08-30,501.696566,1492.32,885030.25,High
18169,4383,Mutual Fund,Healthcare Fund,2023-03-08,625.450532,4516.37,3732113.82,High
18170,10891,Bond,Energy Fund,2022-01-17,130.696269,2813.21,363002.79,Low
18171,8174,Equity,Technology Fund,2023-02-05,350.827466,2728.84,724604.68,High
18172,472,Equity,Healthcare Fund,2025-06-18,147.138745,848.6,122837.59,High
18173,18147,Bond,Technology Fund,2023-07-05,387.930084,4594.48,2399447.81,Low
18174,13155,Equity,Technology Fund,2024-12-02,435.308429,1943.65,751283.46,High
18175,16113,Bond,NIFTY 50 ETF,2025-04-09,816.626943,2299.81,2238418.57,Low
18176,17104,Equity,SENSEX ETF,2024-09-07,174.725599,2675.71,413575.78,High
18177,9126,ETF,Energy Fund,2025-09-23,6.308302,3518.02,24466.69,Low
18178,24788,ETF,Government Bond,2025-04-25,374.403413,1258.33,362401.04,High
18179,13113,Mutual Fund,Healthcare Fund,2025-11-24,793.318116,717.82,520855.77,Medium
18180,4549,Equity,Government Bond,2023-12-12,490.738014,1987.2,1069947.77,High
18181,19541,Mutual Fund,Corporate Bond Fund,2022-06-21,300.227793,2533.8,905461.31,High
18182,21043,ETF,Technology Fund,2025-08-23,648.486169,2572.72,2008252.7,Medium
18183,8775,Mutual Fund,NIFTY 50 ETF,2024-11-19,495.014327,762.74,410419.05,Medium
18184,13377,ETF,Healthcare Fund,2024-04-19,143.448418,1915.44,221382.74,High
18185,21613,Bond,Healthcare Fund,2022-06-18,711.101451,4945.54,3917942.18,Low
18186,12877,Mutual Fund,Mid Cap Fund,2022-08-12,213.828682,1068.83,238479.92,Medium
18187,8155,Bond,Energy Fund,2024-07-14,118.467025,2143.33,329238.94,Low
18188,12402,ETF,Healthcare Fund,2024-09-08,804.672979,1305.99,809457.35,Medium
18189,20389,Bond,Energy Fund,2024-01-01,301.120034,3895.09,1223698.92,Low
18190,2074,Fixed Deposit,Energy Fund,2022-04-13,640.28315,4194.21,2066776.4,Low
18191,18755,Fixed Deposit,Large Cap Fund,2024-07-27,181.1491,1807.86,344013.38,Low
18192,14235,Fixed Deposit,Banking ETF,2025-09-10,135.042364,4961.37,732213.95,Low
18193,3832,Bond,Corporate Bond Fund,2023-11-20,623.180696,2082.02,1706259.53,Low
18194,10550,Fixed Deposit,NIFTY 50 ETF,2023-04-28,788.643553,1860.59,1527626.49,Low
18195,11518,Bond,Corporate Bond Fund,2025-08-08,285.551703,1248.58,340153.39,Low
18196,8395,ETF,NIFTY 50 ETF,2025-10-04,203.034519,306.26,67385.61,High
18197,16390,Mutual Fund,Government Bond,2025-04-06,959.662631,1677.8,1509552.13,Medium
18198,6687,Bond,Healthcare Fund,2025-11-07,809.741016,611.14,442075.21,Low
18199,21234,Equity,Technology Fund,2024-02-26,928.570161,1807.86,1882323.74,High
18200,20346,ETF,SENSEX ETF,2022-11-05,289.522259,4040.91,956268.01,High
18201,17328,Equity,Banking ETF,2025-05-27,311.934826,3913.68,1270456.97,High
18202,11232,Equity,Government Bond,2022-06-13,483.889631,993.5,364091.98,High
18203,9028,Fixed Deposit,Corporate Bond Fund,2023-03-02,336.584339,3684.1,1152784.54,Low
18204,18722,ETF,Corporate Bond Fund,2024-12-10,206.349169,3977.4,751227.94,Medium
18205,20746,Mutual Fund,Large Cap Fund,2024-12-17,363.300421,423.22,133931.28,High
18206,1727,Fixed Deposit,Corporate Bond Fund,2023-07-25,715.045497,1478.49,1415396.6,Low
18207,247,Fixed Deposit,NIFTY 50 ETF,2024-08-10,502.92569,2731.77,1507399.49,Low
18208,24605,Equity,Government Bond,2025-11-06,654.505081,1387.37,985886.2,High
18209,13546,Fixed Deposit,Banking ETF,2022-01-06,662.329893,4759.44,3562514.23,Low
18210,18703,ETF,NIFTY 50 ETF,2023-03-17,522.965674,2521.85,1337577.33,High
18211,23154,Equity,Energy Fund,2024-03-30,927.560263,2788.13,3472228.55,High
18212,10981,Bond,Large Cap Fund,2022-01-09,739.684865,3340.63,3136251.37,Low
18213,23745,ETF,Healthcare Fund,2025-11-05,18.247157,3031.23,72993.05,Low
18214,18909,Fixed Deposit,Energy Fund,2025-06-22,587.488035,2575.52,1919991.33,Low
18215,17475,Bond,Mid Cap Fund,2022-09-11,936.086094,2693.81,2101587.7,Low
18216,16642,Equity,Healthcare Fund,2024-02-02,585.70081,3142.21,2113651.7,High
18217,7489,Fixed Deposit,Mid Cap Fund,2025-11-18,783.296802,2442.7,2044771.03,Low
18218,8156,Bond,Healthcare Fund,2022-11-17,654.983783,800.87,561645.19,Low
18219,5653,Equity,Large Cap Fund,2023-04-10,785.118383,4918.13,5124047.6,High
18220,15343,Equity,Banking ETF,2024-12-27,919.415945,514.63,637262.86,High
18221,17284,Mutual Fund,NIFTY 50 ETF,2023-06-23,633.421812,3272.98,2205624.32,High
18222,2274,Equity,Technology Fund,2023-01-25,979.393284,3602.15,3697830.59,High
18223,17558,Bond,Mid Cap Fund,2023-11-17,569.656287,2752.02,1991981.69,Low
18224,13683,Bond,Government Bond,2022-04-03,95.0304,2739.11,198975.7,Low
18225,14818,ETF,Mid Cap Fund,2024-06-17,391.121391,4518.58,1944080.38,Low
18226,7782,Fixed Deposit,Corporate Bond Fund,2024-01-02,138.552241,728.96,132861.21,Low
18227,6856,Bond,Healthcare Fund,2023-05-25,659.887595,241.29,173478.33,Low
18228,12354,ETF,NIFTY 50 ETF,2022-07-18,793.045201,4846.82,4024527.41,Low
18229,19334,Fixed Deposit,Large Cap Fund,2023-12-15,443.495029,769.55,319469.42,Low
18230,8721,Mutual Fund,Corporate Bond Fund,2024-12-15,217.189913,704.65,186054.9,Medium
18231,24339,Mutual Fund,Mid Cap Fund,2022-01-25,367.482113,4720.73,1546080.32,High
18232,3010,Fixed Deposit,Mid Cap Fund,2025-02-04,287.313608,1965.32,746818.11,Low
18233,4071,Mutual Fund,SENSEX ETF,2023-12-10,390.02467,4550.61,2159128.46,Low
18234,16856,Fixed Deposit,SENSEX ETF,2025-05-13,104.58173,2069.61,226058.02,Low
18235,8490,Fixed Deposit,Healthcare Fund,2024-03-23,424.780384,3509.25,1940787.33,Low
18236,9727,Fixed Deposit,SENSEX ETF,2023-08-09,708.24001,3435.98,1896647.49,Low
18237,22463,Mutual Fund,NIFTY 50 ETF,2024-03-15,725.176677,4145.76,3628314.39,Medium
18238,16297,Bond,SENSEX ETF,2025-08-30,295.439718,4022.66,1478292.24,Low
18239,17580,Mutual Fund,Government Bond,2024-10-02,648.274671,3626.9,2463972.68,High
18240,16117,Mutual Fund,Mid Cap Fund,2023-10-15,661.34413,584.73,326002.68,Medium
18241,16835,ETF,Large Cap Fund,2025-09-26,560.474107,346.42,178651.64,High
18242,200,Mutual Fund,Technology Fund,2023-05-28,827.230012,2768.78,2148769.97,High
18243,6791,ETF,Banking ETF,2022-07-28,568.754892,3063.43,1461835.68,High
18244,2847,Bond,Mid Cap Fund,2023-11-04,986.550002,394.74,373584.34,Low
18245,15645,Mutual Fund,Large Cap Fund,2025-02-09,631.765528,2061.12,1080862.84,High
18246,16370,Equity,Energy Fund,2023-04-02,918.179276,1992.07,1428466.37,High
18247,526,Fixed Deposit,Banking ETF,2023-08-29,473.854707,3041.63,1124503.87,Low
18248,13598,ETF,Large Cap Fund,2023-11-09,633.226545,1637.23,1087702.46,Medium
18249,5304,Mutual Fund,Government Bond,2025-06-28,709.014294,91.12,82052.98,Low
18250,16848,Bond,Large Cap Fund,2025-01-08,21.389722,952.9,15290.96,Low
18251,24285,Mutual Fund,Mid Cap Fund,2024-10-18,182.443803,1990.14,309196.34,Medium
18252,8318,Mutual Fund,Healthcare Fund,2024-02-19,804.332503,2606.44,1897634.28,High
18253,7272,Mutual Fund,Technology Fund,2025-01-18,374.526202,2409.37,1081831.58,Medium
18254,2318,Mutual Fund,Healthcare Fund,2022-08-14,902.223689,3625.39,3955065.7,High
18255,11022,Mutual Fund,Corporate Bond Fund,2024-03-29,36.524399,853.4,39393.79,Medium
18256,2793,Equity,Government Bond,2024-01-12,649.995012,4093.95,3063384.33,High
18257,19501,Mutual Fund,Healthcare Fund,2022-10-22,616.763116,2691.05,2018678.92,High
18258,13151,Mutual Fund,Technology Fund,2025-09-04,927.462087,765.5,769130.22,High
18259,4276,Equity,Energy Fund,2024-04-22,983.121179,4794.59,3540327.95,High
18260,13706,Equity,Government Bond,2024-01-23,332.514615,1754.25,638782.5,High
18261,17595,Equity,SENSEX ETF,2025-03-01,598.600799,1298.56,963238.56,High
18262,16239,Fixed Deposit,Government Bond,2025-08-06,172.569239,3840.44,706193.44,Low
18263,1430,Bond,Large Cap Fund,2025-08-06,327.939345,1424.3,412043.82,Low
18264,24502,Bond,Energy Fund,2025-09-03,341.499158,1832.01,566685.01,Low
18265,15406,Fixed Deposit,Mid Cap Fund,2023-05-26,747.170109,3916.39,3442412.63,Low
18266,5782,ETF,Mid Cap Fund,2025-03-30,625.322041,1901.78,1121944.52,High
18267,5146,Equity,SENSEX ETF,2024-05-31,85.896758,1046.43,69890.25,High
18268,3647,Fixed Deposit,Healthcare Fund,2025-09-28,229.259718,1140.55,208232.38,Low
18269,18251,ETF,SENSEX ETF,2025-05-13,541.565949,4024.76,1840432.95,Medium
18270,5684,Mutual Fund,Large Cap Fund,2022-04-28,955.946878,911.98,1076527.73,High
18271,11704,ETF,Healthcare Fund,2023-10-11,659.834325,4960.68,2607649.16,Low
18272,3543,Equity,NIFTY 50 ETF,2024-06-17,413.875266,1667.54,556781.66,High
18273,759,Fixed Deposit,Banking ETF,2023-04-03,312.600116,2485.45,717326.42,Low
18274,23753,ETF,Corporate Bond Fund,2022-09-19,161.503051,1449.74,205560.58,Medium
18275,22788,ETF,SENSEX ETF,2022-03-23,637.49018,1704.31,1211189.61,Medium
18276,16288,Mutual Fund,Healthcare Fund,2022-10-23,833.695893,2974.78,2390738.69,High
18277,18384,Fixed Deposit,Energy Fund,2022-07-13,83.285295,3944.64,272669.19,Low
18278,6665,Equity,SENSEX ETF,2024-02-19,875.431201,4676.56,4541925.25,High
18279,22343,Equity,Large Cap Fund,2022-11-20,766.371124,507.99,445878.72,High
18280,23461,Bond,Mid Cap Fund,2025-06-22,521.825321,909.37,364751.63,Low
18281,23443,Mutual Fund,Banking ETF,2025-02-18,365.156602,1104.68,381908.46,Low
18282,16215,Bond,Technology Fund,2025-04-18,636.493456,2668.44,1534180.73,Low
18283,339,Equity,Government Bond,2022-10-12,710.828504,1729.46,1604031.64,High
18284,4296,ETF,Corporate Bond Fund,2023-07-17,85.981274,4319.79,439371.09,Medium
18285,18179,Equity,Government Bond,2022-12-13,183.83119,2364.03,467373.14,High
18286,988,Equity,Mid Cap Fund,2023-10-25,231.719115,4283.24,1194694.23,High
18287,6604,ETF,Energy Fund,2024-07-15,17.729154,1390.53,32846.19,Medium
18288,14512,Equity,Large Cap Fund,2023-12-11,192.356404,3605.57,848904.48,High
18289,27,Mutual Fund,SENSEX ETF,2024-05-08,275.711398,1285.33,344115.21,High
18290,10997,Mutual Fund,Healthcare Fund,2022-06-01,147.749936,1066.27,135257.77,Low
18291,327,Bond,SENSEX ETF,2025-03-14,375.484129,390.08,165082.18,Low
18292,15127,Bond,Technology Fund,2023-04-09,977.146542,240.97,203029.72,Low
18293,13075,Equity,Government Bond,2024-10-11,713.337838,1085.11,763544.05,High
18294,23965,Bond,Banking ETF,2025-09-07,261.86005,3103.29,661890.72,Low
18295,21686,Equity,Corporate Bond Fund,2022-02-05,556.18047,2079.8,1087945.82,High
18296,22159,Mutual Fund,Energy Fund,2024-04-17,151.406531,2375.28,272436.16,Low
18297,24446,Bond,Energy Fund,2022-08-10,785.604109,3597.09,2457692.54,Low
18298,8015,Bond,Corporate Bond Fund,2022-06-17,659.162756,3677.42,1849153.41,Low
18299,18683,Bond,Mid Cap Fund,2022-01-12,531.885405,239.55,137609.48,Low
18300,12619,Equity,Government Bond,2024-06-29,153.547779,4046.11,600013.8,High
18301,13535,ETF,Mid Cap Fund,2024-06-04,322.829125,3711.67,979710.18,High
18302,24080,Bond,Technology Fund,2023-09-15,7.804817,3385.58,34101.87,Low
18303,9632,Mutual Fund,Large Cap Fund,2022-04-28,973.606405,724.51,921522.02,High
18304,6717,Mutual Fund,NIFTY 50 ETF,2024-02-21,228.795401,4023.33,1045595.7,Medium
18305,8970,Fixed Deposit,Mid Cap Fund,2025-04-05,70.336553,1831.06,100360.55,Low
