complaint_id,customer_id,branch_id,complaint_date,complaint_type,channel,priority,resolution_status,resolution_date
18354,22982,69,2023-08-29 07:40:17,ATM Issue,Mobile,Medium,Resolved,2023-09-26 07:40:17
18355,10247,91,2025-03-12 05:03:31,Investment Service,Phone,Medium,Open,
18356,12476,79,2024-09-28 11:04:46,Account Service,Phone,Low,In Progress,
18357,19339,92,2023-12-14 18:17:06,Credit Card,Web,Medium,Resolved,2023-12-22 18:17:06
18358,17533,3,2025-08-25 22:24:28,Digital Banking,Branch,Medium,Resolved,2025-09-23 22:24:28
18359,3087,41,2022-08-18 11:08:19,Investment Service,Mobile,High,Resolved,2022-08-25 11:08:19
18360,14861,1,2025-02-09 03:53:39,Investment Service,Phone,Low,In Progress,
18361,17014,65,2022-08-24 08:02:18,Credit Card,Phone,High,Resolved,2022-09-05 08:02:18
18362,7408,70,2025-08-24 18:36:38,Loan Service,Mobile,High,Resolved,2025-08-30 18:36:38
18363,775,75,2024-02-18 01:30:24,Investment Service,Web,Low,Resolved,2024-03-09 01:30:24
18364,24936,50,2022-05-10 17:39:26,Digital Banking,Web,Low,Resolved,2022-05-11 17:39:26
18365,8710,80,2025-04-07 20:34:00,ATM Issue,Web,Low,Resolved,2025-04-28 20:34:00
18366,16312,97,2023-04-22 00:59:00,Credit Card,Phone,Low,Open,
18367,1344,88,2024-12-08 04:38:58,Investment Service,Web,Medium,In Progress,
18368,23783,59,2025-01-26 22:10:30,Transaction Issue,Mobile,Low,Resolved,2025-02-01 22:10:30
18369,10162,96,2025-01-08 18:40:55,Fraud Concern,Phone,High,In Progress,
18370,23582,74,2023-01-07 15:16:25,Loan Service,Mobile,High,Resolved,2023-01-13 15:16:25
18371,21401,63,2025-08-21 02:54:59,Digital Banking,Web,Low,Resolved,2025-08-25 02:54:59
18372,11420,25,2023-01-12 13:36:44,Transaction Issue,Web,Medium,Open,
18373,7798,10,2023-11-24 10:04:08,ATM Issue,Branch,Low,Resolved,2023-12-14 10:04:08
18374,19284,77,2024-02-03 17:18:29,ATM Issue,Web,Medium,Resolved,2024-02-06 17:18:29
18375,935,1,2022-01-19 11:59:14,Credit Card,Phone,Low,Resolved,2022-02-16 11:59:14
18376,1987,99,2025-06-01 16:20:39,Loan Service,Mobile,High,Resolved,2025-06-03 16:20:39
18377,21381,14,2023-03-08 08:53:27,Fraud Concern,Branch,High,Resolved,2023-03-14 08:53:27
18378,14017,21,2025-02-28 21:46:39,Digital Banking,Branch,Medium,Resolved,2025-03-19 21:46:39
18379,22927,58,2022-07-07 23:06:45,Account Service,Web,High,Resolved,2022-07-15 23:06:45
18380,5466,38,2022-03-28 07:50:43,Investment Service,Web,High,Resolved,2022-04-13 07:50:43
18381,22696,1,2025-11-04 11:25:01,Transaction Issue,Mobile,Low,Resolved,2025-11-20 11:25:01
18382,24953,84,2024-07-20 20:25:41,Digital Banking,Branch,Medium,Resolved,2024-07-22 20:25:41
18383,9967,5,2024-12-15 03:04:43,Transaction Issue,Branch,Low,Resolved,2024-12-23 03:04:43
18384,15722,44,2024-11-17 16:16:40,Loan Service,Mobile,Low,Resolved,2024-11-26 16:16:40
18385,1506,96,2024-10-21 16:14:53,ATM Issue,Web,Medium,Resolved,2024-11-10 16:14:53
18386,5364,65,2022-01-20 23:48:22,ATM Issue,Branch,Low,Resolved,2022-02-10 23:48:22
18387,15941,57,2022-09-28 05:57:12,Digital Banking,Mobile,Medium,Resolved,2022-10-15 05:57:12
18388,10847,45,2023-01-13 11:05:16,Digital Banking,Phone,Low,Resolved,2023-02-03 11:05:16
18389,1011,60,2023-03-17 08:41:01,Credit Card,Branch,Medium,In Progress,
18390,14925,66,2022-04-02 04:08:47,Investment Service,Web,Low,Resolved,2022-04-10 04:08:47
18391,13483,95,2024-09-04 17:48:55,Transaction Issue,Mobile,High,Resolved,2024-09-18 17:48:55
18392,19862,47,2023-01-26 13:11:41,Credit Card,Phone,Medium,Resolved,2023-02-03 13:11:41
18393,24126,26,2022-12-09 15:13:51,Transaction Issue,Phone,Low,Resolved,2022-12-19 15:13:51
18394,9370,9,2022-11-21 02:54:11,Loan Service,Web,Low,Resolved,2022-12-03 02:54:11
18395,3858,51,2023-05-21 05:14:03,Digital Banking,Mobile,Low,Resolved,2023-06-19 05:14:03
18396,9865,94,2023-10-23 20:18:13,Fraud Concern,Branch,Low,In Progress,
18397,10121,8,2024-01-09 21:14:05,Investment Service,Web,Medium,Resolved,2024-02-04 21:14:05
18398,20224,5,2024-02-15 10:37:42,Transaction Issue,Phone,Medium,Resolved,2024-03-09 10:37:42
18399,11371,39,2023-10-28 06:11:15,Investment Service,Branch,Low,Resolved,2023-11-18 06:11:15
18400,20653,68,2025-12-26 09:29:29,ATM Issue,Phone,Medium,Resolved,2026-01-11 09:29:29
18401,2554,40,2024-05-19 21:10:26,Investment Service,Mobile,Medium,Resolved,2024-06-04 21:10:26
18402,15490,36,2022-09-11 00:34:17,Loan Service,Branch,Medium,Resolved,2022-09-25 00:34:17
18403,4390,21,2025-04-13 07:04:05,Investment Service,Web,High,Resolved,2025-05-10 07:04:05
18404,16936,97,2022-06-01 00:02:34,ATM Issue,Phone,High,In Progress,
18405,21951,26,2024-09-16 09:50:09,Loan Service,Web,Medium,Resolved,2024-09-23 09:50:09
18406,11090,75,2022-06-01 20:42:20,Transaction Issue,Phone,Medium,In Progress,
18407,9232,85,2025-11-30 16:33:14,ATM Issue,Branch,Medium,In Progress,
18408,22143,86,2024-05-31 13:17:23,Account Service,Web,Medium,In Progress,
18409,3052,56,2024-07-05 08:18:47,Fraud Concern,Web,Low,Resolved,2024-07-13 08:18:47
18410,5323,57,2023-12-21 00:36:50,Fraud Concern,Phone,Critical,Resolved,2024-01-05 00:36:50
18411,11790,59,2024-04-18 23:53:15,Transaction Issue,Mobile,Medium,Resolved,2024-04-26 23:53:15
18412,2556,7,2022-02-24 11:39:56,Credit Card,Mobile,Medium,In Progress,
18413,17474,42,2022-12-04 18:54:47,Loan Service,Web,Medium,Resolved,2022-12-27 18:54:47
18414,12768,13,2024-04-20 06:59:02,Digital Banking,Mobile,Low,In Progress,
18415,459,84,2025-12-12 20:43:41,ATM Issue,Web,Medium,Resolved,2026-01-11 20:43:41
18416,15702,79,2024-01-13 20:02:30,Investment Service,Branch,Medium,Resolved,2024-01-31 20:02:30
18417,16067,34,2024-04-10 12:57:14,Fraud Concern,Mobile,Low,Resolved,2024-05-07 12:57:14
18418,4722,100,2024-03-24 18:02:48,Transaction Issue,Web,High,Resolved,2024-03-25 18:02:48
18419,12447,53,2024-01-06 22:31:31,ATM Issue,Web,Low,In Progress,
18420,6305,46,2024-09-10 17:49:30,Investment Service,Branch,High,Resolved,2024-10-10 17:49:30
18421,13566,57,2022-06-24 12:40:07,Transaction Issue,Phone,Medium,Resolved,2022-07-17 12:40:07
18422,10200,61,2023-01-26 06:51:29,Investment Service,Branch,High,Open,
18423,1921,89,2023-11-16 00:53:50,Investment Service,Phone,Medium,Resolved,2023-12-07 00:53:50
18424,13228,56,2022-08-12 18:22:58,Credit Card,Web,Low,Resolved,2022-09-04 18:22:58
18425,7695,29,2025-12-08 13:28:03,Digital Banking,Branch,Medium,In Progress,
18426,22053,92,2023-09-02 17:03:52,ATM Issue,Phone,Medium,Resolved,2023-09-18 17:03:52
18427,6299,14,2022-06-15 22:15:44,Account Service,Branch,High,In Progress,
18428,6630,68,2023-07-07 02:00:47,ATM Issue,Mobile,Medium,Resolved,2023-08-02 02:00:47
18429,12720,71,2025-11-09 19:04:06,Transaction Issue,Mobile,Medium,Resolved,2025-11-18 19:04:06
18430,5147,13,2024-10-07 04:32:01,Transaction Issue,Web,Low,Resolved,2024-10-24 04:32:01
18431,17388,17,2024-03-30 18:39:00,ATM Issue,Phone,Medium,Resolved,2024-04-08 18:39:00
18432,19468,29,2024-04-26 11:37:04,Fraud Concern,Branch,Medium,In Progress,
18433,10307,81,2022-12-21 07:49:09,Credit Card,Phone,High,Resolved,2023-01-12 07:49:09
18434,2590,100,2025-12-06 17:41:32,ATM Issue,Web,Medium,Resolved,2025-12-28 17:41:32
18435,4311,83,2024-12-09 23:39:55,Loan Service,Branch,Low,Open,
18436,2242,90,2025-02-01 05:54:26,Account Service,Mobile,Low,Resolved,2025-02-21 05:54:26
18437,22151,73,2023-05-02 01:16:44,Account Service,Phone,Medium,Resolved,2023-05-13 01:16:44
18438,13602,2,2023-07-10 00:02:29,Fraud Concern,Phone,Low,Resolved,2023-08-03 00:02:29
18439,7712,62,2023-02-24 08:12:23,Account Service,Phone,Medium,Open,
18440,21365,20,2025-02-14 03:16:23,Account Service,Web,Low,Resolved,2025-02-17 03:16:23
18441,939,87,2025-01-29 14:44:59,Investment Service,Phone,Medium,Resolved,2025-02-12 14:44:59
18442,4302,82,2023-07-18 17:09:23,Loan Service,Mobile,Critical,Resolved,2023-07-20 17:09:23
18443,3971,56,2023-04-07 04:22:19,ATM Issue,Branch,High,Resolved,2023-04-13 04:22:19
18444,4000,90,2023-10-08 20:30:39,Investment Service,Branch,High,In Progress,
18445,21035,52,2024-04-13 01:50:55,Credit Card,Web,Medium,Resolved,2024-05-08 01:50:55
18446,23012,25,2025-12-22 10:45:41,Fraud Concern,Web,High,In Progress,
18447,3409,62,2025-07-24 13:13:53,Transaction Issue,Mobile,High,Resolved,2025-08-22 13:13:53
18448,13808,17,2023-08-01 00:34:13,Fraud Concern,Phone,Low,In Progress,
18449,8963,39,2024-09-04 23:00:01,Account Service,Mobile,Low,Resolved,2024-09-23 23:00:01
18450,16633,10,2024-02-11 10:16:28,Transaction Issue,Web,High,Resolved,2024-02-21 10:16:28
18451,13386,59,2025-09-25 13:02:59,ATM Issue,Phone,Low,Resolved,2025-10-09 13:02:59
18452,24949,25,2022-04-09 12:41:24,Digital Banking,Phone,Medium,Resolved,2022-04-11 12:41:24
18453,5951,28,2022-09-04 03:44:40,Transaction Issue,Web,Low,Resolved,2022-09-30 03:44:40
18454,2927,90,2024-02-01 06:04:28,Loan Service,Phone,High,Resolved,2024-02-26 06:04:28
18455,7976,76,2022-10-22 03:06:26,Investment Service,Mobile,Low,In Progress,
18456,20242,61,2024-10-06 02:44:27,Loan Service,Mobile,Medium,Resolved,2024-11-04 02:44:27
18457,21315,58,2022-06-02 12:45:35,Digital Banking,Phone,Low,Resolved,2022-06-06 12:45:35
18458,23399,44,2023-01-01 12:37:56,Account Service,Phone,Low,Resolved,2023-01-28 12:37:56
18459,6967,83,2025-05-13 21:41:21,Account Service,Phone,Low,Resolved,2025-06-01 21:41:21
18460,9134,23,2023-08-22 14:13:22,Digital Banking,Branch,Medium,Resolved,2023-08-24 14:13:22
18461,6588,78,2023-08-26 14:24:44,Account Service,Web,Low,Resolved,2023-09-10 14:24:44
18462,22881,17,2023-11-09 10:26:28,Account Service,Mobile,High,Resolved,2023-11-27 10:26:28
18463,5092,79,2023-03-26 11:55:18,Loan Service,Mobile,Medium,Resolved,2023-04-25 11:55:18
18464,8986,85,2022-04-14 15:33:32,ATM Issue,Branch,Low,Resolved,2022-05-06 15:33:32
18465,17062,38,2023-07-26 18:29:03,Account Service,Phone,Medium,Resolved,2023-08-11 18:29:03
18466,22294,30,2025-09-11 19:21:25,ATM Issue,Web,High,In Progress,
18467,1562,19,2022-09-05 09:33:01,ATM Issue,Web,High,In Progress,
18468,20438,32,2024-10-17 01:03:25,Loan Service,Mobile,Medium,Resolved,2024-10-24 01:03:25
18469,8645,93,2025-07-13 06:17:53,Digital Banking,Web,Medium,Resolved,2025-07-22 06:17:53
18470,14786,86,2022-10-12 17:46:52,Account Service,Phone,High,Resolved,2022-10-27 17:46:52
18471,3657,20,2024-02-14 03:07:57,Credit Card,Web,Medium,Resolved,2024-02-28 03:07:57
18472,21619,64,2023-04-15 21:31:20,Loan Service,Web,Medium,Resolved,2023-04-22 21:31:20
18473,20531,36,2022-03-05 09:47:19,Loan Service,Branch,Medium,Resolved,2022-03-24 09:47:19
18474,21873,65,2022-04-01 11:35:20,Transaction Issue,Web,Medium,Open,
18475,24466,83,2024-03-05 02:30:48,ATM Issue,Mobile,High,Resolved,2024-03-28 02:30:48
18476,16140,43,2023-07-09 11:03:00,Transaction Issue,Mobile,Medium,Resolved,2023-08-02 11:03:00
18477,210,26,2023-02-27 14:38:18,Account Service,Mobile,Low,Resolved,2023-03-08 14:38:18
18478,4984,7,2024-05-07 10:45:42,Fraud Concern,Branch,High,Resolved,2024-05-16 10:45:42
18479,7142,34,2023-02-01 11:13:10,Fraud Concern,Mobile,Low,Resolved,2023-02-25 11:13:10
18480,10119,36,2024-11-03 03:31:59,Investment Service,Phone,Medium,Resolved,2024-12-02 03:31:59
18481,16262,6,2022-03-14 20:54:33,Account Service,Web,Low,Resolved,2022-03-26 20:54:33
18482,21330,37,2024-12-16 11:00:40,Loan Service,Mobile,Medium,Resolved,2025-01-10 11:00:40
18483,24365,62,2022-08-02 19:41:44,Fraud Concern,Phone,Low,In Progress,
18484,3967,86,2024-11-26 07:20:21,Loan Service,Phone,Low,Resolved,2024-12-17 07:20:21
18485,10070,73,2025-12-05 09:04:34,Loan Service,Mobile,Low,Resolved,2025-12-08 09:04:34
18486,8819,60,2024-12-23 21:03:19,Credit Card,Web,Medium,Resolved,2025-01-19 21:03:19
18487,10919,93,2025-03-06 13:27:12,Investment Service,Phone,Low,Resolved,2025-03-09 13:27:12
18488,9651,64,2025-09-13 02:30:01,Transaction Issue,Phone,High,Resolved,2025-09-21 02:30:01
18489,19209,50,2022-09-14 06:06:02,Digital Banking,Web,Medium,In Progress,
18490,1251,52,2022-08-06 13:59:47,ATM Issue,Web,Medium,Resolved,2022-08-09 13:59:47
18491,4759,17,2025-11-15 19:19:37,ATM Issue,Web,High,Resolved,2025-11-23 19:19:37
18492,4364,60,2024-02-22 02:38:41,Credit Card,Branch,High,Resolved,2024-03-09 02:38:41
18493,2164,77,2022-08-24 03:16:36,Transaction Issue,Phone,Medium,Resolved,2022-09-21 03:16:36
18494,9816,81,2024-03-31 23:34:51,ATM Issue,Mobile,Medium,Open,
18495,1854,54,2022-01-03 08:56:59,Loan Service,Phone,Medium,Resolved,2022-01-06 08:56:59
18496,17138,10,2022-03-20 07:35:18,Account Service,Mobile,Low,Open,
18497,21833,25,2022-07-31 10:56:32,Investment Service,Branch,Medium,Resolved,2022-08-27 10:56:32
18498,1869,18,2025-01-05 07:20:35,Transaction Issue,Phone,Medium,Resolved,2025-01-21 07:20:35
18499,16566,64,2023-01-24 11:07:14,Fraud Concern,Web,Medium,Open,
18500,17898,79,2024-03-02 07:18:43,ATM Issue,Web,Low,In Progress,
18501,15569,59,2022-12-22 10:52:53,Transaction Issue,Phone,Medium,Resolved,2022-12-30 10:52:53
18502,9095,27,2023-01-01 23:24:41,Credit Card,Mobile,High,Resolved,2023-01-05 23:24:41
18503,19729,58,2024-06-15 01:10:29,Digital Banking,Mobile,Medium,In Progress,
18504,5239,61,2022-06-17 09:43:23,Digital Banking,Phone,Medium,Open,
18505,7090,83,2023-04-24 11:49:36,Transaction Issue,Mobile,High,Resolved,2023-05-06 11:49:36
18506,22786,79,2025-12-02 20:20:34,Credit Card,Phone,Low,Resolved,2025-12-12 20:20:34
18507,18941,71,2022-04-22 03:50:08,ATM Issue,Web,Medium,Resolved,2022-04-27 03:50:08
18508,22483,43,2023-10-08 04:34:04,Investment Service,Mobile,Low,Resolved,2023-11-03 04:34:04
18509,5281,80,2025-05-20 10:21:04,Loan Service,Mobile,Medium,Resolved,2025-06-07 10:21:04
18510,4245,88,2025-12-09 10:34:24,Investment Service,Phone,Medium,Resolved,2025-12-30 10:34:24
18511,2165,87,2024-04-26 13:58:26,Account Service,Mobile,High,Resolved,2024-05-17 13:58:26
18512,22986,11,2024-06-06 03:03:09,Transaction Issue,Phone,High,In Progress,
18513,15150,88,2023-11-27 09:47:13,Account Service,Web,Medium,In Progress,
18514,14089,5,2022-01-31 16:50:03,Transaction Issue,Web,Medium,Resolved,2022-02-06 16:50:03
18515,18406,58,2023-11-23 08:50:11,ATM Issue,Web,Medium,Resolved,2023-12-23 08:50:11
18516,2822,39,2025-05-13 06:42:30,Loan Service,Phone,Medium,Resolved,2025-05-23 06:42:30
18517,22323,48,2023-07-28 10:48:26,Loan Service,Phone,Low,Open,
18518,22517,94,2024-04-11 15:55:38,ATM Issue,Branch,Low,Resolved,2024-04-18 15:55:38
18519,10474,80,2025-11-04 19:05:33,Transaction Issue,Branch,High,Resolved,2025-11-26 19:05:33
18520,13687,20,2025-12-19 01:22:25,Investment Service,Web,Low,Resolved,2026-01-01 01:22:25
18521,9763,93,2022-06-19 11:14:36,Account Service,Mobile,Medium,Resolved,2022-06-20 11:14:36
18522,5970,81,2022-08-16 21:54:51,Investment Service,Mobile,Medium,In Progress,
18523,12179,19,2024-01-27 02:04:28,ATM Issue,Web,Low,Resolved,2024-02-05 02:04:28
18524,6169,60,2024-09-03 14:52:58,Digital Banking,Web,High,Resolved,2024-09-11 14:52:58
18525,17098,26,2022-02-01 02:11:50,Investment Service,Phone,Low,Resolved,2022-02-27 02:11:50
18526,14097,79,2024-04-15 18:31:23,Account Service,Branch,High,In Progress,
18527,7204,25,2023-10-02 09:29:44,ATM Issue,Mobile,Medium,Resolved,2023-10-16 09:29:44
18528,3546,15,2025-12-10 06:00:26,Credit Card,Web,High,Open,
18529,24799,84,2023-01-14 13:30:22,Investment Service,Mobile,Low,Resolved,2023-01-16 13:30:22
18530,864,94,2023-07-01 12:52:50,Transaction Issue,Phone,Medium,Resolved,2023-07-14 12:52:50
18531,16149,21,2023-09-07 16:38:33,Fraud Concern,Phone,High,Open,
18532,21010,47,2025-04-23 23:29:43,Fraud Concern,Phone,Medium,Resolved,2025-05-16 23:29:43
18533,21692,35,2024-12-04 14:54:29,Credit Card,Mobile,Medium,Resolved,2024-12-16 14:54:29
18534,17810,44,2025-02-23 17:46:38,Investment Service,Phone,Medium,Resolved,2025-03-06 17:46:38
18535,18689,6,2023-02-10 23:32:44,Transaction Issue,Mobile,Low,Resolved,2023-03-06 23:32:44
18536,654,75,2025-05-13 22:31:09,Investment Service,Phone,Medium,Resolved,2025-05-24 22:31:09
18537,8130,23,2025-03-07 21:25:25,Transaction Issue,Mobile,Low,In Progress,
18538,23119,39,2024-02-25 13:27:46,Digital Banking,Branch,Low,Resolved,2024-02-29 13:27:46
18539,444,73,2023-06-05 16:59:05,ATM Issue,Phone,Medium,Resolved,2023-06-25 16:59:05
18540,23844,18,2022-12-11 19:58:00,Investment Service,Web,Low,Resolved,2022-12-23 19:58:00
18541,21054,100,2023-11-18 17:37:44,Fraud Concern,Web,Low,Resolved,2023-11-19 17:37:44
18542,5107,40,2022-05-09 17:48:35,ATM Issue,Mobile,Low,Resolved,2022-05-27 17:48:35
18543,4437,36,2022-12-03 01:33:35,Fraud Concern,Web,Medium,Resolved,2022-12-22 01:33:35
18544,19242,28,2025-03-01 11:34:04,Account Service,Mobile,Low,Resolved,2025-03-14 11:34:04
18545,9473,64,2024-05-03 22:14:36,Fraud Concern,Web,Low,In Progress,
18546,3040,83,2024-05-04 12:47:21,Fraud Concern,Web,Medium,Resolved,2024-05-19 12:47:21
18547,8292,94,2024-02-26 20:15:39,Digital Banking,Phone,Medium,Resolved,2024-03-17 20:15:39
18548,10279,58,2024-05-08 11:33:09,Digital Banking,Branch,Medium,Resolved,2024-05-26 11:33:09
18549,16286,38,2023-01-22 15:43:48,Loan Service,Web,Medium,Resolved,2023-01-25 15:43:48
18550,13945,79,2022-03-31 18:15:47,Credit Card,Branch,High,Open,
18551,2738,44,2023-08-14 08:49:05,Transaction Issue,Phone,Low,Resolved,2023-08-17 08:49:05
18552,23341,76,2023-08-20 21:13:39,Account Service,Mobile,High,Resolved,2023-09-15 21:13:39
18553,21624,2,2024-04-15 03:34:30,Loan Service,Branch,Low,Resolved,2024-04-24 03:34:30
18554,1608,73,2022-10-19 01:19:14,ATM Issue,Phone,Medium,Resolved,2022-10-23 01:19:14
18555,2954,35,2025-03-16 02:35:14,Loan Service,Mobile,High,Resolved,2025-04-14 02:35:14
18556,12174,1,2024-05-07 03:59:06,ATM Issue,Phone,Medium,Resolved,2024-05-10 03:59:06
18557,5934,46,2022-07-23 19:28:18,Digital Banking,Mobile,Low,In Progress,
18558,11387,60,2023-03-08 23:41:19,Transaction Issue,Web,Critical,Resolved,2023-03-30 23:41:19
18559,15222,63,2025-08-18 13:28:24,Transaction Issue,Web,High,Resolved,2025-09-08 13:28:24
18560,4683,95,2024-03-29 23:47:25,Transaction Issue,Web,Low,Resolved,2024-04-13 23:47:25
18561,14854,92,2023-01-09 12:31:44,Fraud Concern,Web,Medium,Resolved,2023-01-19 12:31:44
18562,11285,45,2024-07-31 08:11:48,Fraud Concern,Branch,Medium,Resolved,2024-08-22 08:11:48
18563,22718,57,2022-12-16 04:33:28,Digital Banking,Branch,Medium,In Progress,
18564,23777,37,2025-04-28 00:30:05,Account Service,Phone,Low,Resolved,2025-05-28 00:30:05
18565,11155,7,2023-08-25 05:41:58,ATM Issue,Mobile,Medium,Resolved,2023-09-01 05:41:58
18566,9048,16,2024-05-20 19:27:07,Digital Banking,Mobile,Low,Resolved,2024-06-03 19:27:07
18567,22994,50,2023-07-01 07:42:51,Transaction Issue,Branch,Low,Resolved,2023-07-30 07:42:51
18568,10339,14,2022-09-03 12:48:48,Transaction Issue,Phone,Medium,Resolved,2022-09-04 12:48:48
18569,14324,97,2022-12-30 17:07:31,Account Service,Phone,Low,Resolved,2023-01-15 17:07:31
18570,4926,6,2022-10-03 22:32:21,Transaction Issue,Phone,High,Resolved,2022-10-31 22:32:21
18571,23635,61,2024-05-09 01:55:00,ATM Issue,Phone,Medium,Open,
18572,5784,21,2024-06-08 03:57:05,ATM Issue,Web,Low,Open,
18573,12344,10,2022-12-19 18:50:40,Loan Service,Mobile,Low,In Progress,
18574,9918,32,2025-05-12 12:03:15,Account Service,Mobile,Medium,In Progress,
18575,10146,6,2023-09-08 13:50:03,Loan Service,Mobile,High,Resolved,2023-09-29 13:50:03
18576,6724,2,2023-01-11 16:51:43,Account Service,Phone,Low,Resolved,2023-01-25 16:51:43
18577,16569,39,2024-08-15 08:40:04,Credit Card,Web,Medium,Resolved,2024-09-12 08:40:04
18578,16906,49,2022-11-02 17:45:50,ATM Issue,Phone,Medium,In Progress,
18579,17633,27,2023-07-27 17:00:35,Digital Banking,Web,High,In Progress,
18580,13350,56,2024-10-21 03:22:10,ATM Issue,Web,Low,Open,
18581,1003,14,2023-05-16 12:49:29,Loan Service,Mobile,Low,Resolved,2023-06-03 12:49:29
18582,6267,23,2023-09-18 17:57:34,Account Service,Branch,Low,Resolved,2023-10-12 17:57:34
18583,22829,85,2023-01-14 05:39:19,Fraud Concern,Branch,Medium,Resolved,2023-02-04 05:39:19
18584,11331,51,2024-11-16 18:28:43,Investment Service,Mobile,Medium,Open,
18585,14981,94,2022-06-15 14:45:49,Account Service,Phone,Medium,Resolved,2022-07-12 14:45:49
18586,7018,25,2024-02-22 13:12:21,Transaction Issue,Web,Medium,Resolved,2024-03-07 13:12:21
18587,8586,53,2022-02-17 03:07:42,Account Service,Mobile,High,In Progress,
18588,16012,88,2025-05-04 17:52:43,Loan Service,Mobile,Low,Resolved,2025-05-05 17:52:43
18589,18002,11,2025-06-06 13:25:22,Loan Service,Phone,Medium,Resolved,2025-06-17 13:25:22
18590,17045,35,2022-08-02 07:29:09,Fraud Concern,Mobile,High,Resolved,2022-08-13 07:29:09
18591,5525,55,2023-01-08 15:18:54,Loan Service,Branch,Medium,In Progress,
18592,24001,58,2023-08-26 05:32:09,Credit Card,Phone,Medium,Resolved,2023-09-06 05:32:09
18593,5251,68,2022-11-18 03:01:27,Credit Card,Branch,Low,Resolved,2022-11-24 03:01:27
18594,7513,37,2024-09-15 18:58:46,Investment Service,Mobile,Low,Resolved,2024-09-28 18:58:46
18595,23290,100,2022-08-31 04:14:54,Investment Service,Web,Low,Resolved,2022-09-04 04:14:54
18596,320,77,2025-02-27 21:15:08,Credit Card,Mobile,Low,Resolved,2025-03-04 21:15:08
18597,10417,9,2025-08-29 23:47:28,Investment Service,Mobile,High,Open,
18598,3601,28,2025-11-10 11:50:39,Account Service,Web,High,Resolved,2025-11-16 11:50:39
18599,22345,55,2024-06-23 21:19:49,Digital Banking,Web,Medium,Resolved,2024-07-07 21:19:49
18600,5280,46,2025-05-04 23:27:44,Credit Card,Web,Medium,Resolved,2025-05-13 23:27:44
18601,18152,80,2025-12-30 11:34:04,Investment Service,Phone,Low,Resolved,2026-01-12 11:34:04
18602,15495,70,2023-03-18 21:33:55,Digital Banking,Web,Medium,Resolved,2023-04-07 21:33:55
18603,18183,27,2022-06-22 15:28:09,ATM Issue,Branch,Medium,Resolved,2022-06-27 15:28:09
18604,12399,10,2024-02-06 13:25:35,Account Service,Phone,High,In Progress,
18605,283,23,2023-09-11 09:59:46,ATM Issue,Mobile,Medium,Resolved,2023-09-12 09:59:46
18606,14031,21,2022-10-04 00:07:02,Credit Card,Branch,Medium,Resolved,2022-10-18 00:07:02
18607,22722,90,2022-05-21 09:11:13,ATM Issue,Branch,Low,Resolved,2022-05-27 09:11:13
18608,15303,45,2025-03-10 07:01:32,ATM Issue,Web,Low,In Progress,
18609,5167,3,2025-06-16 18:38:51,Account Service,Phone,Low,Resolved,2025-06-24 18:38:51
18610,7122,59,2025-08-17 22:46:27,Transaction Issue,Branch,High,Resolved,2025-08-18 22:46:27
18611,14678,43,2022-05-22 15:25:50,Credit Card,Mobile,Low,Resolved,2022-06-13 15:25:50
18612,23794,99,2023-12-05 14:56:31,Account Service,Mobile,Medium,Resolved,2024-01-04 14:56:31
18613,16374,7,2024-04-06 01:37:56,Credit Card,Mobile,Medium,Resolved,2024-04-28 01:37:56
18614,21874,27,2022-11-18 21:55:29,Loan Service,Web,Medium,Resolved,2022-11-29 21:55:29
18615,4897,62,2025-01-05 01:47:59,Loan Service,Mobile,High,Resolved,2025-01-23 01:47:59
18616,16515,42,2023-10-02 18:15:52,ATM Issue,Mobile,Medium,Resolved,2023-10-12 18:15:52
18617,1294,97,2024-06-22 12:28:33,Loan Service,Mobile,Low,Resolved,2024-07-20 12:28:33
18618,22444,4,2024-01-31 18:53:51,Transaction Issue,Web,High,Resolved,2024-02-06 18:53:51
18619,6958,90,2024-09-09 15:59:11,Credit Card,Phone,Low,Resolved,2024-10-04 15:59:11
18620,16445,62,2023-05-31 08:18:29,Transaction Issue,Phone,Low,Resolved,2023-06-29 08:18:29
18621,18596,8,2025-10-17 17:23:07,Credit Card,Web,Medium,Resolved,2025-10-30 17:23:07
18622,9741,84,2025-04-03 02:19:03,Digital Banking,Phone,Medium,Resolved,2025-05-02 02:19:03
18623,12560,17,2023-08-17 20:10:03,Fraud Concern,Phone,High,In Progress,
18624,9974,5,2023-07-31 13:07:34,Credit Card,Web,Medium,Resolved,2023-08-13 13:07:34
18625,6277,63,2024-03-20 22:04:45,Fraud Concern,Phone,Low,Resolved,2024-03-30 22:04:45
18626,21748,9,2025-10-25 03:27:58,Fraud Concern,Phone,Low,Resolved,2025-11-11 03:27:58
18627,8153,8,2022-04-09 06:17:25,Account Service,Mobile,Low,Resolved,2022-04-23 06:17:25
18628,7974,7,2025-01-14 08:49:02,Transaction Issue,Web,Medium,In Progress,
18629,15334,37,2024-03-30 08:24:23,ATM Issue,Web,Low,Resolved,2024-04-15 08:24:23
18630,38,100,2025-03-24 01:16:04,Loan Service,Mobile,Low,In Progress,
18631,5991,55,2023-11-28 21:19:53,Loan Service,Branch,Medium,Resolved,2023-12-15 21:19:53
18632,5439,67,2022-06-06 12:32:08,Account Service,Web,Medium,In Progress,
18633,24062,8,2025-05-03 00:43:45,Account Service,Branch,Medium,Resolved,2025-05-31 00:43:45
