alert_id,transaction_id,customer_id,alert_date,fraud_type,risk_level,fraud_status,fraud_amount
4358,55019,16502,2024-10-01 22:35:24,Geographic Anomaly,Low,Closed,695.31
4359,383015,529,2022-10-01 05:32:46,Velocity Anomaly,Low,Confirmed,2164.53
4360,495761,23342,2022-12-18 23:39:48,High Value Transaction,High,False Positive,2499.22
4361,60331,4618,2022-06-26 19:05:28,Geographic Anomaly,Medium,False Positive,204.06
4362,301069,7826,2025-08-27 17:50:52,Geographic Anomaly,Medium,Investigating,6620.28
4363,210681,7266,2022-08-09 10:17:43,Possible Account Takeover,High,Confirmed,1584.61
4364,684164,14021,2022-09-02 04:44:57,Velocity Anomaly,Medium,Confirmed,758.49
4365,439309,10988,2024-08-12 06:23:40,High Value Transaction,Low,Confirmed,443.07
4366,775603,4449,2024-04-03 18:05:55,Possible Account Takeover,High,False Positive,1689.41
4367,54415,11446,2022-11-21 06:54:41,Possible Account Takeover,Low,Closed,73.55
4368,906040,10780,2022-05-15 23:23:17,Suspicious Merchant,High,False Positive,212.57
4369,398797,7953,2025-03-12 16:53:43,Velocity Anomaly,Low,Closed,364.16
4370,408297,3807,2025-04-03 02:18:16,High Value Transaction,High,Open,1086.74
4371,933371,93,2025-12-08 05:55:06,Velocity Anomaly,Low,Open,912.65
4372,195200,19405,2024-07-15 03:55:21,High Value Transaction,High,Closed,26640.42
4373,533855,21807,2024-03-30 18:04:18,Velocity Anomaly,Low,Closed,142.97
4374,966085,7210,2025-02-12 01:28:55,Possible Account Takeover,High,Investigating,652.98
4375,785691,5257,2023-08-06 19:56:52,Possible Account Takeover,Medium,Confirmed,129.69
4376,277646,1548,2025-04-06 11:57:19,Unusual Transaction,Low,False Positive,271.19
4377,789604,123,2023-08-14 06:22:34,Geographic Anomaly,High,Investigating,195.36
4378,196614,10273,2023-04-09 11:10:32,Suspicious Merchant,Medium,Confirmed,1248.28
4379,620992,10636,2025-07-04 19:24:33,Velocity Anomaly,Low,False Positive,222.65
4380,554871,11416,2024-07-25 07:51:21,Suspicious Merchant,Low,Closed,3589.42
4381,894171,23672,2023-09-14 10:22:51,Unusual Transaction,Medium,False Positive,450.11
4382,965386,21579,2025-10-29 03:31:02,Geographic Anomaly,Low,False Positive,536.23
4383,75471,24363,2022-10-31 07:03:55,Velocity Anomaly,Low,Confirmed,389.32
4384,554158,14242,2022-04-14 02:45:09,High Value Transaction,Medium,False Positive,672.86
4385,697367,803,2023-04-12 12:54:44,Geographic Anomaly,Medium,Investigating,2497.15
4386,905861,19449,2025-05-09 00:36:52,Possible Account Takeover,Medium,Closed,18954.1
4387,313965,3682,2023-04-24 09:36:02,Unusual Transaction,Low,Confirmed,122.97
4388,835836,10054,2023-09-07 18:21:51,Geographic Anomaly,Critical,False Positive,5815.92
4389,837847,21292,2022-07-27 09:27:12,Geographic Anomaly,High,Closed,2799.57
4390,817501,2319,2023-05-03 06:46:58,Possible Account Takeover,Medium,Open,990.34
4391,566918,7301,2025-10-28 09:35:02,Velocity Anomaly,Low,Closed,309.36
4392,642903,22352,2024-09-04 08:46:59,High Value Transaction,High,Confirmed,6452.6
4393,813426,19748,2023-06-24 01:33:58,Possible Account Takeover,Medium,Confirmed,300.74
4394,630825,17567,2025-02-17 07:55:15,High Value Transaction,Medium,Investigating,1066.78
4395,888212,4650,2023-07-05 23:00:13,Velocity Anomaly,Medium,Closed,2362.43
4396,787336,24184,2022-05-16 20:28:47,Geographic Anomaly,High,Closed,358.9
4397,192678,16821,2022-12-15 12:31:31,High Value Transaction,Low,Open,427.04
4398,800147,20727,2024-11-02 12:51:15,Unusual Transaction,High,Open,6726.57
4399,556661,13220,2022-04-21 01:26:47,Unusual Transaction,High,Closed,320.52
4400,930249,6721,2022-05-27 03:48:09,Possible Account Takeover,Medium,Investigating,386.26
4401,363680,3258,2024-07-11 11:40:16,Velocity Anomaly,High,False Positive,2504.64
4402,406303,13343,2024-12-01 02:00:14,Possible Account Takeover,Low,False Positive,1215.09
4403,813655,22865,2024-07-12 09:33:45,Possible Account Takeover,Medium,Closed,91.96
4404,943886,13287,2023-04-16 12:27:31,Suspicious Merchant,Medium,False Positive,1053.43
4405,600731,9510,2025-07-15 07:45:24,Possible Account Takeover,Medium,Confirmed,3859.41
4406,431104,15121,2023-04-04 22:22:31,Suspicious Merchant,Medium,Closed,945.73
4407,333586,15300,2022-07-07 08:22:23,Unusual Transaction,Medium,Investigating,418.06
4408,358616,5984,2022-08-13 10:41:03,Unusual Transaction,Low,Confirmed,377.81
4409,270776,24420,2025-07-02 03:05:17,Possible Account Takeover,Medium,Open,2039.72
4410,602900,12316,2023-03-31 20:51:45,Unusual Transaction,Medium,Closed,577.09
4411,733374,3898,2025-11-30 00:06:24,Velocity Anomaly,High,False Positive,423.35
4412,769684,44,2023-08-21 08:13:42,Suspicious Merchant,Low,Open,845.78
4413,732746,24716,2024-09-25 06:30:52,Suspicious Merchant,High,False Positive,401.63
4414,907075,996,2022-11-09 21:38:23,Possible Account Takeover,Low,Confirmed,1313.04
4415,464455,3065,2024-10-06 17:12:30,Unusual Transaction,Low,Closed,430.63
4416,240793,3291,2024-06-11 04:07:17,High Value Transaction,Medium,Confirmed,781.1
4417,276763,7600,2022-03-01 20:54:36,Suspicious Merchant,Low,False Positive,520.14
4418,17539,19719,2023-01-06 16:33:25,Possible Account Takeover,Medium,False Positive,1548.23
4419,265880,13209,2024-08-31 12:01:23,Possible Account Takeover,Medium,Open,3259.97
4420,367575,8097,2024-05-05 07:06:20,Velocity Anomaly,Critical,Closed,3219.44
4421,953013,121,2022-04-12 04:22:03,Geographic Anomaly,Critical,Investigating,53.83
4422,112111,1398,2022-11-18 15:13:34,Geographic Anomaly,Medium,False Positive,1434.62
4423,915735,8328,2024-03-07 15:10:25,Suspicious Merchant,High,False Positive,306.3
4424,966083,19017,2025-12-15 22:21:53,Velocity Anomaly,Low,False Positive,246.32
4425,459278,8038,2022-12-30 08:36:36,Velocity Anomaly,Medium,Open,1669.98
4426,850510,22363,2024-12-31 18:41:00,Velocity Anomaly,High,Closed,271.25
4427,606170,21364,2023-11-09 02:15:06,Suspicious Merchant,Low,Investigating,224.95
4428,76003,16485,2025-11-15 07:33:50,Geographic Anomaly,Low,False Positive,315.19
4429,732094,4951,2022-11-19 06:50:33,Velocity Anomaly,Low,False Positive,9435.55
4430,218348,20081,2024-08-30 06:24:24,Unusual Transaction,Medium,Closed,2854.11
4431,383551,16216,2025-03-21 21:16:17,Possible Account Takeover,Medium,False Positive,92.72
4432,747113,4346,2024-10-08 05:43:10,Possible Account Takeover,Medium,Confirmed,965.03
4433,594022,23524,2022-12-09 07:28:55,High Value Transaction,Medium,False Positive,687.97
4434,317816,7314,2025-12-19 11:44:45,High Value Transaction,Medium,Investigating,200.42
4435,894771,7207,2024-03-27 06:06:43,Suspicious Merchant,High,Open,404.69
4436,240929,23908,2024-07-03 16:20:05,Suspicious Merchant,Low,Closed,8457.59
4437,113213,639,2023-10-29 04:04:54,Possible Account Takeover,High,False Positive,4121.14
4438,408036,24473,2022-06-02 12:49:04,Unusual Transaction,High,Open,140.18
4439,600194,19610,2025-05-29 05:33:18,Geographic Anomaly,High,False Positive,1364.97
4440,750442,14718,2023-03-09 00:19:00,Geographic Anomaly,High,Investigating,13440.12
4441,493474,10687,2025-05-05 20:11:12,Suspicious Merchant,Medium,Open,198.26
4442,347118,4003,2023-05-07 11:31:06,Unusual Transaction,Low,Investigating,93.5
4443,947301,9415,2022-05-03 21:23:30,Suspicious Merchant,Medium,False Positive,334.23
4444,845490,12037,2022-01-05 09:32:26,Geographic Anomaly,Critical,False Positive,4009.73
4445,604610,24339,2022-06-20 22:55:26,Suspicious Merchant,Medium,False Positive,731.56
4446,626016,23694,2025-06-05 16:53:33,Velocity Anomaly,Low,Investigating,3799.01
4447,631991,9099,2025-10-28 16:32:04,Suspicious Merchant,Low,False Positive,28.8
4448,361077,3357,2024-04-10 10:23:02,Possible Account Takeover,Critical,Confirmed,2497.98
4449,936449,11594,2023-03-12 17:41:57,Suspicious Merchant,Low,False Positive,4020.1
4450,364916,1426,2022-06-05 06:33:26,Possible Account Takeover,Low,Closed,808.78
4451,773956,9995,2022-08-31 22:19:34,Unusual Transaction,Medium,Confirmed,3256.11
4452,900047,7273,2022-10-16 06:48:05,Geographic Anomaly,Critical,False Positive,95.89
4453,812752,8097,2025-02-16 03:03:58,High Value Transaction,Medium,Closed,377.72
4454,374328,24283,2022-08-23 12:27:04,High Value Transaction,Medium,Confirmed,633.33
4455,482043,6387,2025-03-17 22:42:16,Geographic Anomaly,Medium,False Positive,224.89
4456,256135,11398,2022-12-22 02:11:46,High Value Transaction,Low,False Positive,804.73
4457,198950,11929,2025-11-18 03:03:38,Suspicious Merchant,High,Investigating,1136.35
4458,765658,17689,2023-03-12 12:46:19,Unusual Transaction,Medium,False Positive,3277.91
4459,307381,4954,2024-06-02 08:42:43,Unusual Transaction,Medium,False Positive,1876.53
4460,335550,9756,2022-01-30 15:43:19,Geographic Anomaly,High,Investigating,161.28
4461,765771,22486,2023-05-19 14:24:11,High Value Transaction,Critical,Open,764.19
4462,19177,6942,2025-08-11 11:23:18,Suspicious Merchant,Medium,Closed,4697.63
4463,87270,8711,2022-12-14 02:23:38,Unusual Transaction,Low,False Positive,1037.88
4464,689949,5274,2025-07-17 09:02:35,Unusual Transaction,High,Investigating,72.86
4465,257440,11023,2023-01-20 02:30:00,Velocity Anomaly,Medium,Confirmed,208.3
4466,64747,21253,2025-05-22 06:29:03,Velocity Anomaly,High,False Positive,2383.71
4467,57599,8517,2025-01-23 03:19:09,Unusual Transaction,High,Investigating,60.62
4468,558326,1218,2025-03-05 02:20:03,Geographic Anomaly,Low,Open,2810.82
4469,395102,12060,2023-07-05 15:00:57,Possible Account Takeover,Critical,False Positive,391.12
4470,370536,15030,2023-08-15 06:36:24,Possible Account Takeover,Medium,False Positive,757.26
4471,117220,17778,2022-11-05 04:02:37,Suspicious Merchant,Medium,Confirmed,55.65
4472,17283,2503,2023-09-30 14:12:14,Unusual Transaction,Low,Open,641.16
4473,42223,22712,2024-11-17 01:27:25,Unusual Transaction,High,Confirmed,447.61
4474,698304,12757,2024-04-09 08:00:19,Unusual Transaction,Medium,Confirmed,490.25
4475,95126,23019,2025-10-11 12:32:20,Geographic Anomaly,Medium,Confirmed,465.31
4476,223697,132,2023-12-09 09:21:36,Velocity Anomaly,High,Confirmed,1498.65
4477,781038,18981,2022-05-22 14:15:12,Unusual Transaction,Medium,Investigating,1409.75
4478,566022,13138,2024-10-20 06:16:18,Unusual Transaction,Medium,Confirmed,210.31
4479,123495,14017,2022-08-20 05:17:40,High Value Transaction,High,Closed,333.97
4480,424471,2040,2022-07-12 17:38:20,Geographic Anomaly,High,Confirmed,510.4
4481,770584,21843,2025-10-26 14:51:16,Suspicious Merchant,High,Confirmed,16957.58
4482,278008,10148,2022-07-07 21:26:47,Unusual Transaction,High,Confirmed,197.39
4483,175737,10560,2022-12-15 03:55:19,High Value Transaction,Medium,Confirmed,4394.72
4484,157434,5504,2023-12-23 16:51:19,Possible Account Takeover,Medium,False Positive,1215.47
4485,783380,849,2024-10-26 00:20:11,Suspicious Merchant,Medium,Confirmed,1270.48
4486,253646,3658,2025-06-16 03:02:49,Unusual Transaction,High,False Positive,10303.26
4487,986364,20155,2024-12-17 21:53:24,Unusual Transaction,Medium,Investigating,108.36
4488,179094,16473,2025-12-17 19:45:56,High Value Transaction,High,Closed,2996.79
4489,285827,5284,2024-11-06 22:14:39,Geographic Anomaly,Low,Investigating,762.36
4490,571372,20254,2022-01-23 22:51:37,Unusual Transaction,Low,Open,9413.16
4491,636928,3226,2025-05-10 23:30:55,Possible Account Takeover,Low,Investigating,275.48
4492,683092,3205,2023-08-31 22:51:35,Unusual Transaction,Low,Investigating,12985.26
4493,787784,20452,2025-12-04 03:39:46,Possible Account Takeover,Medium,False Positive,7811.87
4494,776117,2211,2022-07-21 06:28:43,Suspicious Merchant,Low,Confirmed,122.18
4495,606336,1557,2022-11-10 10:14:17,Suspicious Merchant,Low,False Positive,2185.92
4496,8682,8175,2022-06-28 00:02:32,Velocity Anomaly,Low,Open,93.88
4497,477625,16187,2025-10-06 04:07:05,Velocity Anomaly,High,Confirmed,3058.68
4498,169960,6828,2024-07-12 19:09:48,Possible Account Takeover,High,Confirmed,112.19
4499,55626,18231,2023-10-31 08:43:16,Geographic Anomaly,Low,False Positive,487.39
4500,449574,9206,2022-08-22 22:52:59,Unusual Transaction,High,Open,1413.17
4501,28783,20288,2022-06-22 13:06:49,Unusual Transaction,Medium,Open,225.95
4502,41426,10796,2024-07-23 06:53:12,Velocity Anomaly,Low,Confirmed,13.24
4503,635808,2721,2024-09-26 20:34:41,Possible Account Takeover,Medium,False Positive,1486.4
4504,355898,24345,2023-02-17 00:38:47,Unusual Transaction,Low,False Positive,335.78
4505,644608,5416,2022-09-07 08:13:07,Unusual Transaction,High,Open,1486.72
4506,378407,16971,2024-08-19 07:20:12,Geographic Anomaly,Low,Investigating,197.34
4507,965413,22218,2022-07-29 03:49:50,High Value Transaction,Critical,Investigating,4619.94
4508,48359,5490,2022-01-09 23:09:51,Velocity Anomaly,Low,Confirmed,2998.43
4509,997731,23593,2025-09-17 11:27:19,Velocity Anomaly,Medium,False Positive,1127.87
4510,814926,1152,2022-11-03 22:41:11,High Value Transaction,High,Investigating,1112.55
4511,851792,12010,2024-09-21 04:19:39,Unusual Transaction,Low,Confirmed,586.75
4512,261143,21153,2022-05-07 01:13:35,Geographic Anomaly,Medium,False Positive,331.45
4513,676981,5818,2024-08-13 05:54:08,Geographic Anomaly,Medium,Confirmed,9388.11
4514,554790,18093,2022-07-29 21:15:15,Velocity Anomaly,Medium,Investigating,227.93
4515,185932,133,2025-12-30 19:56:35,Geographic Anomaly,Low,Confirmed,45.47
4516,92082,2302,2025-12-20 20:18:32,Suspicious Merchant,Low,Confirmed,289.81
4517,933154,11246,2022-04-02 06:58:54,High Value Transaction,Medium,Closed,398.48
4518,246879,16805,2022-05-24 08:01:02,Unusual Transaction,Medium,False Positive,933.71
4519,648425,24963,2024-08-22 07:25:00,Suspicious Merchant,Medium,Investigating,234.58
4520,20776,11878,2024-03-14 16:16:39,High Value Transaction,Low,Investigating,107.68
4521,738996,19267,2025-06-24 22:06:51,Possible Account Takeover,Medium,Confirmed,3366.93
4522,877314,24311,2023-12-18 21:03:31,Velocity Anomaly,Medium,Confirmed,3488.56
4523,937681,1067,2023-08-10 03:17:30,Geographic Anomaly,Medium,Closed,381.93
4524,667141,6742,2025-07-24 00:54:14,Possible Account Takeover,Medium,Confirmed,395.73
4525,977564,13618,2023-02-01 23:36:49,Geographic Anomaly,Medium,Closed,1533.53
4526,495511,8717,2024-04-21 01:32:37,Suspicious Merchant,Medium,False Positive,538.85
4527,205958,17941,2024-09-23 11:42:58,Unusual Transaction,Low,Closed,300.05
4528,756342,18134,2024-06-16 12:21:54,Unusual Transaction,Medium,False Positive,1800.52
4529,577142,13934,2025-11-28 17:50:44,Unusual Transaction,Low,False Positive,157.55
4530,756522,4786,2023-05-27 10:26:27,Geographic Anomaly,Medium,False Positive,2014.08
4531,247237,15346,2024-10-01 19:29:01,Possible Account Takeover,Medium,False Positive,126.91
4532,210045,11571,2023-12-13 18:30:43,Unusual Transaction,Medium,Confirmed,136.96
4533,667831,4483,2022-08-21 10:00:15,Possible Account Takeover,Medium,Closed,3905.75
4534,440745,20568,2025-05-02 06:38:19,Geographic Anomaly,Low,False Positive,93.4
4535,603078,15604,2022-08-27 17:51:08,Suspicious Merchant,Medium,Confirmed,1202.97
4536,854862,3879,2023-11-19 18:20:37,Possible Account Takeover,High,Closed,785.71
4537,444522,3450,2024-06-10 02:27:45,Suspicious Merchant,High,Closed,701.25
4538,707252,18404,2024-02-12 14:52:29,Geographic Anomaly,High,False Positive,371.39
4539,932538,13384,2024-04-15 06:39:09,Geographic Anomaly,High,Confirmed,135.25
4540,753017,3957,2022-11-18 08:24:23,Velocity Anomaly,Medium,Closed,5737.82
4541,371469,13618,2025-08-20 19:31:32,Geographic Anomaly,Low,False Positive,1548.7
4542,332267,7598,2025-05-22 16:08:04,Geographic Anomaly,Medium,False Positive,1601.98
4543,404215,10385,2023-04-10 15:25:10,High Value Transaction,Low,Closed,396.11
4544,207534,17177,2025-02-20 23:18:01,Unusual Transaction,Medium,Investigating,1801.79
4545,680443,8572,2022-01-14 06:06:58,Velocity Anomaly,High,Investigating,1900.97
4546,386699,17317,2025-10-15 03:39:49,Velocity Anomaly,High,False Positive,122.13
4547,162731,21288,2024-12-30 11:53:23,Velocity Anomaly,Medium,Open,163.8
4548,891557,8801,2024-12-27 15:16:07,High Value Transaction,Medium,False Positive,10303.19
4549,512427,23888,2022-08-25 07:37:41,Suspicious Merchant,Medium,Investigating,3460.59
4550,811300,6458,2022-10-04 17:53:19,Geographic Anomaly,High,Investigating,229.03
4551,818898,15477,2025-09-24 21:36:45,Unusual Transaction,High,Confirmed,16046.74
4552,651692,10531,2024-08-30 22:14:09,Possible Account Takeover,Critical,Confirmed,462.48
4553,262822,14581,2023-02-01 04:47:03,Suspicious Merchant,Low,Investigating,867.06
4554,455715,24695,2024-03-30 15:42:58,Geographic Anomaly,Medium,Open,2834.65
4555,93351,18446,2023-03-01 01:42:43,High Value Transaction,Medium,Confirmed,161.92
4556,539954,3897,2023-04-14 02:16:03,Geographic Anomaly,Low,False Positive,7148.7
4557,19710,15492,2023-10-17 17:52:07,Geographic Anomaly,High,Closed,1061.3
4558,917946,24652,2024-01-31 23:08:28,High Value Transaction,Critical,Open,313.1
4559,914580,12299,2022-08-30 20:38:12,Velocity Anomaly,Low,False Positive,385.65
4560,744600,18438,2025-06-15 15:23:34,Velocity Anomaly,Low,Confirmed,483.22
4561,685991,14444,2024-07-11 20:26:51,Unusual Transaction,Medium,Confirmed,3695.63
4562,821295,8205,2025-12-08 01:33:48,Unusual Transaction,High,Closed,3019.34
4563,259418,18674,2024-07-06 09:19:54,Velocity Anomaly,Medium,Confirmed,501.21
4564,3604,1971,2024-09-17 00:29:38,Suspicious Merchant,Low,Confirmed,5546.08
4565,846988,2218,2023-06-04 07:28:07,Possible Account Takeover,Low,Investigating,461.34
4566,828853,10133,2023-11-14 04:47:17,Geographic Anomaly,Medium,Closed,3506.62
4567,888611,24699,2024-05-17 02:39:07,Possible Account Takeover,High,Confirmed,1349.25
4568,787640,1116,2024-12-25 21:07:03,Geographic Anomaly,Medium,False Positive,486.17
4569,557151,8357,2024-08-14 03:11:33,Velocity Anomaly,Medium,Confirmed,2065.74
4570,296070,5649,2024-08-17 18:22:45,Unusual Transaction,Low,Confirmed,930.51
4571,509333,23099,2024-10-14 01:52:27,Suspicious Merchant,Medium,False Positive,346.41
4572,456287,4678,2024-01-23 17:28:13,Unusual Transaction,High,Open,498.03
4573,104358,6950,2023-07-11 10:07:07,Possible Account Takeover,Medium,False Positive,1199.0
4574,667894,23892,2025-01-21 16:46:24,Unusual Transaction,Medium,False Positive,113.96
4575,580303,6548,2024-01-05 23:46:15,Velocity Anomaly,High,Investigating,1254.87
4576,431262,15184,2023-12-18 20:46:04,Suspicious Merchant,Low,Investigating,1167.4
4577,591223,4700,2023-11-27 15:39:20,Possible Account Takeover,Medium,False Positive,2075.25
4578,247608,2587,2024-09-30 12:20:32,Suspicious Merchant,Medium,Confirmed,266.55
4579,937398,21332,2023-01-05 03:54:05,Geographic Anomaly,Medium,Confirmed,1013.64
4580,224484,12430,2022-02-21 07:09:43,Unusual Transaction,High,Open,1109.23
4581,276161,21173,2022-11-11 04:03:24,Suspicious Merchant,High,False Positive,867.63
4582,786923,2545,2024-11-26 00:59:29,High Value Transaction,Medium,Closed,4359.81
4583,235454,17094,2025-03-05 17:00:54,Unusual Transaction,Low,False Positive,368.62
4584,489053,10071,2022-08-28 17:08:35,Geographic Anomaly,Medium,Confirmed,1438.75
4585,689447,17507,2024-02-06 13:58:59,Suspicious Merchant,Medium,False Positive,143.42
4586,712339,5090,2022-05-09 14:04:36,Possible Account Takeover,Medium,Investigating,4571.59
4587,62943,19608,2024-10-23 01:36:47,Geographic Anomaly,High,Investigating,760.84
4588,703136,5641,2023-06-09 06:59:46,High Value Transaction,Low,False Positive,1563.87
4589,470900,12192,2022-02-15 20:24:01,Suspicious Merchant,Medium,False Positive,2732.11
4590,323187,19960,2023-03-27 05:02:08,Velocity Anomaly,Medium,False Positive,301.07
4591,594066,17845,2023-12-03 08:50:37,Unusual Transaction,Medium,Confirmed,2939.87
4592,779081,1170,2024-12-02 12:57:23,Possible Account Takeover,High,Closed,1684.54
4593,388176,18556,2025-06-27 19:59:35,Velocity Anomaly,Low,Closed,25.96
4594,926911,1570,2025-02-14 02:08:21,Suspicious Merchant,Medium,Confirmed,48.84
4595,118704,19983,2025-06-05 01:09:00,Suspicious Merchant,Critical,Investigating,2155.98
4596,650769,13309,2022-12-10 22:11:31,Geographic Anomaly,Medium,Confirmed,209.19
4597,752832,4565,2022-07-21 01:16:37,Suspicious Merchant,Medium,Investigating,469.89
4598,169076,15845,2023-05-07 01:03:14,Possible Account Takeover,Medium,Closed,791.88
4599,575839,2407,2024-02-09 03:09:38,Velocity Anomaly,Critical,Confirmed,484.16
4600,641418,17280,2024-12-08 08:56:39,Possible Account Takeover,Critical,False Positive,4922.07
4601,735675,24957,2024-08-20 19:40:38,High Value Transaction,Medium,False Positive,608.74
4602,211774,11553,2025-05-16 09:05:14,High Value Transaction,Low,False Positive,113.19
4603,409766,2164,2024-02-16 19:49:02,Unusual Transaction,High,Investigating,1920.85
4604,870387,15882,2025-04-28 04:59:08,Unusual Transaction,Medium,Closed,10663.38
4605,670392,6371,2023-11-18 17:33:36,High Value Transaction,Medium,Investigating,1722.9
4606,526381,24719,2024-05-09 23:15:45,Suspicious Merchant,High,False Positive,1684.03
4607,130069,14757,2024-01-03 15:05:10,Possible Account Takeover,Medium,False Positive,488.5
4608,692774,18083,2025-04-09 00:45:40,High Value Transaction,Low,Investigating,2499.63
4609,23723,3533,2023-05-25 19:10:08,Unusual Transaction,High,Closed,288.28
4610,418695,12703,2025-04-25 19:26:32,High Value Transaction,Medium,Confirmed,4011.07
4611,526832,18770,2025-05-09 02:16:54,Suspicious Merchant,Medium,False Positive,1290.19
4612,155072,14055,2022-02-10 00:27:55,High Value Transaction,Medium,False Positive,2203.42
4613,173310,6088,2024-12-20 05:26:32,Possible Account Takeover,Medium,False Positive,472.2
4614,946376,20095,2023-07-03 15:16:03,Velocity Anomaly,Low,Investigating,9870.57
4615,892656,20608,2022-09-28 00:14:33,Suspicious Merchant,Medium,False Positive,662.76
4616,53019,15103,2025-07-10 02:06:11,Unusual Transaction,Medium,False Positive,437.93
4617,600970,16617,2025-06-05 23:01:34,Possible Account Takeover,High,Investigating,421.86
4618,492413,8100,2023-02-17 06:29:00,High Value Transaction,Medium,False Positive,660.15
4619,374209,21117,2024-12-17 06:41:20,High Value Transaction,High,False Positive,1170.02
4620,554196,1549,2022-08-06 08:41:05,Velocity Anomaly,High,False Positive,1167.11
4621,815430,2156,2025-06-13 00:04:48,Unusual Transaction,High,Open,275.07
4622,869633,21634,2024-05-12 07:44:02,Unusual Transaction,Low,Confirmed,3466.01
4623,950837,15870,2025-06-28 22:43:24,Geographic Anomaly,High,Open,217.63
4624,835140,16532,2024-12-06 04:39:01,Unusual Transaction,Medium,Confirmed,352.47
4625,161198,20407,2023-10-20 07:26:00,Velocity Anomaly,Low,Closed,95.48
4626,467206,24854,2022-11-02 15:52:31,Geographic Anomaly,Low,Open,97.39
4627,157406,1178,2025-12-09 23:12:06,Geographic Anomaly,High,Confirmed,2971.47
4628,597266,7539,2025-10-11 04:15:50,High Value Transaction,Low,False Positive,639.87
4629,530302,14753,2024-11-14 13:32:36,High Value Transaction,Low,Open,46.02
4630,861496,11819,2023-05-05 22:50:59,Unusual Transaction,High,Open,4224.36
4631,779459,23215,2022-10-09 11:58:45,Geographic Anomaly,High,False Positive,1782.42
4632,207646,8663,2024-11-28 10:26:36,High Value Transaction,Medium,False Positive,550.32
4633,484437,1598,2025-04-28 09:21:46,Velocity Anomaly,Low,False Positive,1112.53
4634,802662,22437,2024-06-14 17:00:25,High Value Transaction,Low,False Positive,1418.8
4635,816847,13911,2024-07-01 08:55:20,Suspicious Merchant,Medium,Confirmed,809.9
4636,107891,5573,2025-05-15 12:04:55,Suspicious Merchant,Low,Closed,1574.32
4637,556850,6807,2023-01-27 03:11:11,High Value Transaction,Medium,Open,4871.34
4638,878857,15168,2025-08-22 06:20:47,Geographic Anomaly,Low,Confirmed,3426.75
4639,218094,2414,2025-01-04 21:45:42,Geographic Anomaly,High,Confirmed,148.99
4640,957641,14315,2024-03-24 17:43:30,Possible Account Takeover,Medium,Investigating,1134.97
4641,132177,4027,2024-06-12 18:21:12,Suspicious Merchant,Low,Confirmed,187.71
4642,195700,23853,2022-06-23 16:28:48,Velocity Anomaly,High,False Positive,255.12
4643,784973,12176,2022-04-15 16:08:03,Geographic Anomaly,Medium,False Positive,432.85
4644,675978,9416,2024-05-24 03:44:14,Unusual Transaction,Medium,Confirmed,1083.43
4645,704335,6277,2025-12-05 19:04:57,Suspicious Merchant,High,False Positive,770.83
4646,812039,19416,2022-11-29 14:39:35,Velocity Anomaly,Medium,False Positive,4131.85
4647,386133,23216,2022-05-14 06:13:44,Velocity Anomaly,Medium,Confirmed,975.71
4648,938943,2711,2024-06-27 02:58:35,Geographic Anomaly,Medium,Confirmed,153.29
4649,802361,23628,2023-06-10 01:13:26,Velocity Anomaly,Low,Confirmed,44737.46
4650,909158,19405,2022-07-02 07:38:59,Geographic Anomaly,Low,Investigating,754.45
4651,746076,9589,2023-10-28 19:39:39,High Value Transaction,High,False Positive,627.69
4652,877711,4727,2025-11-03 03:37:47,Suspicious Merchant,Medium,Open,200.84
4653,87105,13006,2024-06-26 14:48:38,Possible Account Takeover,Medium,Investigating,979.09
4654,565932,21497,2024-07-21 19:55:57,High Value Transaction,Medium,Investigating,187.84
4655,536878,21409,2024-02-23 10:44:48,Suspicious Merchant,High,False Positive,281.72
4656,954795,2097,2025-04-18 07:55:50,Geographic Anomaly,Critical,Open,214.13
4657,180317,17421,2024-06-09 04:33:04,Suspicious Merchant,Medium,False Positive,4002.16
4658,328817,2448,2024-03-15 13:22:17,Geographic Anomaly,High,Open,2307.48
4659,967938,1371,2023-01-13 01:05:25,High Value Transaction,High,False Positive,926.57
4660,646326,16437,2024-03-17 11:37:51,Unusual Transaction,Medium,Closed,128.87
4661,267612,4786,2025-07-30 09:34:35,Unusual Transaction,Low,Confirmed,504.46
4662,181921,11630,2024-04-28 02:53:19,Suspicious Merchant,Low,False Positive,59.96
4663,533517,14914,2022-05-09 23:50:48,Unusual Transaction,High,False Positive,412.64
4664,427135,7825,2022-09-12 11:45:59,Geographic Anomaly,High,False Positive,379.85
4665,350594,400,2022-08-06 13:37:31,Velocity Anomaly,High,False Positive,618.31
4666,919287,22439,2022-12-05 18:39:56,Geographic Anomaly,Low,Investigating,207.27
4667,644120,12496,2024-09-16 05:48:35,Velocity Anomaly,Medium,Confirmed,436.18
4668,460181,18310,2023-08-09 08:30:06,High Value Transaction,High,Closed,1550.33
4669,625402,24753,2022-08-03 21:54:57,Possible Account Takeover,High,Confirmed,271.18
4670,210151,22839,2023-04-27 13:33:48,Velocity Anomaly,Low,Closed,12525.6
4671,170936,13763,2024-11-28 21:34:00,Unusual Transaction,High,False Positive,4318.12
4672,425535,9651,2022-01-13 17:45:22,Geographic Anomaly,Low,Confirmed,577.76
4673,249658,13326,2022-05-05 00:57:54,High Value Transaction,High,False Positive,948.24
4674,655218,21924,2022-09-03 16:40:52,Unusual Transaction,Medium,False Positive,1396.18
