loan_id,customer_id,branch_id,loan_type,application_date,approval_date,loan_amount,interest_rate,tenure_months,credit_score,loan_status,default_flag,outstanding_amount
7657,8518,6,Business,2023-10-28,2023-11-10,284925.09,12.72,36,770,Active,False,203497.42
7658,20136,80,Home,2023-09-07,2023-10-07,466812.43,13.665,60,643,Active,False,310155.82
7659,23791,77,Auto,2022-02-22,2022-03-21,358160.63,11.118,48,753,Active,False,177807.94
7660,22518,25,Business,2024-05-30,2024-06-02,125276.08,17.895,84,667,Active,False,71120.82
7661,10850,48,Home,2023-09-20,2023-10-14,50000.0,8.361,12,760,Active,False,9168.51
7662,4395,54,Personal,2025-05-10,2025-05-12,206964.08,7.531,36,787,Active,False,155190.4
7663,20947,61,Home,2023-12-13,2023-12-27,108549.33,14.583,48,691,Active,False,55054.18
7664,11149,34,Education,2023-06-01,2023-06-30,247555.65,11.846,120,850,Active,False,216569.72
7665,22149,79,Education,2024-05-28,2024-06-02,448562.41,11.668,36,822,Active,False,190980.38
7666,17546,100,Business,2023-07-19,2023-08-02,233394.76,11.261,60,850,Active,False,178221.14
7667,17474,24,Auto,2023-03-08,2023-03-27,102705.18,8.92,36,634,Active,False,49648.13
7668,10379,7,Auto,2025-02-28,2025-03-01,163335.29,10.54,84,849,Active,False,97912.85
7669,9578,59,Education,2022-04-02,2022-04-21,623468.94,9.3,48,750,Active,False,356906.17
7670,3684,81,Personal,2023-07-12,2023-08-06,163028.33,15.683,24,623,Active,False,148025.91
7671,19017,98,Business,2023-06-24,2023-07-17,54125.02,10.918,24,659,Active,False,42687.45
7672,9505,6,Education,2024-01-14,2024-02-04,780706.48,10.846,36,706,Active,False,525593.97
7673,7125,13,Home,2024-03-14,2024-04-02,104224.7,11.732,60,640,Active,False,15398.82
7674,22072,95,Auto,2024-07-31,2024-08-05,304772.83,15.8,84,668,Active,False,246142.48
7675,11099,91,Education,2022-05-16,2022-06-11,50000.0,10.166,12,697,Active,False,44195.97
7676,24839,34,Auto,2024-12-15,2024-12-18,87400.6,7.697,24,650,Active,False,31975.41
7677,10206,74,Personal,2022-08-07,2022-08-12,177719.07,10.804,36,610,Active,False,96418.17
7678,11290,6,Home,2024-02-22,2024-02-28,367548.21,7.181,120,681,Active,False,92340.81
7679,9132,46,Auto,2023-10-28,2023-11-14,125261.29,14.238,60,629,Active,False,92954.39
7680,4995,86,Education,2025-03-30,2025-04-25,294929.19,13.969,24,764,Active,False,46038.81
7681,20741,77,Home,2024-12-26,2025-01-06,59144.57,9.408,120,762,Active,False,38175.65
7682,19448,7,Home,2024-07-05,2024-07-20,155594.93,11.109,36,803,Active,False,16667.14
7683,7387,37,Auto,2022-05-20,2022-06-14,182114.84,13.482,48,661,Active,False,53638.91
7684,22107,68,Personal,2022-08-08,2022-08-12,244047.66,9.413,12,598,Active,False,172388.57
7685,280,12,Business,2023-01-28,2023-02-13,69190.17,11.198,60,744,Active,False,37630.48
7686,16790,49,Home,2022-01-31,2022-02-09,103764.68,10.267,24,719,Active,False,13205.59
7687,23225,39,Education,2025-01-19,2025-02-01,97027.76,7.81,84,792,Active,False,91163.03
7688,18691,19,Auto,2024-07-26,2024-08-22,174232.04,11.796,84,766,Active,False,164920.64
7689,18989,66,Home,2024-02-06,2024-03-07,465654.67,10.947,60,725,Active,False,163903.92
7690,18997,54,Education,2022-10-09,2022-10-19,133295.87,17.752,24,693,Active,False,90715.83
7691,11438,96,Personal,2023-02-26,2023-03-07,273393.87,14.974,48,622,Active,False,68988.25
7692,23791,54,Auto,2024-03-21,2024-04-20,1220213.51,16.567,48,612,Active,False,230414.52
7693,11396,59,Auto,2024-07-01,2024-07-12,83111.18,13.18,36,712,Active,False,45884.04
7694,15994,20,Business,2023-12-04,2023-12-23,222541.81,8.791,12,730,Active,False,38162.44
7695,3738,55,Education,2023-07-08,2023-07-16,93265.85,9.438,48,764,Active,False,38697.01
7696,10015,98,Auto,2025-06-14,2025-07-14,215066.5,7.417,36,686,Active,False,46117.78
7697,22143,22,Business,2024-08-06,2024-09-02,381348.16,15.261,84,593,Active,False,342981.43
7698,9441,87,Education,2023-05-02,2023-05-03,399192.59,9.911,48,761,Active,False,139542.36
7699,24009,28,Business,2025-02-27,2025-03-09,187286.97,15.832,60,684,Active,False,135847.13
7700,13370,92,Education,2023-02-03,2023-02-18,187858.91,16.36,36,636,Active,False,129343.74
7701,3193,60,Auto,2023-02-05,2023-02-19,125180.66,16.059,24,781,Active,False,44819.97
7702,2104,27,Auto,2022-10-21,2022-10-31,178642.39,14.847,36,581,Active,False,167998.71
7703,21052,84,Auto,2022-02-15,2022-03-09,73510.33,9.698,60,764,Active,False,61764.33
7704,23355,29,Education,2022-11-28,2022-12-25,150476.01,17.528,24,685,Active,False,79356.91
7705,15524,98,Auto,2024-08-29,2024-09-27,50555.75,14.705,48,668,Active,False,12249.08
7706,3447,5,Auto,2023-10-19,2023-11-12,306400.57,11.675,60,850,Active,False,276639.25
7707,16892,69,Home,2025-06-06,2025-06-18,108293.95,12.013,24,662,Active,False,47970.5
7708,7290,37,Personal,2022-05-16,2022-05-20,117168.2,10.906,120,719,Active,False,38950.42
7709,16709,74,Personal,2024-01-19,2024-01-21,294088.64,8.754,24,712,Active,False,164828.79
7710,9555,83,Auto,2024-08-16,2024-08-26,54766.25,12.612,48,726,Active,False,47062.67
7711,3084,93,Home,2022-02-28,2022-03-28,165940.88,8.704,12,680,Active,False,63651.26
7712,879,35,Business,2025-03-11,2025-04-09,1441521.15,14.809,12,658,Active,False,1041368.77
7713,17972,21,Auto,2025-04-27,2025-05-22,233622.6,14.207,48,732,Active,False,141172.89
7714,18407,53,Business,2025-04-07,2025-04-12,225967.73,17.314,12,783,Active,False,94544.6
7715,21938,59,Education,2022-05-11,2022-06-09,75092.87,11.607,36,721,Active,False,57463.86
7716,9181,49,Auto,2023-06-07,2023-06-14,305969.55,10.746,60,708,Active,False,231682.56
7717,7519,66,Education,2025-05-21,2025-06-19,95921.28,7.82,12,716,Active,False,11533.12
7718,19945,51,Business,2024-12-30,2025-01-14,440257.89,17.377,24,780,Active,False,318632.63
7719,14428,97,Education,2022-01-12,2022-01-19,97073.5,15.129,36,708,Active,False,46929.5
7720,11871,48,Home,2024-05-29,2024-06-03,67197.35,8.453,24,750,Active,False,60462.28
7721,946,41,Business,2024-04-28,2024-05-12,356674.79,7.883,36,752,Active,False,284999.31
7722,1658,41,Personal,2022-01-24,2022-02-05,50000.0,16.334,84,592,Active,False,45655.57
7723,7572,97,Auto,2025-04-29,2025-05-16,235727.39,12.468,24,620,Active,False,157069.97
7724,11977,34,Personal,2022-01-01,2022-01-04,55046.25,17.022,36,648,Active,False,34622.56
7725,11203,59,Business,2022-03-02,2022-03-29,162425.12,17.321,48,740,Active,False,29093.13
7726,11047,73,Personal,2024-04-17,2024-05-01,112021.15,15.399,24,732,Defaulted,True,99463.66
7727,10576,85,Business,2025-06-15,2025-07-05,64205.45,8.862,84,706,Active,False,54919.04
7728,20560,56,Personal,2024-11-02,2024-11-13,83022.59,11.218,48,607,Active,False,41390.59
7729,6941,2,Education,2022-03-31,2022-04-09,53710.12,9.669,12,794,Active,False,39064.12
7730,10337,3,Home,2023-02-27,2023-03-05,383610.16,13.781,12,650,Active,False,221190.45
7731,5404,35,Auto,2024-10-07,2024-10-29,181300.75,12.256,12,771,Active,False,69781.18
7732,20035,72,Home,2024-09-02,2024-09-15,86425.57,16.745,24,699,Active,False,28087.43
7733,3637,60,Auto,2024-10-02,2024-10-14,338279.5,13.182,24,775,Active,False,76030.77
7734,14785,2,Education,2024-08-20,2024-09-02,170840.44,14.703,12,645,Active,False,24986.01
7735,534,30,Home,2023-10-15,2023-10-31,57045.21,16.242,60,784,Active,False,24065.32
7736,13897,66,Business,2024-04-01,2024-04-22,50000.0,10.22,24,752,Active,False,18231.69
7737,23356,78,Education,2023-05-23,2023-06-22,272658.55,12.455,84,649,Active,False,87595.47
7738,9299,95,Education,2023-06-28,2023-07-08,363095.75,10.836,48,710,Active,False,203309.38
7739,8419,73,Personal,2023-03-04,2023-03-13,61998.04,16.661,120,755,Active,False,46460.96
7740,7154,17,Home,2022-02-24,2022-03-20,187972.5,16.115,36,752,Active,False,149947.62
7741,22769,16,Auto,2022-10-23,2022-11-08,70592.81,15.24,60,619,Active,False,31214.22
7742,6536,86,Auto,2024-06-07,2024-06-28,189899.76,13.02,36,773,Active,False,94569.91
7743,21644,1,Education,2022-04-23,2022-05-14,182933.19,14.646,36,734,Active,False,139951.82
7744,4388,84,Auto,2023-09-30,2023-10-11,146165.32,14.031,48,639,Active,False,131148.1
7745,11186,10,Business,2022-08-13,2022-09-08,149680.08,14.087,48,736,Active,False,89878.53
7746,13027,82,Auto,2023-12-17,2023-12-31,50000.0,9.995,120,629,Active,False,32640.55
7747,20982,38,Business,2022-04-29,2022-05-13,284817.67,12.523,48,850,Active,False,192535.64
7748,5678,28,Education,2023-11-20,2023-12-03,50297.49,15.958,12,653,Active,False,44523.64
7749,19714,72,Auto,2022-08-04,2022-09-02,68694.29,8.786,48,850,Active,False,45852.25
7750,14077,60,Education,2022-08-07,2022-09-04,362654.2,11.588,24,724,Active,False,320688.38
7751,8250,54,Education,2022-05-05,2022-05-26,337437.45,17.416,24,722,Defaulted,True,47568.26
7752,908,84,Education,2022-03-26,2022-04-01,266391.9,15.341,120,820,Defaulted,True,243654.48
7753,24178,44,Business,2025-05-08,2025-05-28,176571.4,17.933,60,718,Active,False,24389.95
7754,2991,48,Auto,2023-10-30,2023-11-24,182423.62,13.392,84,637,Active,False,102717.92
7755,16717,100,Auto,2023-08-05,2023-08-16,52486.61,12.311,12,664,Active,False,14428.67
7756,7809,58,Education,2025-04-17,2025-04-19,203740.9,13.821,36,775,Active,False,192045.29
7757,18867,16,Home,2024-11-24,2024-12-11,71387.1,12.097,84,655,Active,False,30968.19
7758,8980,79,Auto,2022-10-04,2022-10-14,146312.07,16.023,84,572,Active,False,87684.04
7759,6440,90,Education,2025-03-09,2025-03-30,75994.69,13.367,12,579,Active,False,60291.94
7760,9188,72,Education,2022-05-11,2022-05-12,148335.28,16.196,84,773,Active,False,82449.06
7761,3355,34,Personal,2023-06-06,2023-06-11,92467.61,11.078,84,691,Active,False,87583.15
7762,1207,85,Personal,2022-03-21,2022-03-30,98803.05,8.286,12,674,Active,False,15932.27
7763,13163,87,Home,2024-08-08,2024-08-24,158117.72,8.28,48,616,Active,False,41830.0
7764,16543,47,Home,2023-05-03,2023-05-19,163553.85,7.984,48,675,Active,False,117922.63
7765,633,29,Personal,2022-08-12,2022-09-05,227895.69,7.475,36,698,Active,False,197930.53
7766,4051,51,Business,2023-03-08,2023-04-06,423234.26,15.077,24,818,Defaulted,True,66081.46
7767,5006,13,Auto,2024-07-27,2024-08-21,243632.33,9.279,60,835,Defaulted,True,213588.1
7768,10511,93,Personal,2024-10-01,2024-10-03,158679.81,17.893,12,814,Active,False,148304.95
7769,3172,30,Education,2023-01-10,2023-01-26,391151.18,7.447,84,679,Active,False,236407.91
7770,13988,45,Business,2022-10-19,2022-11-06,89748.22,11.62,60,665,Active,False,9755.88
7771,22203,40,Home,2024-08-13,2024-09-06,110090.19,14.536,24,704,Active,False,25342.24
7772,17737,98,Personal,2024-06-28,2024-07-24,119845.74,12.704,84,758,Active,False,88681.08
7773,1628,60,Auto,2022-12-28,2023-01-06,313724.35,7.816,84,637,Active,False,112222.36
7774,16515,98,Personal,2025-05-23,2025-05-27,98473.23,9.803,12,602,Active,False,42156.25
7775,21511,35,Business,2023-10-09,2023-11-05,161504.52,13.149,24,626,Active,False,84821.96
7776,20215,26,Personal,2023-07-22,2023-08-02,271006.65,11.055,120,774,Active,False,168925.02
7777,4605,88,Personal,2022-08-11,2022-09-02,351541.86,13.154,120,817,Active,False,330899.51
7778,9360,82,Auto,2024-07-06,2024-07-12,169848.56,15.744,84,673,Active,False,46064.43
7779,22191,100,Business,2025-03-20,2025-04-08,170495.44,11.348,48,647,Active,False,57332.66
7780,4636,54,Business,2024-10-05,2024-10-17,171150.58,17.874,60,709,Defaulted,True,156816.89
7781,13772,67,Home,2024-04-07,2024-04-09,206922.59,14.745,120,697,Active,False,168297.0
7782,12646,75,Personal,2025-05-25,2025-06-06,108247.1,10.916,12,542,Active,False,88999.29
7783,17572,69,Personal,2023-11-18,2023-11-26,92052.49,12.839,48,759,Active,False,51732.35
7784,2001,1,Auto,2024-07-07,2024-08-04,140166.59,15.761,24,677,Active,False,69847.16
7785,22572,86,Auto,2023-02-08,2023-02-25,223331.24,16.057,12,639,Active,False,104771.42
7786,494,50,Home,2023-09-07,2023-09-21,50000.0,13.601,12,622,Active,False,37233.25
7787,2101,54,Business,2024-11-15,2024-12-15,151488.21,17.592,24,638,Active,False,69488.61
7788,15169,81,Home,2023-03-17,2023-04-10,90751.95,13.542,24,760,Active,False,41162.48
7789,22906,92,Auto,2023-01-16,2023-01-29,312979.1,14.774,48,633,Active,False,265130.24
7790,8263,38,Home,2025-06-05,2025-06-25,806261.75,8.194,120,665,Active,False,215661.85
7791,22538,30,Education,2023-10-07,2023-10-24,730457.68,15.31,24,771,Active,False,453020.78
7792,22191,87,Home,2022-04-24,2022-05-15,50000.0,11.024,12,720,Active,False,45339.33
7793,11224,75,Auto,2024-10-17,2024-10-23,95000.62,14.431,24,850,Active,False,35558.53
7794,9913,13,Business,2022-09-12,2022-09-16,124760.05,11.323,12,711,Active,False,69820.95
7795,2892,84,Auto,2023-04-09,2023-04-17,232418.75,11.648,24,780,Active,False,168169.33
7796,21455,90,Business,2023-04-25,2023-05-20,92838.61,17.873,60,720,Defaulted,True,24552.39
7797,21757,47,Home,2023-05-13,2023-06-12,90887.52,12.622,36,731,Active,False,69992.12
7798,2524,32,Business,2025-06-07,2025-06-20,121710.83,7.301,36,789,Active,False,34762.91
7799,14056,82,Home,2023-07-15,2023-07-29,59829.44,8.593,48,671,Active,False,33386.55
7800,14584,23,Auto,2025-04-23,2025-05-07,309346.82,16.099,48,631,Active,False,146948.05
7801,19310,46,Education,2024-10-19,2024-10-25,78190.22,13.073,120,704,Active,False,45034.49
7802,9904,64,Auto,2023-06-03,2023-07-01,132010.93,16.554,84,660,Active,False,51789.01
7803,14454,77,Education,2025-02-15,2025-03-06,314313.4,16.14,12,798,Active,False,212066.39
7804,3901,42,Auto,2025-03-14,2025-04-03,136300.71,13.7,84,673,Active,False,113164.37
7805,22088,14,Personal,2023-08-16,2023-09-07,50146.28,15.577,84,678,Active,False,15268.52
7806,3832,20,Business,2022-07-12,2022-08-02,125577.42,8.314,24,733,Active,False,100757.36
7807,10707,20,Personal,2024-05-29,2024-06-18,144075.36,9.178,84,603,Active,False,89304.84
7808,19750,16,Education,2025-01-17,2025-02-09,50000.0,17.898,12,802,Active,False,29787.87
7809,2877,82,Home,2022-10-18,2022-11-13,231528.52,7.779,84,771,Active,False,66310.61
7810,3416,67,Home,2023-04-09,2023-05-06,115073.76,8.692,48,697,Active,False,97906.79
7811,16636,90,Auto,2024-12-30,2025-01-05,55999.25,13.61,24,850,Active,False,50351.7
7812,21025,47,Personal,2022-05-30,2022-06-02,64814.58,10.525,24,660,Active,False,37273.12
7813,610,73,Auto,2022-10-12,2022-10-21,191356.22,7.557,24,762,Active,False,117910.02
7814,17087,54,Personal,2023-08-09,2023-08-12,64577.81,16.129,48,609,Active,False,55447.25
7815,24473,94,Education,2024-05-27,2024-06-07,403136.35,13.333,60,622,Active,False,344205.25
7816,10948,16,Education,2022-08-30,2022-09-14,119242.67,14.692,120,720,Active,False,108865.9
7817,7253,26,Home,2024-12-14,2025-01-13,86136.16,17.192,120,816,Active,False,24957.6
7818,15815,16,Auto,2024-06-08,2024-06-23,83389.21,11.735,36,701,Active,False,61097.36
7819,23796,55,Personal,2023-10-02,2023-10-07,117409.93,13.857,84,763,Active,False,105221.13
7820,2810,58,Auto,2022-09-11,2022-09-13,97927.21,9.445,48,712,Active,False,27132.62
7821,3172,56,Business,2023-06-09,2023-06-24,82769.17,14.179,120,660,Active,False,23379.33
7822,1710,98,Business,2023-09-04,2023-09-25,245329.18,14.687,120,681,Active,False,32944.69
7823,13499,55,Personal,2025-03-24,2025-04-13,105262.21,13.569,36,748,Active,False,38445.23
7824,18614,62,Business,2022-03-15,2022-04-09,3427665.81,8.389,84,665,Active,False,388151.0
7825,23984,94,Business,2024-02-04,2024-03-04,50197.02,8.38,36,656,Active,False,24753.02
7826,12763,86,Home,2023-10-17,2023-11-12,271625.15,17.145,60,668,Active,False,62069.19
7827,13633,83,Business,2023-05-14,2023-05-18,112144.22,13.125,24,740,Active,False,18165.86
7828,3961,50,Personal,2022-01-20,2022-01-29,455316.29,11.133,48,676,Active,False,329972.61
7829,7880,27,Auto,2022-07-31,2022-08-09,337017.21,10.927,36,631,Active,False,269076.64
7830,16332,74,Education,2022-08-15,2022-08-16,201953.35,7.949,24,799,Active,False,80830.1
7831,20727,27,Education,2023-02-16,2023-03-18,142050.26,11.558,120,584,Active,False,126331.37
7832,9641,85,Personal,2025-03-01,2025-03-05,50000.0,15.968,60,715,Active,False,11644.9
7833,1028,100,Education,2022-02-24,2022-03-21,203651.77,13.595,120,723,Active,False,76195.41
7834,21135,3,Business,2022-10-02,2022-10-11,239405.0,17.413,84,742,Active,False,171258.56
7835,24379,67,Personal,2022-12-28,2023-01-13,425692.63,8.903,48,815,Active,False,76149.09
7836,5726,30,Auto,2022-06-22,2022-06-26,158432.63,16.699,48,729,Active,False,48324.48
7837,20184,10,Business,2025-03-10,2025-03-19,404506.27,15.086,84,710,Active,False,215997.85
7838,12319,24,Education,2022-02-14,2022-03-06,74328.05,7.298,12,787,Active,False,14489.31
7839,8444,65,Personal,2022-05-13,2022-05-26,1289408.64,7.358,12,578,Active,False,134406.83
7840,19177,24,Auto,2024-06-26,2024-07-07,370413.36,17.18,12,705,Active,False,321023.01
7841,9495,5,Business,2022-07-09,2022-08-01,67784.84,12.11,48,687,Active,False,11765.56
7842,16408,58,Home,2025-04-09,2025-04-24,113665.18,13.613,12,764,Active,False,95903.88
7843,5963,94,Home,2024-06-29,2024-07-16,50000.0,16.929,60,714,Active,False,29986.16
7844,1280,65,Auto,2022-12-12,2023-01-11,285964.82,7.538,12,745,Active,False,46915.89
7845,4535,86,Education,2024-08-17,2024-09-09,114028.38,7.404,120,594,Active,False,39967.43
7846,10080,70,Business,2022-08-26,2022-09-18,332744.35,13.741,24,733,Active,False,166314.03
7847,3459,59,Business,2023-08-01,2023-08-15,164238.18,11.461,24,620,Active,False,55622.38
7848,9209,44,Personal,2022-02-01,2022-02-28,257175.34,7.103,36,669,Active,False,136470.43
7849,22077,82,Education,2022-09-26,2022-10-02,161286.23,13.846,36,529,Active,False,63123.7
7850,9279,3,Auto,2023-03-25,2023-03-30,50000.0,11.935,48,605,Active,False,32073.64
7851,18540,54,Personal,2022-03-21,2022-03-23,76998.08,12.179,60,573,Active,False,15733.55
7852,8650,18,Education,2024-09-22,2024-10-17,255015.68,10.866,60,744,Active,False,34830.71
7853,21994,77,Personal,2024-08-23,2024-09-09,69128.27,14.17,60,680,Active,False,14201.85
7854,20382,83,Personal,2023-12-13,2023-12-30,724408.88,9.464,120,706,Active,False,363793.39
7855,21486,83,Personal,2024-10-05,2024-10-08,174957.48,8.469,24,771,Active,False,42681.28
7856,21849,33,Auto,2023-12-31,2024-01-08,50000.0,10.315,120,846,Active,False,26065.95
7857,16799,94,Auto,2023-02-04,2023-02-16,73698.77,14.308,84,728,Active,False,49094.6
7858,13913,33,Auto,2022-01-15,2022-02-06,50468.0,14.32,84,644,Active,False,40180.63
7859,7932,17,Education,2023-04-16,2023-05-15,252169.72,15.056,24,727,Active,False,93832.09
7860,4678,76,Education,2024-03-16,2024-04-07,141030.88,8.527,24,797,Active,False,105491.42
7861,21729,33,Personal,2025-06-10,2025-07-03,87779.37,14.188,60,715,Active,False,64233.69
7862,24940,89,Personal,2023-10-13,2023-10-26,198616.94,10.274,24,751,Active,False,174322.67
7863,12219,91,Personal,2024-07-04,2024-07-21,149181.84,8.463,84,823,Active,False,120566.61
7864,8233,34,Personal,2025-04-05,2025-04-12,339690.49,13.357,60,775,Active,False,211611.67
7865,17802,69,Education,2023-08-05,2023-08-26,145795.33,10.619,12,820,Active,False,74848.34
7866,10743,18,Auto,2022-08-19,2022-09-07,267339.68,7.958,120,795,Active,False,222028.83
7867,8476,29,Home,2023-03-31,2023-04-30,95026.59,16.835,120,757,Active,False,20215.92
7868,11154,19,Auto,2023-06-03,2023-06-29,177845.74,16.392,84,652,Active,False,130792.24
7869,15453,9,Business,2022-03-30,2022-04-29,99712.89,15.608,24,831,Active,False,59025.42
7870,17039,53,Personal,2022-10-03,2022-10-06,206039.12,9.218,48,726,Active,False,173312.77
7871,13340,68,Education,2024-11-12,2024-12-01,321927.27,17.414,48,728,Active,False,153030.32
7872,2840,34,Business,2024-02-04,2024-02-15,50000.0,16.739,48,761,Active,False,9946.16
7873,19820,85,Education,2024-03-28,2024-04-09,133269.35,12.404,36,526,Active,False,66275.38
7874,8121,18,Education,2022-07-20,2022-08-13,361221.74,9.623,36,736,Active,False,220324.43
7875,697,45,Business,2025-03-13,2025-03-26,66859.91,8.2,24,693,Active,False,23888.93
7876,20177,92,Education,2022-07-22,2022-07-30,220716.29,15.053,60,670,Active,False,135314.54
7877,23077,78,Education,2024-10-12,2024-10-20,112206.63,7.339,60,743,Active,False,26073.66
7878,18893,43,Business,2022-01-25,2022-02-06,211418.11,15.083,120,703,Active,False,125595.86
7879,742,20,Home,2023-03-03,2023-03-20,64948.7,17.974,84,618,Active,False,15474.61
7880,11705,42,Education,2024-07-30,2024-08-26,167168.68,13.268,120,794,Active,False,69877.08
7881,20878,87,Education,2022-11-07,2022-11-29,60225.95,8.119,24,759,Active,False,13658.87
7882,16085,14,Business,2023-08-24,2023-08-26,155775.8,17.149,84,773,Active,False,30469.63
7883,24385,33,Home,2024-10-16,2024-11-04,193399.9,15.634,24,725,Defaulted,True,110983.6
7884,12781,58,Business,2025-02-27,2025-03-07,53449.63,13.472,84,734,Active,False,46707.54
7885,21810,12,Education,2024-11-17,2024-12-06,141804.46,17.27,120,591,Active,False,120767.54
7886,14530,3,Education,2022-05-07,2022-05-21,101044.28,14.823,24,757,Active,False,33797.41
7887,4807,88,Auto,2022-01-14,2022-02-02,70743.38,17.892,60,697,Active,False,46489.63
7888,20391,82,Home,2024-01-18,2024-02-11,1138444.74,15.424,36,736,Defaulted,True,376417.14
7889,11852,86,Education,2025-05-15,2025-06-04,163838.12,13.959,48,792,Active,False,54814.85
7890,16497,5,Business,2023-01-11,2023-02-08,50000.0,8.083,48,691,Active,False,28223.39
7891,7961,98,Personal,2022-12-05,2022-12-27,127607.83,8.674,84,699,Active,False,119330.58
7892,10901,84,Business,2025-06-14,2025-06-22,299862.39,15.618,12,714,Active,False,241963.51
7893,21899,15,Auto,2023-05-24,2023-05-29,185601.26,7.221,60,815,Active,False,166623.47
7894,22276,58,Home,2024-01-25,2024-01-29,109648.62,17.073,60,752,Active,False,26913.2
7895,12685,41,Personal,2022-12-26,2023-01-06,112915.48,13.29,60,812,Active,False,77500.08
7896,2668,45,Home,2023-08-23,2023-09-06,363309.52,11.274,60,705,Defaulted,True,112205.89
7897,5805,27,Personal,2024-10-08,2024-11-04,182895.59,14.521,12,661,Active,False,45051.67
7898,11223,78,Auto,2023-12-16,2024-01-03,121462.48,14.49,24,718,Active,False,66897.57
7899,15822,99,Auto,2023-11-01,2023-11-03,248640.12,15.58,60,643,Active,False,199928.37
7900,21990,30,Home,2023-05-28,2023-06-14,270112.46,15.295,60,686,Active,False,81848.89
7901,6320,87,Home,2024-05-15,2024-06-11,345198.03,9.937,60,717,Active,False,179886.64
7902,23932,79,Education,2025-02-28,2025-03-02,354108.35,13.565,48,684,Active,False,171992.55
7903,3353,68,Personal,2023-01-27,2023-01-31,219444.96,8.1,60,657,Active,False,185664.8
7904,20647,59,Education,2025-02-11,2025-02-20,124000.91,16.382,12,710,Active,False,53307.04
7905,679,67,Home,2024-06-27,2024-07-15,153385.82,8.532,24,693,Active,False,66453.08
7906,22707,82,Education,2024-05-09,2024-06-02,350935.36,17.521,48,768,Active,False,83870.77
7907,22720,34,Business,2024-02-07,2024-02-22,171153.26,8.918,120,695,Defaulted,True,87549.71
7908,12788,92,Education,2022-01-29,2022-02-03,196358.52,11.039,12,759,Active,False,127432.82
7909,23908,81,Business,2022-01-15,2022-02-02,53843.74,15.194,48,825,Active,False,12297.88
7910,6983,25,Business,2022-08-11,2022-09-09,300511.97,15.532,24,684,Active,False,166349.03
7911,6373,90,Personal,2024-07-16,2024-07-20,142807.53,16.434,60,718,Active,False,73188.28
7912,22203,28,Business,2023-02-02,2023-02-07,291821.71,7.252,24,680,Active,False,33889.44
7913,4463,10,Business,2023-05-05,2023-05-11,115812.43,12.986,120,803,Active,False,88733.34
7914,17194,89,Auto,2023-02-20,2023-02-25,118398.27,14.566,24,741,Active,False,53511.37
7915,15618,95,Home,2024-09-19,2024-10-15,242385.89,10.335,60,657,Defaulted,True,192252.12
7916,15202,98,Auto,2022-11-18,2022-11-29,60820.63,10.227,48,712,Active,False,33186.41
7917,10917,46,Auto,2022-08-20,2022-09-01,170669.05,10.64,60,676,Active,False,116114.73
7918,13270,53,Personal,2024-12-04,2024-12-31,362322.41,11.418,84,795,Active,False,311610.17
7919,12943,54,Auto,2025-03-31,2025-04-24,147671.99,13.604,48,619,Defaulted,True,17737.88
7920,15316,26,Education,2022-12-21,2023-01-03,116351.46,13.209,12,732,Active,False,26241.47
7921,6956,81,Auto,2024-12-22,2024-12-25,90282.37,17.553,12,596,Defaulted,True,55884.94
7922,9444,15,Business,2023-07-18,2023-08-14,155541.86,14.116,84,714,Active,False,116271.76
7923,15364,85,Business,2024-04-21,2024-04-22,590148.65,8.789,84,750,Active,False,143637.24
7924,4953,20,Personal,2024-09-14,2024-10-07,50000.0,14.464,12,723,Active,False,40479.68
7925,13773,38,Personal,2024-04-04,2024-05-03,240258.21,17.0,120,722,Active,False,200207.18
7926,22394,77,Auto,2024-12-31,2025-01-17,418908.33,8.251,48,590,Active,False,346622.24
7927,7579,18,Education,2022-02-15,2022-02-16,186075.92,17.068,60,784,Active,False,137191.4
7928,10905,20,Auto,2024-07-30,2024-08-12,298604.01,14.367,84,751,Active,False,254506.03
7929,6796,22,Education,2023-07-22,2023-07-27,50000.0,16.277,60,591,Active,False,35139.89
7930,20073,26,Education,2023-04-13,2023-04-15,873196.1,15.729,60,825,Active,False,758199.43
7931,15621,43,Education,2022-07-29,2022-08-08,296576.99,10.538,48,668,Active,False,208017.72
7932,10342,60,Education,2022-10-19,2022-11-14,532412.13,11.867,60,699,Active,False,367947.76
7933,15030,34,Auto,2023-11-20,2023-12-17,262438.02,7.863,48,803,Active,False,137177.47
7934,9645,50,Education,2025-03-27,2025-04-04,112403.44,14.276,36,810,Active,False,37264.63
7935,2979,27,Personal,2022-04-16,2022-05-16,50000.0,7.736,60,764,Active,False,44427.11
7936,19902,32,Business,2025-05-13,2025-05-29,1080378.34,12.058,48,587,Active,False,603295.97
7937,13342,51,Personal,2022-06-21,2022-06-29,286262.68,12.36,84,695,Active,False,191708.95
7938,21532,49,Home,2023-02-09,2023-03-03,83687.31,13.581,24,625,Active,False,58237.66
7939,21216,35,Auto,2024-05-09,2024-05-18,116320.52,12.991,84,646,Active,False,72555.54
7940,4807,75,Business,2023-06-10,2023-06-11,404631.53,11.897,84,785,Active,False,283381.65
7941,22209,70,Personal,2024-07-04,2024-07-20,58784.56,17.793,84,753,Active,False,8942.89
7942,2517,99,Home,2023-11-06,2023-11-15,937212.31,17.84,36,753,Active,False,248439.82
