market_date,asset_name,asset_type,open_price,high_price,low_price,close_price,volume
2022-06-10,Technology Fund,Equity,2256.1003,2269.7694,2214.3137,2265.812,17515100
2022-06-13,Technology Fund,Equity,2265.812,2294.3417,2164.73,2194.3021,1639640
2022-06-14,Technology Fund,Equity,2194.3021,2224.9841,2186.1093,2212.1564,2087344
2022-06-15,Technology Fund,Equity,2212.1564,2307.9062,2176.3513,2264.1866,1743765
2022-06-16,Technology Fund,Equity,2264.1866,2281.4802,2226.6892,2268.3105,1538459
2022-06-17,Technology Fund,Equity,2268.3105,2291.0499,2254.8325,2265.6704,607202
2022-06-20,Technology Fund,Equity,2265.6704,2285.9128,2205.1995,2221.3145,26831486
2022-06-21,Technology Fund,Equity,2221.3145,2237.4394,2221.2559,2222.5374,2269039
2022-06-22,Technology Fund,Equity,2222.5374,2240.0265,2180.6285,2186.3941,1254279
2022-06-23,Technology Fund,Equity,2186.3941,2279.4371,2151.2476,2251.0653,3533987
2022-06-24,Technology Fund,Equity,2251.0653,2326.4572,2231.8096,2289.3513,198796
2022-06-27,Technology Fund,Equity,2289.3513,2308.4782,2235.885,2270.4045,19048009
2022-06-28,Technology Fund,Equity,2270.4045,2280.5838,2237.7615,2253.9499,1186352
2022-06-29,Technology Fund,Equity,2253.9499,2305.3468,2218.4901,2269.1238,762191
2022-06-30,Technology Fund,Equity,2269.1238,2307.0427,2180.9543,2213.2624,15399084
2022-07-01,Technology Fund,Equity,2213.2624,2233.9929,2151.0132,2188.7395,6091342
2022-07-04,Technology Fund,Equity,2188.7395,2281.6387,2151.8655,2255.1214,3416286
2022-07-05,Technology Fund,Equity,2255.1214,2281.213,2223.9912,2275.6043,614563
2022-07-06,Technology Fund,Equity,2275.6043,2281.2522,2228.522,2247.396,18701292
2022-07-07,Technology Fund,Equity,2247.396,2264.6712,2202.9432,2235.9635,890510
2022-07-08,Technology Fund,Equity,2235.9635,2255.4096,2194.3289,2254.3867,12687232
2022-07-11,Technology Fund,Equity,2254.3867,2280.5025,2217.262,2238.15,5565082
2022-07-12,Technology Fund,Equity,2238.15,2290.1163,2234.7774,2270.2578,2696306
2022-07-13,Technology Fund,Equity,2270.2578,2274.4741,2223.6294,2259.3611,23044658
2022-07-14,Technology Fund,Equity,2259.3611,2259.7104,2199.7315,2218.5051,3740767
2022-07-15,Technology Fund,Equity,2218.5051,2221.9176,2206.4682,2215.5561,2910772
2022-07-18,Technology Fund,Equity,2215.5561,2265.5566,2193.1101,2245.2357,6010295
2022-07-19,Technology Fund,Equity,2245.2357,2289.3745,2218.0682,2256.0059,624283
2022-07-20,Technology Fund,Equity,2256.0059,2291.2345,2209.1477,2225.3387,2516096
2022-07-21,Technology Fund,Equity,2225.3387,2262.1105,2184.9582,2229.1783,18408616
2022-07-22,Technology Fund,Equity,2229.1783,2254.9628,2217.3334,2232.1278,7407415
2022-07-25,Technology Fund,Equity,2232.1278,2237.8238,2211.1496,2230.4521,6752469
2022-07-26,Technology Fund,Equity,2230.4521,2256.4154,2215.3851,2231.3672,1106994
2022-07-27,Technology Fund,Equity,2231.3672,2267.9376,2197.4133,2251.4181,5215215
2022-07-28,Technology Fund,Equity,2251.4181,2257.0206,2188.5547,2203.7629,3047920
2022-07-29,Technology Fund,Equity,2203.7629,2223.6891,2188.546,2201.7845,1773374
2022-08-01,Technology Fund,Equity,2201.7845,2236.3047,2150.5199,2164.9143,4121171
2022-08-02,Technology Fund,Equity,2164.9143,2257.0789,2128.7261,2217.6472,6448650
2022-08-03,Technology Fund,Equity,2217.6472,2239.9659,2133.4055,2166.7181,14727042
2022-08-04,Technology Fund,Equity,2166.7181,2229.4464,2152.3212,2210.3642,1882902
2022-08-05,Technology Fund,Equity,2210.3642,2313.7215,2188.5704,2268.3631,735951
2022-08-08,Technology Fund,Equity,2268.3631,2270.2844,2226.4249,2251.5895,2097965
2022-08-09,Technology Fund,Equity,2251.5895,2282.9014,2171.5651,2204.2366,4053259
2022-08-10,Technology Fund,Equity,2204.2366,2247.9012,2161.8212,2178.1251,935439
2022-08-11,Technology Fund,Equity,2178.1251,2212.6852,2136.1258,2169.4936,15678352
2022-08-12,Technology Fund,Equity,2169.4936,2240.4113,2144.3282,2199.1025,4979134
2022-08-15,Technology Fund,Equity,2199.1025,2232.4544,2153.3449,2181.7461,794554
2022-08-16,Technology Fund,Equity,2181.7461,2203.5492,2113.7577,2145.8052,7436578
2022-08-17,Technology Fund,Equity,2145.8052,2153.7696,2110.8198,2120.1198,3696949
2022-08-18,Technology Fund,Equity,2120.1198,2156.0465,2111.5053,2134.5319,657546
2022-08-19,Technology Fund,Equity,2134.5319,2171.5594,2098.2254,2134.458,4609152
2022-08-22,Technology Fund,Equity,2134.458,2203.5995,2105.0709,2195.1371,3629168
2022-08-23,Technology Fund,Equity,2195.1371,2224.8008,2161.1942,2221.0816,1931116
2022-08-24,Technology Fund,Equity,2221.0816,2278.1604,2204.8098,2256.1627,882067
2022-08-25,Technology Fund,Equity,2256.1627,2274.5717,2214.7011,2272.6958,3806685
2022-08-26,Technology Fund,Equity,2272.6958,2333.1604,2251.2487,2315.384,5062508
2022-08-29,Technology Fund,Equity,2315.384,2340.1429,2306.9045,2307.8366,9138063
2022-08-30,Technology Fund,Equity,2307.8366,2356.4278,2280.9456,2323.1154,1184353
2022-08-31,Technology Fund,Equity,2323.1154,2339.6139,2294.8136,2317.7904,1056989
2022-09-01,Technology Fund,Equity,2317.7904,2334.113,2276.5194,2330.1988,5138513
2022-09-02,Technology Fund,Equity,2330.1988,2396.1587,2298.9406,2389.4663,2692566
2022-09-05,Technology Fund,Equity,2389.4663,2390.2722,2370.1993,2377.4081,711275
2022-09-06,Technology Fund,Equity,2377.4081,2382.1638,2338.3621,2371.1749,2408924
2022-09-07,Technology Fund,Equity,2371.1749,2381.5339,2326.352,2374.8507,2342243
2022-09-08,Technology Fund,Equity,2374.8507,2419.1078,2339.0299,2363.7542,3542567
2022-09-09,Technology Fund,Equity,2363.7542,2367.3872,2341.6373,2360.1858,2303901
2022-09-12,Technology Fund,Equity,2360.1858,2378.2989,2342.556,2348.152,24919438
2022-09-13,Technology Fund,Equity,2348.152,2386.0745,2328.8919,2335.2082,2553124
2022-09-14,Technology Fund,Equity,2335.2082,2345.7623,2246.8958,2276.0045,9222636
2022-09-15,Technology Fund,Equity,2276.0045,2302.9912,2177.6127,2199.2209,1230495
2022-09-16,Technology Fund,Equity,2199.2209,2247.4981,2198.0468,2217.8018,536279
2022-09-19,Technology Fund,Equity,2217.8018,2226.07,2170.9121,2195.5243,3099612
2022-09-20,Technology Fund,Equity,2195.5243,2221.1244,2185.2906,2191.7373,1594962
2022-09-21,Technology Fund,Equity,2191.7373,2257.9062,2191.3654,2217.8369,7580132
2022-09-22,Technology Fund,Equity,2217.8369,2267.6206,2178.1647,2237.6107,1987981
2022-09-23,Technology Fund,Equity,2237.6107,2268.3025,2236.0142,2242.7776,1773218
2022-09-26,Technology Fund,Equity,2242.7776,2334.429,2230.5173,2325.5319,4418198
2022-09-27,Technology Fund,Equity,2325.5319,2365.4386,2293.2636,2309.0753,28840564
2022-09-28,Technology Fund,Equity,2309.0753,2310.3446,2284.1751,2296.7473,4244712
2022-09-29,Technology Fund,Equity,2296.7473,2357.7548,2251.6571,2324.7129,1845198
2022-09-30,Technology Fund,Equity,2324.7129,2357.209,2257.0181,2303.0543,17173356
2022-10-03,Technology Fund,Equity,2303.0543,2381.6322,2297.8194,2337.7588,7207785
2022-10-04,Technology Fund,Equity,2337.7588,2411.2295,2327.8949,2366.067,5176167
2022-10-05,Technology Fund,Equity,2366.067,2450.4582,2337.6519,2438.3897,3415752
2022-10-06,Technology Fund,Equity,2438.3897,2459.9216,2383.4518,2408.9476,983803
2022-10-07,Technology Fund,Equity,2408.9476,2423.3333,2387.5183,2395.1332,163782
2022-10-10,Technology Fund,Equity,2395.1332,2453.8842,2389.9331,2445.606,4860383
2022-10-11,Technology Fund,Equity,2445.606,2492.1458,2381.2639,2415.7766,9492036
2022-10-12,Technology Fund,Equity,2415.7766,2441.0794,2369.1645,2372.9205,1214674
2022-10-13,Technology Fund,Equity,2372.9205,2376.9069,2340.9565,2376.4047,15311162
2022-10-14,Technology Fund,Equity,2376.4047,2401.0817,2350.1795,2390.8433,218040
2022-10-17,Technology Fund,Equity,2390.8433,2402.7281,2339.0667,2356.9183,1451097
2022-10-18,Technology Fund,Equity,2356.9183,2394.9422,2332.3202,2364.8192,797468
2022-10-19,Technology Fund,Equity,2364.8192,2387.9102,2299.7699,2318.3732,2459551
2022-10-20,Technology Fund,Equity,2318.3732,2347.6946,2314.2688,2341.4196,6720272
2022-10-21,Technology Fund,Equity,2341.4196,2385.0673,2338.6965,2344.8392,7954619
2022-10-24,Technology Fund,Equity,2344.8392,2477.0118,2340.2616,2435.0939,18115974
2022-10-25,Technology Fund,Equity,2435.0939,2477.2621,2371.3579,2416.7387,765968
2022-10-26,Technology Fund,Equity,2416.7387,2456.8526,2359.8438,2402.7403,1268083
2022-10-27,Technology Fund,Equity,2402.7403,2464.1235,2380.4557,2419.7281,1003301
2022-10-28,Technology Fund,Equity,2419.7281,2437.9146,2388.8775,2416.7992,1268932
2022-10-31,Technology Fund,Equity,2416.7992,2464.8451,2379.4898,2405.641,3135627
2022-11-01,Technology Fund,Equity,2405.641,2435.96,2396.5363,2428.3902,3155295
2022-11-02,Technology Fund,Equity,2428.3902,2467.2069,2393.773,2406.8437,7185267
2022-11-03,Technology Fund,Equity,2406.8437,2417.7251,2370.3634,2408.2517,1941060
2022-11-04,Technology Fund,Equity,2408.2517,2470.1128,2399.5446,2432.0278,4043924
2022-11-07,Technology Fund,Equity,2432.0278,2485.5119,2391.5461,2452.6972,10402113
2022-11-08,Technology Fund,Equity,2452.6972,2483.927,2397.5753,2411.9485,37829016
2022-11-09,Technology Fund,Equity,2411.9485,2439.6325,2408.0934,2428.2756,1010400
2022-11-10,Technology Fund,Equity,2428.2756,2495.1417,2404.6725,2476.5588,1601880
2022-11-11,Technology Fund,Equity,2476.5588,2559.8497,2428.8222,2541.7453,1120775
2022-11-14,Technology Fund,Equity,2541.7453,2569.0147,2501.0914,2538.7715,7347436
2022-11-15,Technology Fund,Equity,2538.7715,2601.2198,2488.1034,2564.4795,4542061
2022-11-16,Technology Fund,Equity,2564.4795,2640.7287,2529.0186,2604.3904,2057667
2022-11-17,Technology Fund,Equity,2604.3904,2695.1362,2593.0067,2647.462,1689346
2022-11-18,Technology Fund,Equity,2647.462,2699.8578,2568.9773,2593.8174,16109507
2022-11-21,Technology Fund,Equity,2593.8174,2627.7362,2568.2317,2572.1459,867284
2022-11-22,Technology Fund,Equity,2572.1459,2643.1001,2568.6646,2598.8999,3843106
2022-11-23,Technology Fund,Equity,2598.8999,2614.3271,2586.7814,2613.1961,2333718
2022-11-24,Technology Fund,Equity,2613.1961,2674.6576,2574.1993,2633.432,14401355
2022-11-25,Technology Fund,Equity,2633.432,2679.9297,2624.5506,2645.8361,727118
2022-11-28,Technology Fund,Equity,2645.8361,2649.2464,2596.2393,2646.1957,5075029
2022-11-29,Technology Fund,Equity,2646.1957,2742.0334,2602.0181,2713.5317,6756638
2022-11-30,Technology Fund,Equity,2713.5317,2751.8417,2660.3776,2681.4897,3085220
2022-12-01,Technology Fund,Equity,2681.4897,2735.529,2651.2308,2714.0855,5501396
2022-12-02,Technology Fund,Equity,2714.0855,2739.5085,2687.5611,2738.8436,881477
2022-12-05,Technology Fund,Equity,2738.8436,2787.9532,2696.9289,2766.8512,4106933
2022-12-06,Technology Fund,Equity,2766.8512,2819.3976,2749.1934,2797.1114,3844765
2022-12-07,Technology Fund,Equity,2797.1114,2797.3366,2769.237,2791.6622,9942136
2022-12-08,Technology Fund,Equity,2791.6622,2850.1241,2764.4419,2811.918,1017133
2022-12-09,Technology Fund,Equity,2811.918,2864.901,2771.4082,2817.4529,2356467
2022-12-12,Technology Fund,Equity,2817.4529,2867.5409,2780.9831,2799.0196,5403593
2022-12-13,Technology Fund,Equity,2799.0196,2819.9767,2784.9269,2806.984,5293381
2022-12-14,Technology Fund,Equity,2806.984,2856.156,2760.6141,2847.636,3019505
2022-12-15,Technology Fund,Equity,2847.636,2940.0132,2823.289,2886.879,1780117
2022-12-16,Technology Fund,Equity,2886.879,2969.6564,2847.3605,2938.5383,1936205
2022-12-19,Technology Fund,Equity,2938.5383,2988.1873,2882.1203,2893.4496,4728185
2022-12-20,Technology Fund,Equity,2893.4496,2935.9185,2875.9905,2892.4576,3521063
2022-12-21,Technology Fund,Equity,2892.4576,2935.7225,2811.5022,2843.1646,1078665
2022-12-22,Technology Fund,Equity,2843.1646,2882.5135,2786.3788,2828.9803,6589396
2022-12-23,Technology Fund,Equity,2828.9803,2856.2979,2796.5862,2816.623,1097947
2022-12-26,Technology Fund,Equity,2816.623,2879.6202,2776.6612,2867.2414,1062180
2022-12-27,Technology Fund,Equity,2867.2414,2907.7925,2863.2884,2872.6636,6634485
2022-12-28,Technology Fund,Equity,2872.6636,2908.0003,2799.7193,2855.6391,6616973
2022-12-29,Technology Fund,Equity,2855.6391,2949.2827,2852.1915,2923.2471,6339472
2022-12-30,Technology Fund,Equity,2923.2471,2953.3139,2885.9129,2920.796,3542416
2023-01-02,Technology Fund,Equity,2920.796,2948.1238,2814.8338,2832.4754,1899689
2023-01-03,Technology Fund,Equity,2832.4754,2864.5506,2735.8095,2748.89,1367383
2023-01-04,Technology Fund,Equity,2748.89,2760.4148,2722.6619,2749.7369,4425803
2023-01-05,Technology Fund,Equity,2749.7369,2781.142,2704.78,2771.7426,22347489
2023-01-06,Technology Fund,Equity,2771.7426,2817.6496,2678.5517,2713.2006,1318404
2023-01-09,Technology Fund,Equity,2713.2006,2765.0004,2667.8117,2724.6313,7274511
2023-01-10,Technology Fund,Equity,2724.6313,2752.345,2694.0869,2698.5372,3890014
2023-01-11,Technology Fund,Equity,2698.5372,2764.4754,2688.6533,2712.7395,17518776
2023-01-12,Technology Fund,Equity,2712.7395,2746.0554,2621.8102,2660.2589,5290946
2023-01-13,Technology Fund,Equity,2660.2589,2740.289,2656.1476,2694.2947,5883691
2023-01-16,Technology Fund,Equity,2694.2947,2774.9725,2684.02,2747.5744,1101872
2023-01-17,Technology Fund,Equity,2747.5744,2769.0076,2616.2614,2659.3294,11191283
2023-01-18,Technology Fund,Equity,2659.3294,2662.4176,2600.0361,2645.3372,3040864
2023-01-19,Technology Fund,Equity,2645.3372,2667.4933,2595.6789,2648.195,3712343
2023-01-20,Technology Fund,Equity,2648.195,2727.6044,2628.1143,2686.4558,5106106
2023-01-23,Technology Fund,Equity,2686.4558,2702.1455,2591.5595,2632.5283,2981193
2023-01-24,Technology Fund,Equity,2632.5283,2670.1545,2627.9735,2645.5418,5628421
2023-01-25,Technology Fund,Equity,2645.5418,2670.083,2607.9618,2640.1249,1882784
2023-01-26,Technology Fund,Equity,2640.1249,2709.3959,2633.2373,2680.714,2207119
2023-01-27,Technology Fund,Equity,2680.714,2736.1807,2653.1266,2707.6188,8207094
2023-01-30,Technology Fund,Equity,2707.6188,2768.1518,2702.5693,2718.6055,1684379
2023-01-31,Technology Fund,Equity,2718.6055,2753.4589,2683.0492,2737.8889,2504969
2023-02-01,Technology Fund,Equity,2737.8889,2859.5571,2721.462,2835.9738,7694744
2023-02-02,Technology Fund,Equity,2835.9738,2908.5048,2822.1503,2871.5403,10599782
2023-02-03,Technology Fund,Equity,2871.5403,2877.3944,2785.0258,2788.5238,2989641
2023-02-06,Technology Fund,Equity,2788.5238,2887.9826,2738.5116,2835.8749,1883202
2023-02-07,Technology Fund,Equity,2835.8749,2881.1381,2760.7731,2772.624,3783707
2023-02-08,Technology Fund,Equity,2772.624,2801.1811,2719.0212,2736.6357,1509611
2023-02-09,Technology Fund,Equity,2736.6357,2784.467,2699.6897,2730.8516,996112
2023-02-10,Technology Fund,Equity,2730.8516,2739.9712,2691.4965,2722.8406,4274454
2023-02-13,Technology Fund,Equity,2722.8406,2852.2745,2681.9268,2807.6538,2041407
2023-02-14,Technology Fund,Equity,2807.6538,2819.243,2771.7371,2802.617,5997150
2023-02-15,Technology Fund,Equity,2802.617,2814.2697,2767.3651,2789.4893,1771698
2023-02-16,Technology Fund,Equity,2789.4893,2877.6576,2752.6465,2837.4588,16223845
2023-02-17,Technology Fund,Equity,2837.4588,2844.8093,2776.0367,2823.6417,1730192
2023-02-20,Technology Fund,Equity,2823.6417,2842.9164,2737.5457,2791.5121,6224881
2023-02-21,Technology Fund,Equity,2791.5121,2861.6444,2779.7848,2846.5809,4900958
2023-02-22,Technology Fund,Equity,2846.5809,2915.7325,2815.1185,2876.5551,9264800
2023-02-23,Technology Fund,Equity,2876.5551,2963.885,2856.2599,2947.9659,5081087
2023-02-24,Technology Fund,Equity,2947.9659,2980.1759,2890.5216,2931.7204,6942784
2023-02-27,Technology Fund,Equity,2931.7204,3032.0678,2888.8542,2983.9955,2557888
2023-02-28,Technology Fund,Equity,2983.9955,3020.3244,2845.5283,2896.2842,2162036
2023-03-01,Technology Fund,Equity,2896.2842,2952.9132,2806.5909,2845.1713,287758
2023-03-02,Technology Fund,Equity,2845.1713,2877.3437,2824.9755,2830.4142,3043182
2023-03-03,Technology Fund,Equity,2830.4142,2879.0371,2806.1174,2852.7626,6392827
2023-03-06,Technology Fund,Equity,2852.7626,2866.9705,2787.2259,2840.5832,5793071
2023-03-07,Technology Fund,Equity,2840.5832,2873.455,2832.4423,2862.281,5240198
2023-03-08,Technology Fund,Equity,2862.281,2904.019,2817.6021,2831.8695,7047574
2023-03-09,Technology Fund,Equity,2831.8695,2855.4611,2810.5528,2841.5482,3125033
2023-03-10,Technology Fund,Equity,2841.5482,2869.3894,2793.4769,2814.7957,2350158
2023-03-13,Technology Fund,Equity,2814.7957,2885.7413,2812.9831,2854.6683,5764436
2023-03-14,Technology Fund,Equity,2854.6683,2889.8581,2792.9136,2831.7097,3793352
2023-03-15,Technology Fund,Equity,2831.7097,2906.6974,2785.6612,2854.6803,1996917
2023-03-16,Technology Fund,Equity,2854.6803,2940.4825,2836.3724,2887.6492,605084
2023-03-17,Technology Fund,Equity,2887.6492,2974.9111,2880.8397,2920.5866,6387697
2023-03-20,Technology Fund,Equity,2920.5866,2944.7805,2880.7364,2934.379,2687911
2023-03-21,Technology Fund,Equity,2934.379,2951.1204,2867.9186,2898.0802,3477188
2023-03-22,Technology Fund,Equity,2898.0802,2955.0377,2869.3294,2918.7354,7079602
2023-03-23,Technology Fund,Equity,2918.7354,2942.6151,2888.0632,2889.7114,2278237
2023-03-24,Technology Fund,Equity,2889.7114,2913.9044,2873.7814,2876.3296,800658
2023-03-27,Technology Fund,Equity,2876.3296,2934.7764,2822.0726,2930.1991,29569183
2023-03-28,Technology Fund,Equity,2930.1991,3013.7988,2926.0436,2989.7763,1505477
2023-03-29,Technology Fund,Equity,2989.7763,3094.8555,2976.7867,3070.7047,2770604
2023-03-30,Technology Fund,Equity,3070.7047,3163.8233,3047.6028,3106.4963,6517101
2023-03-31,Technology Fund,Equity,3106.4963,3122.4688,2956.4197,3001.5042,3626683
2023-04-03,Technology Fund,Equity,3001.5042,3025.7368,2922.4933,2964.7506,505625
2023-04-04,Technology Fund,Equity,2964.7506,3004.4315,2918.5476,2976.3595,5979915
2023-04-05,Technology Fund,Equity,2976.3595,2982.0541,2950.9299,2953.1694,3886686
2023-04-06,Technology Fund,Equity,2953.1694,3029.7904,2930.4796,3010.9369,2757479
2023-04-07,Technology Fund,Equity,3010.9369,3017.985,2955.7318,2956.6815,7759213
2023-04-10,Technology Fund,Equity,2956.6815,2989.3108,2939.5812,2943.3487,1780632
2023-04-11,Technology Fund,Equity,2943.3487,2980.5516,2897.5294,2933.6597,2487696
2023-04-12,Technology Fund,Equity,2933.6597,2955.4345,2858.1532,2863.691,4536166
2023-04-13,Technology Fund,Equity,2863.691,2934.2231,2826.597,2877.8352,2642616
2023-04-14,Technology Fund,Equity,2877.8352,2890.5648,2820.4649,2888.647,6407438
2023-04-17,Technology Fund,Equity,2888.647,2916.9535,2866.0011,2902.2775,1711984
2023-04-18,Technology Fund,Equity,2902.2775,2916.8206,2846.8032,2865.9735,23255875
2023-04-19,Technology Fund,Equity,2865.9735,2926.5963,2839.6897,2880.5868,2927429
2023-04-20,Technology Fund,Equity,2880.5868,2914.311,2868.4617,2905.1781,1924173
2023-04-21,Technology Fund,Equity,2905.1781,2951.9288,2898.0759,2944.1688,2402096
2023-04-24,Technology Fund,Equity,2944.1688,2977.6574,2839.9753,2865.8618,3114815
2023-04-25,Technology Fund,Equity,2865.8618,2873.9464,2778.8152,2825.2095,2780483
2023-04-26,Technology Fund,Equity,2825.2095,2831.6205,2810.7601,2813.7661,4984418
2023-04-27,Technology Fund,Equity,2813.7661,2900.4931,2775.5172,2879.0265,7042748
2023-04-28,Technology Fund,Equity,2879.0265,2897.35,2867.9542,2893.5956,3818033
2023-05-01,Technology Fund,Equity,2893.5956,2914.5712,2877.7785,2909.7025,12945152
2023-05-02,Technology Fund,Equity,2909.7025,2949.0227,2905.4566,2933.8813,552272
2023-05-03,Technology Fund,Equity,2933.8813,2960.4255,2886.8681,2894.2581,9407887
2023-05-04,Technology Fund,Equity,2894.2581,2960.287,2865.5776,2907.8534,12653590
2023-05-05,Technology Fund,Equity,2907.8534,2958.2772,2886.5888,2939.2842,3698572
2023-05-08,Technology Fund,Equity,2939.2842,2987.3811,2893.8124,2944.8618,1899883
2023-05-09,Technology Fund,Equity,2944.8618,2955.2785,2898.6892,2937.5904,1027138
2023-05-10,Technology Fund,Equity,2937.5904,2987.5827,2878.4134,2905.0508,1227615
2023-05-11,Technology Fund,Equity,2905.0508,2910.6159,2847.8013,2905.7027,2098600
2023-05-12,Technology Fund,Equity,2905.7027,2938.4626,2835.7135,2840.0797,5678084
2023-05-15,Technology Fund,Equity,2840.0797,2858.5838,2823.8585,2825.8415,7558453
2023-05-16,Technology Fund,Equity,2825.8415,2873.4367,2774.5451,2847.279,26881266
2023-05-17,Technology Fund,Equity,2847.279,2866.162,2837.0013,2848.2697,1934076
2023-05-18,Technology Fund,Equity,2848.2697,2887.4394,2796.4633,2816.1349,6283064
2023-05-19,Technology Fund,Equity,2816.1349,2850.8758,2787.9586,2848.7477,3336729
2023-05-22,Technology Fund,Equity,2848.7477,2876.9867,2826.0898,2861.1433,9704424
2023-05-23,Technology Fund,Equity,2861.1433,2894.5572,2857.0497,2892.1818,4521552
2023-05-24,Technology Fund,Equity,2892.1818,2907.5064,2831.8643,2844.4522,1570035
2023-05-25,Technology Fund,Equity,2844.4522,2897.5839,2823.3296,2831.495,2504131
2023-05-26,Technology Fund,Equity,2831.495,2884.3316,2762.3126,2804.7037,1531619
2023-05-29,Technology Fund,Equity,2804.7037,2851.6157,2773.0945,2795.92,3865847
2023-05-30,Technology Fund,Equity,2795.92,2864.4067,2752.379,2818.0674,666072
2023-05-31,Technology Fund,Equity,2818.0674,2818.8919,2751.2847,2800.5361,732927
2023-06-01,Technology Fund,Equity,2800.5361,2820.1721,2779.9167,2801.7151,3243914
2023-06-02,Technology Fund,Equity,2801.7151,2851.494,2797.4461,2798.8762,2589363
2023-06-05,Technology Fund,Equity,2798.8762,2819.6395,2772.5913,2782.1977,3007408
2023-06-06,Technology Fund,Equity,2782.1977,2829.7545,2766.9625,2805.2896,2303706
2023-06-07,Technology Fund,Equity,2805.2896,2819.843,2730.9347,2761.0996,4270050
2023-06-08,Technology Fund,Equity,2761.0996,2820.8219,2718.4688,2793.3636,1074981
2023-06-09,Technology Fund,Equity,2793.3636,2801.8098,2697.5405,2741.9772,1043419
2023-06-12,Technology Fund,Equity,2741.9772,2771.4683,2735.5628,2738.8244,16399808
2023-06-13,Technology Fund,Equity,2738.8244,2830.0878,2724.2919,2797.9766,4284495
2023-06-14,Technology Fund,Equity,2797.9766,2828.4675,2723.1891,2750.0052,13347071
2023-06-15,Technology Fund,Equity,2750.0052,2861.0574,2749.7185,2811.3596,1473848
2023-06-16,Technology Fund,Equity,2811.3596,2852.4708,2763.2502,2813.047,6945776
2023-06-19,Technology Fund,Equity,2813.047,2876.9104,2804.0921,2866.7266,2890763
2023-06-20,Technology Fund,Equity,2866.7266,2956.3385,2829.8181,2904.4975,4709917
2023-06-21,Technology Fund,Equity,2904.4975,2961.4256,2798.0043,2816.0097,4457367
2023-06-22,Technology Fund,Equity,2816.0097,2860.481,2793.8488,2826.0868,17344882
2023-06-23,Technology Fund,Equity,2826.0868,2883.2126,2825.6578,2830.1314,5330680
2023-06-26,Technology Fund,Equity,2830.1314,2945.3728,2778.9073,2902.1265,5727337
2023-06-27,Technology Fund,Equity,2902.1265,2958.6908,2869.1508,2881.9504,3177200
2023-06-28,Technology Fund,Equity,2881.9504,2912.0407,2830.2121,2851.8839,3126526
2023-06-29,Technology Fund,Equity,2851.8839,2874.2105,2791.1551,2847.5317,2335639
2023-06-30,Technology Fund,Equity,2847.5317,2914.203,2802.4257,2857.7725,779521
2023-07-03,Technology Fund,Equity,2857.7725,2947.8281,2832.5585,2941.3311,2949754
2023-07-04,Technology Fund,Equity,2941.3311,2984.6346,2897.461,2943.27,13084774
2023-07-05,Technology Fund,Equity,2943.27,2995.5736,2930.8973,2968.276,2284042
2023-07-06,Technology Fund,Equity,2968.276,3012.8186,2926.2355,2958.6645,9330455
2023-07-07,Technology Fund,Equity,2958.6645,3047.9132,2935.5536,3012.6966,2070921
2023-07-10,Technology Fund,Equity,3012.6966,3131.7475,3003.5556,3075.0316,833832
2023-07-11,Technology Fund,Equity,3075.0316,3193.2292,3042.7049,3145.5685,4790365
2023-07-12,Technology Fund,Equity,3145.5685,3263.9525,3097.6418,3209.9592,6270276
2023-07-13,Technology Fund,Equity,3209.9592,3233.2389,3183.5029,3191.6597,3093762
2023-07-14,Technology Fund,Equity,3191.6597,3195.0668,3131.3432,3175.0646,1731839
2023-07-17,Technology Fund,Equity,3175.0646,3261.6752,3119.4656,3199.9365,645434
2023-07-18,Technology Fund,Equity,3199.9365,3216.8902,3190.5734,3195.4556,3728630
2023-07-19,Technology Fund,Equity,3195.4556,3211.014,3058.6007,3120.4305,4669100
2023-07-20,Technology Fund,Equity,3120.4305,3187.7329,3066.0717,3151.6787,5354978
2023-07-21,Technology Fund,Equity,3151.6787,3193.1204,3114.1536,3175.254,3821259
2023-07-24,Technology Fund,Equity,3175.254,3231.1199,3072.2392,3133.6464,15980817
2023-07-25,Technology Fund,Equity,3133.6464,3163.2241,2967.4473,3018.9344,2841441
2023-07-26,Technology Fund,Equity,3018.9344,3051.6699,3000.461,3001.4996,3720697
2023-07-27,Technology Fund,Equity,3001.4996,3029.8342,2924.1649,2971.6325,9906230
2023-07-28,Technology Fund,Equity,2971.6325,2991.7149,2852.6138,2910.7219,1936043
2023-07-31,Technology Fund,Equity,2910.7219,2928.0161,2889.9698,2903.5621,5419634
2023-08-01,Technology Fund,Equity,2903.5621,2940.4988,2881.6696,2926.6748,8359497
2023-08-02,Technology Fund,Equity,2926.6748,3126.3246,2904.399,3071.726,7154873
2023-08-03,Technology Fund,Equity,3071.726,3117.5791,3009.8529,3066.9131,7780700
2023-08-04,Technology Fund,Equity,3066.9131,3093.3839,3023.352,3062.608,768825
2023-08-07,Technology Fund,Equity,3062.608,3117.374,2943.1534,3001.0485,2642246
2023-08-08,Technology Fund,Equity,3001.0485,3048.1826,2917.4152,2958.6674,3104264
2023-08-09,Technology Fund,Equity,2958.6674,3054.179,2925.6574,2995.7128,2408146
2023-08-10,Technology Fund,Equity,2995.7128,3030.733,2891.9699,2917.6241,5783876
2023-08-11,Technology Fund,Equity,2917.6241,2932.3702,2889.3173,2900.7961,2717233
